,fips,relevant_naics,YEAR,estab,emp,payann
3,9,115210,2018,55,199,7947
5,9,212321,2018,26,240,17665
8,9,212312,2018,3,37,2210
10,9,212319,2018,8,202,15297
11,9,221121,2018,5,50,7474
13,9,221122,2018,43,4058,516984
15,9,221112,2018,10,262,34389
17,9,221111,2018,6,21,1897
19,9,221210,2018,28,1084,122341
21,9,221320,2018,4,36,4064
23,9,221310,2018,18,585,51520
25,9,238990,2018,374,1616,148823
27,9,236220,2018,318,5139,489473
29,9,238310,2018,160,2262,139294
31,9,238210,2018,1128,8525,577776
33,9,238350,2018,317,2004,92385
35,9,238330,2018,153,819,45144
37,9,238130,2018,89,561,28651
39,9,238150,2018,61,502,35679
41,9,237310,2018,107,1443,183306
43,9,236210,2018,12,126,13101
45,9,237210,2018,22,50,3175
47,9,238140,2018,260,1169,76970
49,9,236117,2018,151,530,40746
51,9,236116,2018,17,132,11779
53,9,236115,2018,356,1152,77440
55,9,238290,2018,81,1184,100066
57,9,238390,2018,78,673,40162
59,9,238190,2018,54,490,40269
61,9,237990,2018,36,328,23276
63,9,238320,2018,446,1512,78705
65,9,238220,2018,1263,9831,659594
67,9,238110,2018,184,1160,92965
69,9,237130,2018,46,2350,211697
71,9,236118,2018,1131,3480,182353
73,9,238160,2018,163,967,78339
75,9,238170,2018,79,334,18442
77,9,238910,2018,525,4459,329610
79,9,238120,2018,30,344,35375
81,9,238340,2018,68,258,15194
83,9,237110,2018,99,689,59507
85,9,311999,2018,3,37,1081
87,9,314999,2018,20,274,11676
89,9,315990,2018,3,56,1571
91,9,312120,2018,53,586,19230
93,9,311513,2018,3,160,7272
95,9,311920,2018,8,280,21546
97,9,311812,2018,35,1636,73978
99,9,311352,2018,4,77,4102
100,9,311821,2018,3,2,14
102,9,314120,2018,20,125,5795
105,9,311421,2018,3,29,1057
107,9,311520,2018,5,53,1146
109,9,311612,2018,8,214,7995
111,9,311811,2018,151,1315,25393
112,9,312111,2018,6,299,16573
114,9,314910,2018,23,452,25031
116,9,312130,2018,20,102,2843
118,9,325520,2018,3,204,18261
120,9,325199,2018,13,547,66034
122,9,322299,2018,3,66,2986
124,9,325998,2018,15,796,88510
126,9,321999,2018,12,133,6060
128,9,326199,2018,72,2728,139108
130,9,326299,2018,3,68,3089
132,9,324121,2018,6,40,5872
134,9,323111,2018,227,4031,200805
136,9,323113,2018,64,1439,45313
137,9,325991,2018,3,56,5194
139,9,321912,2018,3,11,773
141,9,327991,2018,34,374,16726
142,9,325314,2018,3,27,2920
144,9,327215,2018,4,334,23899
146,9,326130,2018,3,103,3649
148,9,327993,2018,3,73,4001
150,9,327390,2018,16,214,14613
152,9,321918,2018,16,175,9903
154,9,325510,2018,4,39,5515
155,9,322121,2018,3,389,34411
157,9,322220,2018,4,93,4007
159,9,325320,2018,4,29,2652
161,9,325412,2018,12,414,41797
163,9,325211,2018,16,611,53678
164,9,325612,2018,3,110,6114
166,9,321992,2018,3,39,1773
168,9,327320,2018,25,536,37894
170,9,321113,2018,6,132,6172
172,9,325611,2018,3,32,1367
174,9,323120,2018,7,87,3909
176,9,326212,2018,3,18,342
178,9,325620,2018,11,421,23791
