,fips,relevant_naics,estab,emp,payann
1,4,115111,7,278,3136
4,4,115115,12,311,6058
6,4,115116,11,51,2850
8,4,113310,16,101,4886
10,4,115114,16,317,10837
13,4,115112,35,194,8592
15,4,115210,82,229,6166
17,4,115310,12,117,3860
20,4,212321,54,601,37448
22,4,212230,15,3907,264321
24,4,211120,4,6,30
26,4,212313,5,89,6273
28,4,212312,3,20,1002
30,4,212311,5,98,3394
31,4,213111,3,177,22319
34,4,213114,18,393,47968
36,4,213115,6,107,7811
38,4,213112,14,139,9268
40,4,221122,33,3795,401800
42,4,221112,42,2479,302365
44,4,221210,19,696,60200
45,4,221113,3,2324,287510
47,4,221320,12,105,8198
49,4,221114,8,159,15344
51,4,221330,3,20,3476
53,4,221310,138,1501,99121
56,4,238990,647,6029,282660
58,4,236220,722,12589,946798
60,4,238310,406,9483,388650
62,4,238210,1390,19104,1023567
64,4,238350,500,4241,197269
66,4,238330,282,1490,70258
68,4,238130,189,3856,148705
70,4,238150,143,1588,77107
72,4,237310,138,7300,482023
74,4,236210,39,1222,76120
76,4,237210,117,611,45551
78,4,238140,293,5252,217224
80,4,236117,251,3994,375998
82,4,236116,40,508,42123
84,4,236115,812,3468,201722
86,4,237120,12,886,62540
88,4,238290,105,1919,129357
90,4,238390,134,1156,50119
92,4,238190,100,1679,93445
94,4,237990,36,867,54872
96,4,238320,628,5010,198620
98,4,238220,2098,26367,1491775
100,4,238110,388,7469,379797
102,4,237130,123,3820,305611
104,4,236118,1575,6509,274884
106,4,238160,391,5510,249640
108,4,238170,13,112,5825
110,4,238910,499,9024,448633
112,4,238120,83,2603,147815
114,4,238340,233,1700,72557
116,4,237110,199,3861,239206
118,4,316998,5,12,292
121,4,314999,35,576,17179
123,4,311611,3,1499,79609
125,4,315990,4,17,497
127,4,312112,6,199,11302
129,4,312120,43,813,26254
131,4,311920,3,18,813
133,4,311812,33,2358,83871
135,4,311352,4,64,1102
137,4,311821,4,105,5748
139,4,314120,19,184,5533
141,4,315210,13,130,2909
144,4,311111,5,30,1887
146,4,311824,3,134,7739
148,4,311511,6,1280,71095
151,4,311421,8,303,10545
153,4,312113,3,19,474
155,4,311612,6,143,4766
157,4,311340,7,73,2814
159,4,311119,13,140,5961
160,4,315280,3,33,891
162,4,311919,5,864,37960
164,4,311991,11,3950,102995
166,4,311811,58,1016,22113
168,4,312111,6,1244,72001
171,4,313310,9,66,1978
173,4,314910,8,207,9026
175,4,311830,17,702,22390
177,4,312130,23,180,4586
180,4,325520,4,66,3915
182,4,325199,7,237,15981
184,4,322299,5,164,8945
186,4,325998,13,316,22546
188,4,327999,6,125,4473
190,4,321999,43,537,21426
192,4,326199,86,3241,146237
194,4,326299,7,122,5329
196,4,324121,24,332,24078
198,4,324122,3,20,1073
200,4,323117,3,24,1250
202,4,327310,3,159,9657
204,4,323111,291,4113,211877
206,4,323113,78,604,20338
208,4,327331,20,570,23367
210,4,327332,3,111,5730
212,4,322211,7,566,34249
214,4,325991,3,8,208
216,4,321912,3,190,8726
218,4,327991,27,309,11838
219,4,327211,3,319,13263
221,4,327215,10,336,16239
223,4,327992,3,55,1515
225,4,327420,3,56,4423
227,4,325120,6,181,14340
229,4,326130,3,526,31184
231,4,321991,4,966,48806
233,4,325411,12,525,20586
234,4,325180,3,58,7098
236,4,327390,24,988,56179
238,4,321918,21,163,5966
240,4,327212,5,24,567
242,4,325510,11,208,10448
245,4,322220,7,310,12540
246,4,324191,4,69,5346
248,4,325412,26,2065,110811
