,relevant_naics,estab,emp,payann,fips
17886,22,25,1898,175024,04019
17887,23,1657,19185,923007,04019
17888,56,1169,27512,722606,04019
17889,81,1856,14404,391865,04019
17890,52,1248,12482,733635,04019
17891,54,2587,17073,1077294,04019
17892,62,2873,61872,3028430,04019
17893,42,744,7279,367562,04019
17894,71,323,6781,141393,04019
17895,53,1341,6389,242921,04019
17896,72,1855,45127,834765,04019
17897,61,361,6128,198008,04019
17898,55,149,3761,213018,04019
17899,99,17,22,653,04019
17900,51,324,8130,492712,04019
17902,11,25,222,6890,04019
17903,21,35,2440,148913,04019
17904,52,6996,139357,10390951,04013
17905,61,1520,46567,1850024,04013
17906,81,7207,62509,2164385,04013
17907,99,89,169,6209,04013
17908,51,1698,41207,2876370,04013
17909,54,13242,115194,8873793,04013
17910,62,12407,241406,12296282,04013
17911,72,7966,193628,3873669,04013
17912,55,762,54082,4079118,04013
17913,56,6020,129308,4808840,04013
17914,71,1328,34713,1328155,04013
17915,53,6912,37476,2092967,04013
17917,11,94,437,18430,04013
17918,21,66,794,59822,04013
17919,22,84,7348,831921,04013
17920,42,4635,73419,4933030,04013
17921,23,7670,110221,6266768,04013
17922,51,24,125,3979,04007
17923,81,93,339,7665,04007
17924,52,47,164,7811,04007
17925,61,23,587,18410,04015
17926,53,238,752,20471,04015
17927,62,499,8759,412222,04015
17928,42,113,1033,61880,04015
17929,53,67,142,5853,04007
17931,21,10,1527,97106,04007
17932,22,8,84,8366,04007
17933,23,127,731,30711,04007
17934,54,80,245,9593,04007
17935,56,32,169,4985,04007
17936,42,20,140,7681,04007
17937,61,12,131,3253,04007
17938,62,146,2020,100128,04007
17939,71,16,619,15111,04007
17940,72,138,1996,36420,04007
17942,21,11,89,5046,04015
17943,22,27,366,26945,04015
17944,99,3,5,76,04015
17945,54,28,496,14440,04009
17946,56,17,98,2569,04009
17947,61,7,62,1196,04009
17948,62,73,2012,88255,04009
17949,71,9,41,530,04009
17950,72,57,974,12799,04009
17952,11,4,0,0,04009
17953,22,4,0,0,04009
17954,23,57,340,13835,04009
17955,81,44,275,10956,04009
17956,23,493,2984,106128,04015
17957,54,236,1019,42525,04015
17958,42,21,262,12965,04009
17959,51,10,96,3240,04009
17960,52,24,102,5159,04009
17961,53,21,68,1983,04009
17962,71,42,464,10942,04015
17963,11,11,170,2203,04023
17964,22,6,74,4958,04023
17965,23,55,278,10977,04023
17966,55,7,243,15339,04015
17967,56,203,1706,49498,04015
17968,72,403,6751,111761,04015
17969,51,57,686,23871,04015
17970,42,222,2318,113046,04023
17971,51,12,76,2690,04023
17972,52,40,203,8543,04023
17973,52,188,1090,54129,04015
17974,81,359,1812,43946,04015
17975,53,44,126,3908,04023
17976,54,60,191,7638,04023
17977,56,27,397,6810,04023
17978,61,10,101,2375,04023
17979,62,73,1701,85218,04023
17982,71,14,49,862,04023
17983,72,96,1406,23965,04023
17984,99,3,0,0,04023
17985,81,68,312,7266,04023
17986,71,30,235,4236,04003
17987,81,242,1105,23747,04003
17988,11,6,51,1837,04003
17989,21,8,52,2607,04003
17990,22,21,651,49262,04003
17991,51,8,26,1358,04012
17992,52,13,59,1796,04012
17993,53,16,63,1304,04012
17994,54,12,21,744,04012
17995,56,4,47,931,04012
17996,62,25,401,18917,04012
17997,71,3,22,392,04012
17998,72,81,1456,26949,04012
17999,81,23,85,1954,04012
18001,21,4,12,913,04012
18002,22,6,35,2850,04012
18003,23,20,75,2700,04012
18004,42,16,96,5698,04012
18006,11,6,11,754,04001
18007,21,5,120,7071,04001
18008,22,7,0,0,04001
18009,23,29,108,3417,04001
18010,42,13,50,1702,04001
18011,51,9,84,3836,04001
18012,52,13,74,2249,04001
18013,61,30,666,30735,04003
18014,72,259,3585,55952,04003
18015,23,182,1093,44526,04003
18016,42,49,403,16084,04003
18017,53,13,36,728,04001
18018,54,28,118,4113,04001
18019,56,17,112,4290,04001
18020,71,3,1,79,04001
18021,72,58,879,15054,04001
18022,61,8,279,8516,04001
18023,62,72,2369,113664,04001
18024,81,47,180,4218,04001
18025,51,38,324,13965,04003
18026,53,106,406,10896,04003
18027,62,285,4782,183135,04003
18029,11,9,61,1526,04025
18030,21,18,967,51190,04025
18031,52,102,472,22129,04003
18032,54,225,3400,232111,04003
18033,55,7,120,4946,04003
18034,56,93,1546,42713,04003
18035,22,29,317,23886,04025
18036,42,159,1453,75372,04025
18038,11,10,25,1009,04005
18039,21,6,29,3837,04005
18040,22,18,225,19567,04005
18041,23,353,2389,98387,04005
18042,53,407,1049,42380,04025
18043,62,791,13935,594451,04025
18044,54,355,1611,77471,04005
18045,42,107,921,44179,04005
18046,54,571,2010,89861,04025
18047,99,4,5,113,04025
18048,71,111,2094,48925,04005
18049,99,4,4,57,04005
18050,51,51,945,42065,04005
18051,55,19,340,14620,04025
18052,56,336,2326,64272,04025
18053,71,99,1192,23244,04025
18054,72,578,9828,195907,04025
18055,55,12,540,38310,04005
18056,56,169,1524,45121,04005
18057,52,162,835,54416,04005
18058,72,600,14973,329640,04005
18059,23,802,4739,204047,04025
18060,61,38,699,21246,04005
18061,53,222,869,30925,04005
18062,52,310,1173,66350,04025
18063,62,424,9237,487861,04005
18064,81,333,1849,51939,04005
18065,51,87,940,32984,04025
18066,61,89,2327,69690,04025
18067,81,530,2587,69520,04025
18069,22,3,35,2389,04011
18070,23,6,35,2881,04011
18071,42,3,10,568,04011
18072,51,4,0,0,04011
18073,52,3,8,120,04011
18074,53,4,10,292,04011
18075,54,4,20,568,04011
18076,56,3,110,1887,04011
18077,62,11,0,0,04011
18078,72,10,108,2605,04011
18079,81,6,19,258,04011
18081,21,22,842,63186,04021
18082,52,153,1236,55878,04027
18083,55,14,186,6810,04021
18084,22,21,243,19729,04021
18085,23,415,2627,132214,04021
18086,51,56,474,21158,04021
18087,56,237,6044,264179,04021
18088,71,63,1364,19710,04021
18089,53,176,797,23523,04027
18090,71,30,564,12625,04027
18091,72,342,7110,104287,04027
18093,11,36,556,22480,04027
18094,52,204,1092,44634,04021
18095,21,5,43,1548,04027
18096,54,236,1234,68432,04027
18097,22,10,200,17359,04027
18098,23,314,2581,102898,04027
18099,72,371,7337,119843,04021
18100,61,43,940,33859,04021
18101,81,276,1571,39370,04027
18102,55,14,302,12234,04027
18103,53,225,1491,46963,04021
18104,62,503,9629,450842,04021
18105,81,349,1988,48786,04021
18106,56,155,4335,135956,04027
18107,61,21,542,15105,04027
18108,42,138,2243,122750,04027
18109,42,130,1283,65524,04021
18110,54,291,1351,53140,04021
18112,11,12,129,6306,04021
18113,99,7,9,196,04021
18114,62,413,8012,360397,04027
18115,51,41,602,21499,04027
18116,11,10,80,3689,04017
18117,21,8,501,35689,04017
18118,22,23,456,43550,04017
18119,23,192,1125,42432,04017
18120,42,44,345,15839,04017
18121,71,20,200,8470,04017
18122,72,228,4009,74386,04017
18123,53,101,207,6771,04017
18124,55,3,0,0,04017
18125,56,83,461,18369,04017
18126,51,32,400,16796,04017
18127,54,123,382,13825,04017
18128,99,5,3,36,04017
18129,52,73,331,13846,04017
18130,61,13,426,14816,04017
18131,62,255,4407,231529,04017
18132,81,169,791,18377,04017
