Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,10905,292768,363921,3507393,3688157,2032600,4106724,584985,4077159,2156139,2449998,517766,8220738,306781,1813879,1339978,748
2018,20514,366992,670336,3802813,3688330,2297978,4520925,596726,4215051,2425551,2443819,581826,8563287,322445,1872661,1377485,1538
2019,18638,286425,631796,3876718,3908937,2085253,4594534,619689,4553468,2720518,2469179,622899,8804551,331837,1940501,1422639,1756
2020,25140,257651,645146,3978310,4036199,2176406,5030616,667528,4779624,2546396,2421254,620622,9253365,294940,1730138,1415094,2695
2021,27501,251243,684569,4188092,4239023,1817103,5529831,709531,5178108,2656849,2756076,626858,9712034,330711,2070077,1525683,1344
