,fips,relevant_naics,YEAR,estab,emp,payann
0,19,11,2017,344,1570,83865
2,19,21,2017,99,173,9526
4,19,22,2017,193,2153,195171
6,19,23,2017,8750,67914,3976667
8,19,42,2017,4947,69038,3798167
10,19,51,2017,1549,29332,1648081
12,19,52,2017,6250,92703,6762413
14,19,53,2017,3091,14133,581935
16,19,54,2017,6408,54602,3277215
18,19,55,2017,453,21585,1609482
20,19,56,2017,3728,59386,1969176
22,19,61,2017,775,26883,736953
24,19,62,2017,8686,216754,9427783
26,19,71,2017,1443,18234,334489
28,19,72,2017,7279,123357,1910706
30,19,81,2017,9223,51661,1428781
32,19,99,2017,26,12,965
