Naics,Establishments,Employees,Payroll,fips
1151,3,46,2773,19011
2361,8,24,951,19011
2362,5,53,4619,19011
2379,3,7,467,19011
2381,19,71,3649,19011
2382,10,46,2044,19011
2383,13,49,1729,19011
2389,9,32,1780,19011
3219,4,37,1270,19011
3259,3,582,26159,19011
3327,5,91,4510,19011
4238,10,270,12015,19011
4245,6,62,3319,19011
4249,7,76,4692,19011
4251,3,1,133,19011
4411,10,106,4274,19011
4413,6,24,750,19011
4431,4,14,201,19011
4441,4,25,1194,19011
4451,4,152,2822,19011
4461,7,66,3223,19011
4471,19,216,4154,19011
4523,5,56,1213,19011
4541,3,34,1445,19011
4543,5,28,1555,19011
4841,21,90,3740,19011
4842,15,39,1355,19011
5173,7,46,2641,19011
5221,15,109,6587,19011
5239,3,7,1287,19011
5241,3,14,712,19011
5242,18,48,2420,19011
5311,6,12,312,19011
5312,5,7,319,19011
5411,6,30,1254,19011
5412,4,14,493,19011
5416,4,4,324,19011
5419,5,18,501,19011
5617,12,50,1170,19011
5619,3,10,179,19011
6211,3,29,1787,19011
6212,5,31,1146,19011
6213,11,38,1242,19011
6214,6,65,5520,19011
6231,3,216,7114,19011
6232,11,46,1196,19011
6241,4,14,254,19011
6244,7,68,1105,19011
7139,7,51,769,19011
7224,7,27,196,19011
7225,17,220,2661,19011
8111,15,49,1760,19011
8113,4,13,185,19011
8121,4,5,114,19011
8122,6,12,610,19011
8131,29,109,1520,19011
8134,3,12,108,19011
8139,4,20,778,19011
1151,3,3,191,19023
2361,6,6,189,19023
2381,6,18,704,19023
2382,9,22,720,19023
2389,10,29,2019,19023
2383,3,6,265,19023
3328,3,49,1494,19023
3273,4,121,3990,19023
3323,3,6,92,19023
3399,3,7,35,19023
4245,11,114,5952,19023
4251,3,8,364,19023
4249,5,28,1661,19023
4411,4,54,2052,19023
4413,3,10,205,19023
4441,7,24,1030,19023
4442,3,37,1783,19023
4451,3,49,854,19023
4471,8,142,2980,19023
4523,5,20,453,19023
4841,9,23,917,19023
4842,11,24,1397,19023
5221,10,89,4772,19023
5241,5,14,695,19023
5242,11,27,984,19023
5411,9,23,796,19023
5412,3,11,203,19023
5419,5,15,474,19023
5617,11,7,442,19023
6211,3,16,1131,19023
6213,7,19,929,19023
6231,5,292,6954,19023
6241,3,13,113,19023
6244,9,64,731,19023
7139,5,15,210,19023
7225,14,102,689,19023
8111,13,18,757,19023
8113,3,12,690,19023
8122,4,13,503,19023
8131,26,59,914,19023
1133,6,26,1446,19061
1151,6,20,701,19061
2361,65,186,7398,19061
2362,17,457,28547,19061
2371,6,48,3142,19061
2373,12,164,24085,19061
2381,55,314,20128,19061
2382,59,682,36526,19061
2383,44,147,5118,19061
2361,7,10,390,19175
2371,3,14,460,19175
2381,6,12,1294,19175
2382,8,18,1010,19175
2383,3,24,894,19175
2389,6,41,2100,19175
4249,9,110,6637,19175
4411,5,55,2437,19175
4413,7,41,1526,19175
4441,5,74,1878,19175
4471,8,86,1680,19175
4451,3,195,3642,19175
2389,30,151,13579,19061
3116,3,320,16900,19061
3118,3,128,6344,19061
3121,9,141,2683,19061
3212,3,247,20149,19061
3219,4,730,33968,19061
3231,14,106,4195,19061
3261,3,297,13417,19061
3273,11,155,8282,19061
3315,3,233,9895,19061
3321,3,188,8896,19061
3323,11,782,36656,19061
3324,3,93,4878,19061
3327,8,269,13178,19061
3328,4,61,2118,19061
3329,5,447,29861,19061
3331,3,2772,216827,19061
3335,5,69,3326,19061
3371,8,31,1500,19061
3372,5,265,11309,19061
3391,3,114,5021,19061
3399,6,61,2547,19061
4481,3,15,174,19175
4523,3,220,5271,19175
4231,11,320,16270,19061
4842,6,16,1320,19175
5173,5,31,1605,19175
5221,8,91,5962,19175
5239,3,9,719,19175
5242,8,30,1444,19175
5312,3,4,65,19175
5411,8,19,605,19175
5412,4,14,332,19175
5419,3,22,1236,19175
5617,6,20,560,19175
5613,4,281,9214,19175
6211,3,12,735,19175
6212,3,23,1151,19175
6213,8,36,1774,19175
6241,4,17,520,19175
6232,5,160,3028,19175
6244,7,34,480,19175
7139,4,48,346,19175
4232,4,21,1378,19061
4233,7,124,6010,19061
4234,10,19,849,19061
4235,4,139,8467,19061
4236,11,163,11507,19061
4237,9,115,5862,19061
4238,29,387,22450,19061
4239,16,367,16499,19061
4244,12,179,8885,19061
4242,3,12,549,19061
4245,7,73,3625,19061
4247,7,83,5744,19061
4249,16,353,17332,19061
4251,4,18,535,19061
4411,20,622,30211,19061
4412,8,112,4564,19061
4413,18,188,5728,19061
7225,21,269,2934,19175
8111,5,17,746,19175
8121,5,13,161,19175
4421,16,97,2693,19061
8122,3,19,648,19175
8131,12,44,648,19175
4422,15,93,3117,19061
8139,3,7,95,19175
4431,15,155,3400,19061
4441,30,637,25506,19061
4442,11,80,3886,19061
4451,19,1870,33166,19061
4452,6,132,2281,19061
4461,36,433,12308,19061
4471,51,603,13158,19061
4481,36,308,6341,19061
2379,5,36,4282,19071
2361,5,13,306,19071
2382,5,9,389,19071
2389,7,12,859,19071
4238,3,39,2613,19071
4245,4,27,1386,19071
4249,6,28,1360,19071
4413,3,15,535,19071
4461,4,28,748,19071
4471,9,192,5058,19071
4482,8,62,726,19061
4483,7,47,1639,19061
4511,19,246,4238,19061
4512,3,23,274,19061
4522,3,189,2506,19061
4523,15,901,20510,19061
4531,3,11,253,19061
4532,8,44,739,19061
4539,22,125,3825,19061
4533,9,86,1105,19061
4541,13,66,3938,19061
4543,9,27,1192,19061
4841,47,1041,65684,19061
4842,33,1519,94844,19061
4884,5,30,1144,19061
4921,4,226,8820,19061
4841,8,172,16211,19071
4842,16,57,2001,19071
5221,7,44,2704,19071
5242,7,18,605,19071
5411,3,5,172,19071
6211,4,23,1392,19071
5419,3,27,996,19071
7211,5,18,322,19071
7225,12,143,2426,19071
