,fips,relevant_naics,YEAR,estab,emp,payann
1,19,1133,2018,14,36,1567
3,19,1152,2018,29,255,9128
5,19,1151,2018,218,1499,97698
7,19,2123,2018,84,695,38816
9,19,2211,2018,136,5400,555161
11,19,2213,2018,6,83,5769
13,19,2382,2018,2051,23542,1415543
15,19,2383,2018,1142,6679,313791
17,19,2381,2018,1462,8953,497870
19,19,2373,2018,100,2163,223383
21,19,2372,2018,10,18,2478
23,19,2362,2018,501,8389,538604
25,19,2379,2018,51,200,11616
27,19,2389,2018,1040,6473,424043
29,19,2361,2018,1944,5881,249281
31,19,2371,2018,171,2121,159339
33,19,3111,2018,56,1584,93320
35,19,3116,2018,73,19425,866948
37,19,3118,2018,24,283,6148
39,19,3121,2018,44,841,32833
41,19,3152,2018,3,18,512
43,19,3115,2018,3,2223,126960
44,19,3114,2018,4,228,10962
46,19,3112,2018,23,4016,304238
48,19,3119,2018,27,1986,116806
50,19,3149,2018,15,113,3906
52,19,3113,2018,8,65,897
54,19,3251,2018,19,1104,72493
56,19,3273,2018,164,2468,143269
59,19,3222,2018,16,1071,53118
62,19,3274,2018,4,409,32525
64,19,3259,2018,9,608,28868
66,19,3279,2018,18,144,6689
68,19,3219,2018,52,5572,269842
70,19,3255,2018,6,398,19685
72,19,3253,2018,9,954,83375
74,19,3254,2018,17,1272,88123
76,19,3261,2018,75,6454,303199
78,19,3231,2018,252,5327,247179
80,19,3262,2018,5,2436,144174
82,19,3212,2018,3,352,20756
84,19,3331,2018,48,11596,741885
86,19,3313,2018,3,2553,266659
88,19,3323,2018,97,3915,197475
90,19,3324,2018,3,160,9370
92,19,3328,2018,39,721,31615
94,19,3333,2018,7,584,25577
96,19,3353,2018,3,67,1992
98,19,3321,2018,12,786,43125
100,19,3315,2018,11,933,51432
102,19,3371,2018,50,1208,46030
104,19,3332,2018,6,187,11629
106,19,3327,2018,160,4170,201334
108,19,3391,2018,48,605,25257
110,19,3335,2018,46,1207,65843
112,19,3362,2018,16,1215,56374
114,19,3363,2018,22,1464,66266
116,19,3345,2018,17,9048,1048235
118,19,3372,2018,22,3335,136427
120,19,3329,2018,33,1764,92701
122,19,3339,2018,54,3664,266050
124,19,3399,2018,80,1286,69451
126,19,3326,2018,3,4,158
127,19,3334,2018,3,64,3095
129,19,4243,2018,10,77,3439
131,19,4248,2018,23,1169,63529
133,19,4246,2018,70,910,70367
135,19,4242,2018,36,497,29277
137,19,4245,2018,637,6592,361480
139,19,4232,2018,59,921,44238
141,19,4244,2018,205,6623,352547
143,19,4237,2018,163,2047,124440
145,19,4236,2018,187,3059,225663
147,19,4233,2018,143,2381,115797
149,19,4238,2018,930,12970,797719
151,19,4235,2018,41,966,65676
153,19,4239,2018,169,2331,114412
155,19,4249,2018,716,10289,621660
157,19,4231,2018,214,4354,222363
159,19,4241,2018,43,457,31989
161,19,4247,2018,61,801,41405
163,19,4234,2018,239,2405,151915
165,19,4251,2018,278,2072,94434
167,19,4411,2018,651,15064,708911
169,19,4413,2018,735,5948,194881
171,19,4453,2018,83,270,5737
173,19,4441,2018,842,13190,392417
175,19,4481,2018,758,8852,136347
177,19,4431,2018,296,2560,72731
179,19,4421,2018,184,1807,66848
181,19,4471,2018,1744,23740,437353
183,19,4451,2018,616,35549,750173
185,19,4461,2018,739,8452,277341
187,19,4422,2018,249,1702,56146
189,19,4483,2018,131,934,31864
191,19,4442,2018,260,1763,58146
193,19,4412,2018,167,1868,79761
195,19,4482,2018,172,1432,20910
197,19,4452,2018,106,810,15242
199,19,4512,2018,40,510,6551
201,19,4522,2018,64,5048,72439
203,19,4543,2018,333,1386,47752
205,19,4541,2018,232,3217,119241
207,19,4531,2018,92,462,5327
209,19,4523,2018,528,24453,627662
211,19,4532,2018,193,1252,18930
213,19,4539,2018,347,2033,49235
215,19,4511,2018,386,5432,114702
217,19,4533,2018,223,2352,44275
219,19,4542,2018,25,194,5880
221,19,4855,2018,4,65,1614
223,19,4885,2018,121,1914,102140
225,19,4841,2018,1460,29962,1366882
227,19,4812,2018,3,41,2193
231,19,4859,2018,16,243,4712
233,19,4811,2018,9,497,10887
235,19,4854,2018,4,161,2993
237,19,4842,2018,1369,7748,370964
239,19,4881,2018,16,124,4011
241,19,4882,2018,4,60,2594
243,19,4884,2018,80,851,37614
245,19,4883,2018,6,56,3772
247,19,4853,2018,21,144,3002
249,19,4921,2018,77,3565,152895
251,19,4922,2018,17,134,3903
253,19,4931,2018,162,6079,247668
255,19,5182,2018,88,6188,386414
257,19,5121,2018,87,946,18885
259,19,5111,2018,223,5708,335695
261,19,5191,2018,48,290,36721
263,19,5179,2018,13,225,11098
265,19,5151,2018,76,1593,78436
267,19,5112,2018,72,3307,328512
268,19,5122,2018,3,16,280
270,19,5173,2018,647,8549,484253
272,19,5223,2018,144,2147,161594
274,19,5242,2018,2246,12514,771689
