Zip Code,naics,Establishments,Employees,Payroll,IND Level
74884,54,9,001,0,2
74884,54,7,210,0,2
74884,62,12,001,0,2
74884,62,5,210,0,2
74884,62,3,220,0,2
74884,62,3,241,0,2
74884,71,3,001,0,2
74884,72,8,001,0,2
74884,81,9,001,0,2
74884,81,9,210,0,2
74884,00,84,001,28584,2
74884,00,48,210,0,2
74884,00,17,220,0,2
74884,00,6,230,0,2
74884,00,10,241,0,2
74884,21,3,001,0,2
74884,23,10,001,0,2
74884,23,6,210,0,2
74884,23,3,220,0,2
74884,31-33,5,001,0,2
74884,44-45,10,001,0,2
74884,44-45,4,210,0,2
74884,52,9,001,0,2
74884,52,6,210,0,2
