	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
127	10	10	0	Delaware	11	Agriculture, forestry, fishing and hunting	11	0400000US10	37.44444444444444	133.11111111111111	5076.555555555556
128	10	10	0	Delaware	21	Mining, quarrying, and oil and gas extraction	21	0400000US10	16.333333333333332	139.33333333333334	11849.777777777777
129	10	10	0	Delaware	22	Utilities	22	0400000US10	49.55555555555556	2278.4444444444443	230814.0
130	10	10	0	Delaware	23	Construction	23	0400000US10	2213.222222222222	19520.88888888889	1075365.3333333333
131	10	10	0	Delaware	42	Wholesale trade	42	0400000US10	1122.111111111111	16346.222222222223	1507494.6666666667
132	10	10	0	Delaware	51	Information	51	0400000US10	529.6666666666666	6835.222222222223	437992.6666666667
133	10	10	0	Delaware	52	Finance and insurance	52	0400000US10	2005.3333333333333	42055.88888888889	3826096.5555555555
134	10	10	0	Delaware	53	Real estate and rental and leasing	53	0400000US10	1188.888888888889	5929.888888888889	291741.1111111111
135	10	10	0	Delaware	54	Professional, scientific, and technical services	54	0400000US10	2843.0	30016.88888888889	2940084.777777778
136	10	10	0	Delaware	55	Management of companies and enterprises	55	0400000US10	800.3333333333334	9951.666666666666	970429.3333333334
137	10	10	0	Delaware	56	Administrative and support and waste management and remediation services	56	0400000US10	1478.888888888889	28780.88888888889	1033822.3333333334
138	10	10	0	Delaware	61	Educational services	61	0400000US10	309.0	6937.111111111111	257979.77777777778
139	10	10	0	Delaware	62	Health care and social assistance	62	0400000US10	2638.1111111111113	66001.88888888889	3436822.3333333335
140	10	10	0	Delaware	71	Arts, entertainment, and recreation	71	0400000US10	432.22222222222223	7745.666666666667	248146.33333333334
141	10	10	0	Delaware	72	Accommodation and food services	72	0400000US10	2122.3333333333335	39774.0	724082.7777777778
142	10	10	0	Delaware	81	Other services (except public administration)	81	0400000US10	2198.222222222222	15362.444444444445	436189.0
143	10	10	0	Delaware	99	Industries not classified	99	0400000US10	35.22222222222222	34.44444444444444	1537.3333333333333
