Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
78701,52213,6,1,0,5
78701,52213,3,210,0,5
78701,52222,4,1,0,5
78701,52222,3,210,0,5
78701,52229,13,1,0,5
78701,52229,6,210,0,5
78701,52229,3,220,0,5
78701,52229,3,241,0,5
78701,52231,4,1,0,5
78701,52231,3,210,0,5
78701,52232,5,1,0,5
78701,62411,4,1,0,5
78701,62411,3,210,0,5
78701,62419,8,1,0,5
78701,62419,5,210,0,5
78701,71111,5,1,0,5
78701,71111,3,210,0,5
78701,71141,3,1,0,5
78701,71141,3,210,0,5
78701,52311,7,1,0,5
78701,52311,7,210,0,5
78701,52312,16,1,0,5
78701,52312,4,210,0,5
78701,52312,5,230,0,5
78701,52312,4,242,0,5
78701,52391,26,1,0,5
78701,52391,17,210,0,5
78701,52391,7,230,0,5
78701,52392,42,1,0,5
78701,52392,25,210,0,5
78701,52392,10,220,0,5
78701,52392,3,242,0,5
78701,52393,16,1,0,5
78701,52393,12,210,0,5
78701,52399,10,1,0,5
78701,71151,8,1,0,5
78701,71151,7,210,0,5
78701,71211,5,1,0,5
78701,71394,10,1,0,5
78701,71394,5,210,0,5
78701,71399,4,1,0,5
78701,52399,5,210,0,5
78701,52399,5,220,0,5
78701,52411,8,1,0,5
78701,52411,6,210,0,5
78701,52412,7,1,0,5
78701,52412,4,210,0,5
78701,52421,27,1,0,5
78701,52421,17,210,0,5
78701,52421,4,230,0,5
78701,52421,3,242,0,5
78701,52429,6,1,0,5
78701,52429,4,210,0,5
78701,72111,34,1,0,5
78701,72111,6,210,0,5
78701,72111,6,241,0,5
78701,72111,5,242,0,5
78701,72111,7,251,0,5
78701,72111,5,252,0,5
78701,72231,24,1,0,5
78701,72231,7,210,0,5
78701,72231,6,220,0,5
78701,72231,4,241,0,5
78701,72231,4,242,0,5
78701,72232,5,1,0,5
78701,72232,4,210,0,5
78701,53111,21,1,0,5
78701,53111,15,210,0,5
78701,53111,6,220,0,5
78701,53112,14,1,0,5
78701,53112,9,210,0,5
78701,53121,56,1,0,5
78701,53121,43,210,0,5
78701,53121,5,220,0,5
78701,53121,4,242,0,5
78701,72233,7,1,0,5
78701,72233,5,210,0,5
78701,72241,121,1,0,5
78701,72241,24,210,0,5
78701,72241,20,220,0,5
78701,72241,39,230,0,5
78701,72241,33,241,0,5
78701,72241,4,242,0,5
78701,72251,184,1,0,5
78701,72251,26,210,0,5
78701,72251,13,220,0,5
78701,72251,39,230,0,5
78701,72251,68,241,0,5
78701,72251,30,242,0,5
78701,72251,8,251,0,5
78701,53131,40,1,0,5
78701,53131,16,210,0,5
78701,53131,12,220,0,5
78701,53131,6,230,0,5
78701,53131,6,241,0,5
78701,53132,3,1,0,5
78701,53139,11,1,0,5
78701,53139,9,210,0,5
78701,53211,6,1,0,5
78701,53211,4,210,0,5
78701,53241,3,1,0,5
78701,53249,10,1,0,5
78701,53249,4,220,0,5
78701,81121,3,1,0,5
78701,81211,24,1,0,5
78701,81211,14,210,0,5
78701,81211,6,230,0,5
78701,81219,4,1,0,5
78701,54111,451,1,0,5
78701,54111,309,210,0,5
78701,54111,53,220,0,5
78701,54111,46,230,0,5
78701,54111,27,241,0,5
78701,54111,12,242,0,5
78701,54111,4,251,0,5
78701,54119,17,1,0,5
78701,81232,4,1,0,5
78701,81293,71,1,0,5
78701,81293,38,210,0,5
78701,81293,10,220,0,5
78701,81293,14,230,0,5
78701,81293,7,241,0,5
78701,81299,11,1,0,5
78701,81299,9,210,0,5
78701,81311,18,1,0,5
78701,81311,5,210,0,5
78701,81311,3,220,0,5
78701,81311,3,230,0,5
78701,81311,4,241,0,5
78701,21112,11,1,0,5
78701,21112,10,210,0,5
78701,21311,9,1,0,5
78701,21311,6,210,0,5
78701,54119,9,210,0,5
78701,54119,4,230,0,5
78701,54121,61,1,0,5
