,fips,relevant_naics,YEAR,estab,emp,payann
1,34,1141,2018,50,223,13143
3,34,1152,2018,97,347,12164
5,34,1151,2018,11,83,5102
7,34,2123,2018,39,835,53596
9,34,2131,2018,7,64,5886
11,34,2211,2018,220,12249,1669657
13,34,2212,2018,41,3351,379768
15,34,2213,2018,96,2923,314002
17,34,2382,2018,6499,54665,3891539
19,34,2383,2018,3628,20489,1228303
21,34,2381,2018,2312,16344,1104088
23,34,2373,2018,292,9234,1087165
25,34,2372,2018,74,225,13200
27,34,2362,2018,1145,13156,1111376
29,34,2379,2018,115,3026,286674
31,34,2389,2018,1662,14346,1091357
33,34,2361,2018,5639,21030,1235644
35,34,2371,2018,359,8226,768254
36,34,3111,2018,4,22,330
38,34,3116,2018,64,3075,153436
40,34,3159,2018,9,304,7366
42,34,3151,2018,4,20,1003
44,34,3118,2018,550,13996,537502
46,34,3121,2018,167,4182,203158
48,34,3152,2018,101,2960,79193
50,34,3115,2018,43,1485,60303
52,34,3132,2018,12,164,8624
54,34,3114,2018,46,2161,106687
57,34,3161,2018,3,24,677
59,34,3119,2018,142,8290,439905
61,34,3169,2018,4,35,1275
63,34,3149,2018,104,1227,49413
65,34,3117,2018,8,312,11190
67,34,3113,2018,55,1055,52431
69,34,3133,2018,33,660,33053
71,34,3141,2018,27,638,27573
73,34,3251,2018,85,5481,593352
75,34,3273,2018,114,2481,171521
77,34,3271,2018,3,42,2165
79,34,3222,2018,114,6430,389694
81,34,3272,2018,60,3713,219219
83,34,3259,2018,81,2099,177313
85,34,3279,2018,73,1436,70861
87,34,3219,2018,145,2265,103660
89,34,3255,2018,57,1249,83765
91,34,3253,2018,8,91,9784
93,34,3241,2018,41,2241,267451
95,34,3254,2018,178,14337,1649563
97,34,3261,2018,270,14256,767444
99,34,3231,2018,825,14615,830293
101,34,3252,2018,29,1033,86419
103,34,3262,2018,42,1498,78576
106,34,3256,2018,118,9235,797851
108,34,3212,2018,4,264,8411
110,34,3364,2018,11,796,50207
112,34,3331,2018,3,16,820
114,34,3323,2018,296,6971,397703
116,34,3324,2018,23,718,51847
118,34,3328,2018,100,1732,89999
120,34,3333,2018,38,973,63333
122,34,3342,2018,46,947,73671
124,34,3341,2018,9,106,7513
126,34,3322,2018,19,675,31419
128,34,3351,2018,38,1670,97305
130,34,3353,2018,48,1839,128417
132,34,3336,2018,7,478,40880
134,34,3321,2018,54,1442,82985
136,34,3315,2018,12,466,20371
138,34,3371,2018,167,1255,55168
140,34,3332,2018,68,1349,88496
142,34,3327,2018,428,5124,301083
144,34,3391,2018,263,9661,767256
146,34,3335,2018,108,1494,97968
148,34,3362,2018,9,125,7955
150,34,3363,2018,47,684,39896
152,34,3345,2018,162,11011,1079350
154,34,3314,2018,21,1191,77139
156,34,3372,2018,115,2376,148722
158,34,3359,2018,56,2080,122288
160,34,3329,2018,103,3580,253130
162,34,3379,2018,4,96,3546
164,34,3339,2018,173,5615,410306
166,34,3399,2018,380,5177,264584
168,34,3344,2018,109,3926,269463
170,34,3366,2018,8,105,4464
172,34,3326,2018,25,745,41985
175,34,3334,2018,29,1666,99322
177,34,4243,2018,741,10289,653247
179,34,4248,2018,115,5536,467303
181,34,4246,2018,523,6997,676244
183,34,4242,2018,637,46433,8376657
185,34,4245,2018,21,61,4772
187,34,4232,2018,658,8538,572190
189,34,4244,2018,1681,41593,2679238
191,34,4237,2018,522,7188,543640
193,34,4236,2018,899,20953,2065657
195,34,4233,2018,464,9741,674052
197,34,4238,2018,1441,17989,1411079
199,34,4235,2018,287,3673,308822
201,34,4239,2018,1172,12864,772005
203,34,4249,2018,794,11829,700071
205,34,4231,2018,721,15603,1030071
207,34,4241,2018,443,9008,631768
209,34,4247,2018,126,1810,174407
211,34,4234,2018,1198,30919,3262991
213,34,4251,2018,1035,9140,507035
215,34,4411,2018,1205,36231,2132504
217,34,4413,2018,1111,9663,316277
219,34,4453,2018,1805,10477,238505
221,34,4441,2018,1454,32654,1105512
223,34,4481,2018,3174,47394,905566
225,34,4431,2018,828,8716,290385
227,34,4421,2018,719,5632,230078
229,34,4471,2018,2346,19213,441294
231,34,4451,2018,3903,88001,2335034
233,34,4461,2018,3165,35493,1179936
235,34,4422,2018,762,9586,227190
237,34,4483,2018,835,3964,151643
239,34,4442,2018,355,2285,93506
241,34,4412,2018,194,2020,105170
243,34,4482,2018,773,7715,133365
245,34,4452,2018,1153,7071,158051
