Naics,Establishments,Employees,Payroll,fips
11,30,83,3602,34025
21,6,78,13556,34025
22,41,1522,193680,34025
23,2016,16597,1342017,34025
42,845,7633,554776,34025
51,329,9167,1118375,34025
52,1160,11584,1154787,34025
53,724,4897,268511,34025
54,2485,20302,1605145,34025
55,90,3109,251568,34025
56,1200,13991,625927,34025
61,330,7627,278827,34025
62,2469,49428,2757478,34025
71,488,7801,197069,34025
72,1870,28329,576363,34025
81,1837,12805,393120,34025
99,25,13,383,34025
11,5,12,291,34021
22,24,1240,261457,34021
23,713,5063,405169,34021
42,401,15342,2307383,34021
51,196,4891,473785,34021
52,568,14247,1482406,34021
53,342,2568,137110,34021
54,1569,24806,2782190,34021
55,54,7665,1151020,34021
56,605,8339,410270,34021
61,263,23397,1110727,34021
62,1206,30193,1525670,34021
71,168,3596,72462,34021
72,859,14064,286350,34021
81,1065,8446,393620,34021
99,11,3,188,34021
11,5,30,1501,34023
21,5,49,5819,34023
22,38,1688,206502,34023
11,11,67,3680,34011
22,22,2296,353154,34013
23,1642,11268,852757,34013
23,1546,16697,1276720,34023
42,959,14302,1008223,34013
42,1606,44190,4250749,34023
51,336,5194,385492,34013
52,906,20801,3449598,34013
51,418,8684,904802,34023
53,924,5635,303130,34013
52,900,14373,1618460,34023
54,2085,21663,2125979,34013
53,794,6934,501685,34023
55,61,2361,274734,34013
54,3904,62394,5707576,34023
56,924,16427,839962,34013
61,348,12930,542522,34013
62,2560,60828,3510115,34013
55,138,12514,1848614,34023
56,1284,33090,1268254,34023
61,356,4685,140474,34023
71,326,6289,249754,34013
72,1714,24681,586458,34013
62,2385,56558,2825086,34023
81,2137,16795,574457,34013
99,40,41,1242,34013
71,262,4635,93709,34023
72,1869,26530,520678,34023
21,7,83,5918,34037
11,11,35,1318,34037
22,9,150,17833,34037
23,491,1999,129694,34037
81,1954,13945,579806,34023
99,34,47,1362,34023
42,125,1003,76637,34037
21,3,256,16069,34035
11,9,21,1164,34035
22,10,672,74367,34035
23,813,6232,479159,34035
42,560,22251,2692122,34035
51,24,190,16575,34037
52,102,893,65966,34037
53,82,280,12279,34037
54,326,1533,94006,34037
55,13,1019,156959,34037
56,204,1171,47054,34037
61,53,960,26121,34037
62,379,5858,249123,34037
71,65,752,15830,34037
72,285,5061,90257,34037
81,387,1884,55699,34037
21,7,146,9158,34011
22,5,97,13312,34011
23,271,1910,155621,34011
51,204,15544,2034120,34035
99,7,9,339,34037
52,576,9623,1229527,34035
42,168,4748,223460,34011
53,364,1875,112971,34035
54,1675,24046,3087182,34035
55,87,11063,1991134,34035
56,696,13011,558689,34035
51,33,465,29418,34011
52,113,1030,62695,34011
53,103,474,19695,34011
61,203,3915,150832,34035
54,172,1021,45414,34011
55,8,95,8372,34011
56,133,1748,54169,34011
62,1252,24146,1258924,34035
61,35,1135,34690,34011
62,402,10299,474379,34011
71,36,455,11466,34011
72,238,3684,55259,34011
71,164,3356,88277,34035
72,825,13056,278308,34035
81,353,1879,45966,34011
81,904,6751,243626,34035
99,7,32,1104,34035
11,31,93,3798,34029
21,3,53,3767,34029
22,32,995,105942,34029
23,1799,8718,481815,34029
11,3,18,2172,34001
22,22,1109,140624,34001
23,689,5581,352290,34001
42,181,2473,131799,34001
42,518,4955,271184,34029
51,78,1001,63920,34001
52,261,2458,191956,34001
53,244,1504,66034,34001
54,512,4007,334041,34001
51,155,1347,79175,34029
52,550,3371,216706,34029
55,19,1118,76247,34001
56,387,3585,118089,34001
53,822,3481,167252,34029
61,75,1177,37244,34001
62,808,18860,1006532,34001
54,1243,7997,499887,34029
71,113,1693,41856,34001
72,827,41354,1248897,34001
55,32,1229,64888,34029
56,869,5798,243830,34029
81,683,4353,117459,34001
61,253,7839,220866,34029
99,10,9,195,34001
62,1727,40069,1785457,34029
11,5,12,506,34015
22,4,154,17878,34015
23,715,7692,554067,34015
22,24,1837,183774,34039
23,1428,11644,943560,34039
11,4,4,158,34003
21,3,7,288,34003
71,272,4615,116282,34029
72,1292,15594,342209,34029
81,1425,9076,252797,34029
99,24,14,803,34029
42,844,19108,2583290,34039
42,331,8097,539285,34015
51,86,1197,68081,34015
51,173,2808,232212,34039
52,654,5764,592344,34039
52,252,1779,105167,34015
53,201,1268,84477,34015
54,484,3768,234431,34015
53,561,3310,204671,34039
54,1377,15198,2011475,34039
55,25,491,41591,34015
56,386,7351,261380,34015
61,80,1238,31977,34015
55,60,6795,995758,34039
56,820,12087,475680,34039
62,828,15491,738561,34015
71,101,1610,26526,34015
61,218,3999,136295,34039
62,1544,34423,1813351,34039
72,565,10490,179470,34015
