,fips,relevant_naics,estab,emp,payann
1,34,11,213,936,40894
3,34,21,54,966,67912
5,34,22,379,20357,2575482
7,34,23,21747,161062,11842370
9,34,42,13553,270958,25566731
11,34,51,3795,87023,8887689
13,34,52,11470,189923,24691620
15,34,53,9730,60999,3781552
17,34,54,28455,320699,31046503
19,34,55,1556,124954,16882873
21,34,56,14001,222145,9569033
23,34,61,3912,107859,4050791
25,34,62,28051,605200,30878828
27,34,71,3926,69048,2121831
29,34,72,21778,326887,7077908
31,34,81,24165,158387,5057536
33,34,99,385,339,13531
