Zip Code,naics,Establishments,Employees,Payroll,IND Level
07643,00,280,001,203403,2
07643,00,175,210,0,2
07643,00,50,220,0,2
07643,00,26,230,0,2
07643,00,15,241,0,2
07643,00,7,242,0,2
07643,00,6,251,0,2
07643,23,28,001,0,2
07643,23,13,210,0,2
07643,23,6,220,0,2
07643,23,4,230,0,2
07643,31-33,15,001,0,2
07643,31-33,6,210,0,2
07643,31-33,3,230,0,2
07643,42,55,001,0,2
07643,42,35,210,0,2
07643,42,11,220,0,2
07643,42,4,230,0,2
07643,42,3,241,0,2
07643,44-45,44,001,0,2
07643,44-45,28,210,0,2
07643,44-45,11,220,0,2
07643,44-45,3,230,0,2
07643,48-49,21,001,0,2
07643,48-49,14,210,0,2
07643,48-49,4,220,0,2
07643,51,3,001,0,2
07643,52,6,001,0,2
07643,52,3,210,0,2
07643,53,16,001,0,2
07643,53,12,210,0,2
07643,54,16,001,0,2
07643,54,12,210,0,2
07643,56,12,001,0,2
07643,56,11,210,0,2
07643,62,11,001,0,2
07643,62,6,210,0,2
07643,72,20,001,0,2
07643,72,10,210,0,2
07643,72,4,230,0,2
07643,72,3,241,0,2
07643,81,29,001,0,2
07643,81,22,210,0,2
07643,81,6,220,0,2
