Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,204,6609,2031,83446,53196,50933,64305,19373,89607,25831,87172,52215,143677,23225,119528,53675,84
2018,410,7000,4592,90402,58198,52230,65713,21082,90613,28274,93673,55436,145381,22748,126889,54699,111
2019,430,7089,4493,95444,59987,53427,68913,21032,91581,29050,96481,58158,149353,25052,128981,54435,102
2020,450,7422,4569,99452,59810,55228,69284,22499,95650,28122,93759,60493,153341,26879,128286,55329,141
2021,481,7473,4471,106406,62237,54672,71752,23241,101909,26725,92045,57314,156507,24122,121761,53378,148
