Zip,Naics,Establishments,Employees,Payroll
03773,48,6,1,0
03773,48,3,210,0
03773,51,6,1,0
03773,51,5,210,0
03773,52,6,1,0
03773,53,6,1,0
03773,53,6,210,0
03773,54,12,1,0
03773,54,9,210,0
03773,54,3,220,0
03785,44,6,220,0
03785,52,5,1,0
03785,54,4,1,0
03785,54,3,210,0
03785,56,4,1,0
03785,56,3,210,0
03785,62,8,1,0
03785,62,4,210,0
03785,72,14,1,0
03785,72,5,210,0
03785,72,5,220,0
03785,72,3,230,0
03801,48,27,1,0
03801,48,11,210,0
03801,48,5,220,0
03801,48,5,241,0
03801,48,3,242,0
03801,62,230,1,0
03801,62,94,210,0
03801,62,56,220,0
03801,62,41,230,0
03801,62,23,241,0
03801,62,10,242,0
03801,62,5,251,0
03811,00,3,251,0
03811,23,30,1,0
03811,23,21,210,0
03811,23,6,220,0
03811,31,5,1,0
03811,31,4,220,0
03811,42,7,1,0
03811,42,5,210,0
03820,31,40,1,0
03820,31,5,210,0
03826,62,8,1,0
03826,62,3,210,0
03826,62,4,220,0
03826,72,9,1,0
03826,72,4,220,0
03826,81,7,1,0
03826,81,6,210,0
03833,62,4,242,0
03840,51,3,210,0
03840,52,3,1,0
03840,52,3,210,0
03840,53,7,1,0
03840,53,6,210,0
03840,54,13,1,0
03840,54,9,210,0
03840,56,21,1,0
03840,56,10,210,0
03840,56,8,220,0
03842,61,4,1,0
03842,61,4,210,0
03842,62,26,1,0
03842,62,7,210,0
03842,62,8,220,0
03842,62,7,230,0
03851,81,4,1,0
03852,00,9,1,1786
03852,00,5,210,0
03852,23,4,1,0
03853,00,11,1,1919
03853,00,8,210,0
03853,23,3,1,0
03853,56,3,1,0
03854,00,22,1,11237
03854,00,19,210,0
03854,53,3,1,0
03854,53,3,210,0
03854,54,7,1,0
03854,54,7,210,0
03854,72,3,1,0
03855,00,26,1,5925
03855,00,18,210,0
03860,62,8,230,0
03860,62,24,1,0
03860,62,4,210,0
03860,62,7,220,0
03860,62,3,242,0
03860,71,11,1,0
03860,71,5,210,0
03860,71,5,220,0
03865,31,20,1,0
03865,31,9,210,0
03865,31,4,220,0
03865,31,3,230,0
03865,31,4,241,0
03865,42,10,1,0
03865,42,7,210,0
03865,44,96,1,0
03867,54,23,1,0
03867,54,15,210,0
03867,54,4,230,0
03867,54,3,241,0
03867,55,4,1,0
03867,55,3,210,0
03873,31,5,1,0
03873,31,4,210,0
03873,48,3,1,0
03873,48,3,210,0
03873,54,6,1,0
03873,54,4,210,0
03873,56,8,1,0
03873,56,7,210,0
03878,56,14,1,0
03878,56,9,210,0
03878,56,4,220,0
03878,61,5,1,0
03878,62,44,1,0
03878,62,17,210,0
03878,62,9,220,0
03878,62,6,230,0
03878,62,9,241,0
03894,31,8,1,0
03894,31,3,210,0
03766,31,14,1,0
03766,31,5,210,0
03766,42,23,1,0
03766,42,9,210,0
03766,42,7,220,0
03766,42,5,241,0
03766,44,59,1,0
03766,44,25,210,0
03766,44,10,220,0
03766,44,18,230,0
03766,44,4,241,0
03773,56,12,1,0
03773,56,8,210,0
03773,61,5,1,0
03773,62,20,1,0
03773,62,7,210,0
03773,62,7,220,0
03773,62,3,241,0
03785,81,10,1,0
03785,81,10,210,0
03801,00,1921,1,2924119
03801,00,876,210,0
03801,00,401,220,0
03801,00,289,230,0
03801,00,231,241,0
03801,00,60,242,0
03801,00,47,251,0
03801,00,9,252,0
03801,51,49,1,0
03801,51,18,210,0
03801,51,10,220,0
03801,51,6,251,0
03801,51,4,230,0
03801,51,4,241,0
03801,51,4,242,0
03811,44,10,1,0
03811,44,5,210,0
03811,44,3,220,0
03811,53,4,1,0
03811,53,3,210,0
03811,54,8,1,0
03811,54,5,210,0
03811,56,12,1,0
03811,56,9,210,0
03811,61,4,1,0
03820,31,14,220,0
03820,31,8,230,0
03820,31,9,241,0
03820,31,4,242,0
03820,42,40,1,0
03820,42,22,210,0
03820,42,9,220,0
03820,42,7,241,0
03820,81,92,1,0
03820,81,52,210,0
03820,81,28,220,0
03820,81,10,230,0
03827,00,83,1,18379
03827,00,62,210,0
03827,00,11,220,0
03827,00,8,230,0
03827,23,17,1,0
03827,23,12,210,0
03827,23,3,220,0
03827,31,7,1,0
03827,31,5,210,0
03827,42,7,1,0
03827,42,5,210,0
03827,44,11,1,0
03840,62,15,1,0
03840,62,9,210,0
03840,62,3,220,0
03840,62,3,230,0
03840,71,4,1,0
03840,72,11,1,0
03840,72,3,220,0
03840,72,4,241,0
03842,71,13,1,0
03842,71,10,210,0
03842,72,117,1,0
03842,72,73,210,0
03855,00,5,220,0
03855,23,9,1,0
03855,23,8,210,0
03855,44,4,1,0
03855,44,3,220,0
03855,72,5,1,0
03855,72,3,210,0
03856,00,51,1,20504
03856,00,35,210,0
03856,00,7,220,0
03856,00,6,230,0
03856,23,9,1,0
03860,72,84,1,0
03860,72,22,210,0
03860,72,13,220,0
03860,72,24,230,0
03860,72,20,241,0
03860,72,4,242,0
03865,44,21,230,0
03865,44,36,210,0
03865,44,21,220,0
03865,44,10,241,0
03865,44,4,242,0
03865,44,3,251,0
03867,56,21,1,0
03867,56,12,210,0
03867,56,4,241,0
03867,61,7,1,0
03867,61,3,220,0
03867,62,71,1,0
03867,62,32,210,0
03867,62,16,220,0
03867,62,10,230,0
03867,62,6,241,0
03867,62,4,242,0
03873,62,3,1,0
03873,71,3,1,0
03873,71,3,210,0
03873,81,7,1,0
03873,81,4,210,0
03874,00,339,1,316173
03874,00,161,210,0
03874,00,66,220,0
03874,00,47,230,0
03874,00,41,241,0
03874,00,12,242,0
03874,00,8,251,0
03874,00,4,252,0
03874,23,25,1,0
03874,22,3,1,0
03874,23,16,210,0
03874,23,3,220,0
03874,23,3,230,0
03894,31,3,220,0
03894,42,3,1,0
03894,44,4,230,0
03894,44,38,1,0
03894,44,23,210,0
03894,44,8,220,0
03894,44,3,241,0
03894,51,4,1,0
03894,51,3,220,0
03894,52,11,1,0
03894,52,5,210,0
03894,52,4,220,0
03773,71,4,1,0
03773,72,3,230,0
03773,72,14,1,0
03773,72,8,210,0
03773,81,22,1,0
03773,81,18,210,0
03773,81,3,220,0
03801,00,5,254,0
03801,00,3,260,0
03801,21,3,1,0
03801,22,7,1,0
03801,22,3,210,0
03801,23,79,1,0
03801,23,39,210,0
03801,23,17,220,0
03801,23,10,230,0
03801,23,11,241,0
03801,52,190,1,0
03801,52,99,210,0
03801,52,37,220,0
03801,52,18,230,0
03811,62,9,1,0
03811,62,3,210,0
03811,62,4,220,0
03811,72,4,1,0
03811,81,8,1,0
03811,81,6,210,0
03812,00,38,1,11699
03812,00,26,210,0
03812,00,3,220,0
03812,00,5,241,0
03812,23,5,1,0
03812,23,5,210,0
03812,53,4,1,0
03820,44,25,220,0
03820,44,89,1,0
03820,44,32,210,0
03820,44,17,230,0
03820,44,9,241,0
03820,44,4,242,0
03827,44,9,210,0
03827,48,6,1,0
03827,48,3,210,0
03827,54,5,1,0
03827,54,4,210,0
03827,56,14,1,0
03827,56,12,210,0
03827,61,3,1,0
03827,61,3,210,0
03833,71,14,1,0
03833,71,8,210,0
03833,71,4,220,0
03833,72,60,1,0
03833,72,18,210,0
03833,72,17,220,0
03833,72,12,230,0
03833,72,10,241,0
03833,72,3,242,0
03840,81,16,1,0
03840,81,11,210,0
03840,81,3,220,0
03841,00,197,1,75787
03841,00,115,210,0
03841,00,40,220,0
03841,00,22,230,0
03841,00,18,241,0
03841,23,42,1,0
03841,23,30,210,0
03841,23,8,220,0
03842,72,18,220,0
03842,72,15,230,0
03842,72,9,241,0
03856,23,6,210,0
03856,42,5,1,0
03856,42,3,220,0
03856,44,5,1,0
03856,44,4,210,0
03856,54,10,1,0
03856,54,9,210,0
03856,56,7,1,0
03856,56,6,210,0
03874,31,20,1,0
03874,31,4,210,0
03874,31,4,220,0
03874,31,4,230,0
03874,31,3,241,0
03874,31,3,251,0
03878,71,4,1,0
03878,72,24,1,0
03878,72,9,210,0
03878,72,5,220,0
03878,72,6,230,0
03878,72,4,241,0
03878,81,34,1,0
03878,81,20,210,0
03894,53,12,1,0
03894,53,8,210,0
03894,53,4,220,0
03894,54,35,1,0
03894,54,24,210,0
03894,54,8,220,0
03766,48,9,1,0
03766,48,4,210,0
03766,51,15,1,0
03766,51,9,210,0
03766,51,3,220,0
03766,52,20,1,0
03766,52,11,210,0
03766,52,4,220,0
03766,52,4,230,0
03774,00,46,1,33560
03774,00,29,210,0
03774,00,6,220,0
03774,00,4,230,0
03774,00,5,241,0
03774,23,10,1,0
03774,23,9,210,0
03774,31,3,1,0
03774,44,9,1,0
03774,44,3,220,0
03774,56,3,1,0
03801,52,22,241,0
03801,52,8,251,0
03801,52,3,252,0
03812,54,6,1,0
03812,54,4,210,0
03812,71,3,1,0
03812,71,3,210,0
03812,72,9,1,0
03812,72,5,210,0
03812,81,4,1,0
03813,00,13,230,0
03813,00,96,1,36322
03813,00,58,210,0
03813,00,15,220,0
03813,00,7,241,0
03813,00,3,242,0
03813,11,3,1,0
03821,00,21,1,9223
03821,00,15,210,0
03821,00,4,241,0
03821,23,4,1,0
03821,23,4,210,0
03821,62,3,1,0
03823,00,23,1,6588
03823,00,17,210,0
03823,00,3,230,0
03823,23,5,1,0
03823,23,3,210,0
03823,54,3,1,0
03823,54,3,210,0
03827,81,7,1,0
03827,81,6,210,0
03830,00,23,1,3373
03830,00,16,210,0
03830,00,3,220,0
03830,00,3,230,0
03830,23,5,1,0
03830,23,4,210,0
03830,44,4,1,0
03830,54,5,1,0
03830,72,3,1,0
03830,54,4,210,0
03832,00,11,1,788
03832,00,10,210,0
03832,23,5,1,0
03832,23,5,210,0
03832,72,3,1,0
03833,00,711,1,841008
03842,81,38,1,0
03842,81,27,210,0
03842,81,8,220,0
03856,62,3,1,0
03856,72,3,1,0
03856,81,3,1,0
03856,81,3,210,0
03857,00,158,1,63098
03857,00,97,210,0
03857,00,28,220,0
03857,00,18,230,0
03857,00,11,241,0
03857,00,3,242,0
03857,23,16,1,0
03857,23,12,210,0
03857,31,8,1,0
03857,31,3,210,0
03857,31,3,230,0
03857,42,7,1,0
03857,42,3,230,0
03860,81,23,1,0
03860,81,15,210,0
03860,81,5,220,0
03860,81,3,230,0
03861,00,84,1,29692
03861,00,45,210,0
03861,00,18,220,0
03861,00,12,230,0
03861,00,7,241,0
03861,23,9,1,0
03861,23,5,210,0
03867,71,6,1,0
03867,71,4,210,0
03867,72,61,1,0
03867,72,15,210,0
03867,72,8,220,0
03867,72,16,230,0
03867,72,20,241,0
03874,42,27,1,0
03874,42,12,210,0
03874,42,5,220,0
03874,42,5,241,0
03874,44,22,220,0
03874,44,94,1,0
03874,44,37,210,0
03874,44,13,230,0
03874,44,16,241,0
03874,44,3,251,0
03878,81,6,220,0
03878,81,4,230,0
03878,81,3,241,0
03894,56,26,1,0
03894,56,21,210,0
03894,56,3,220,0
03766,53,22,1,0
03766,53,16,210,0
03766,53,4,220,0
03774,62,3,1,0
03774,72,4,1,0
03774,81,3,210,0
03774,72,3,210,0
03774,81,3,1,0
03777,00,33,1,5041
03777,00,27,210,0
03777,00,4,220,0
03777,23,7,1,0
03777,23,6,210,0
03777,56,3,1,0
03777,56,3,210,0
03777,62,4,1,0
03777,62,4,210,0
03777,72,3,1,0
03777,81,3,1,0
03777,81,3,210,0
03779,00,10,1,3890
03779,00,5,210,0
03779,00,5,220,0
03779,23,3,1,0
03779,23,3,210,0
03779,72,3,1,0
03780,00,8,1,5423
03801,31,49,1,0
03801,31,11,210,0
03801,31,5,251,0
03801,31,12,220,0
03801,31,6,230,0
03801,31,7,241,0
03801,31,4,252,0
03801,71,58,1,0
03801,71,25,210,0
03801,71,10,220,0
03801,71,12,230,0
03801,71,10,241,0
03813,23,23,1,0
03813,23,18,210,0
03813,23,4,220,0
03813,31,7,1,0
03813,31,4,210,0
03813,42,6,1,0
03813,42,3,210,0
03813,42,3,230,0
03820,48,15,1,0
03820,48,8,210,0
03820,48,3,220,0
03823,56,3,1,0
03823,62,3,1,0
03823,81,4,1,0
