Naics,Establishments,Employees,Payroll
113110,5,6,515
115116,5,18,535
113310,136,724,23413
114210,5,8,75
115111,5,50,2896
115112,9,23,1468
115114,5,84,2544
115310,14,594,9898
115210,55,311,19115
211120,4,27,3226
212111,5,10,603
212230,7,831,51095
212311,9,68,2478
212312,103,1287,79302
212321,19,180,8666
212322,4,117,8424
212324,3,139,9821
213113,5,14,1345
213115,3,24,1596
221210,21,489,38568
213111,9,61,6042
213112,11,35,1313
221111,3,21,2109
221112,4,30,2919
221122,95,2247,181002
221320,7,58,2892
236220,656,10153,699951
221310,24,271,14664
237210,102,457,34739
236115,675,2449,105444
236116,27,267,22126
236117,388,2515,186058
236118,1049,4686,210807
236210,54,1585,108271
238110,348,3986,215427
237110,190,2330,123184
237120,33,1027,79690
238130,123,481,18324
237130,116,5967,352358
238160,320,3796,199305
237310,176,5821,349734
237990,71,820,49095
238210,1092,16433,917885
238220,1618,20141,1068776
238120,75,1813,104532
238290,152,3844,245750
238140,225,2594,111250
238150,100,956,49977
238170,128,664,26301
238340,113,711,26728
238190,56,817,45255
238350,353,1794,84577
238310,252,2900,143925
311111,6,228,14789
311119,20,374,16714
238320,341,2424,104968
238330,184,1146,56013
311511,6,1220,70173
311513,5,521,22995
311520,4,726,37074
238390,135,2065,88873
238910,684,7483,380196
238990,475,3828,188248
311920,13,1005,50210
311211,5,329,20680
311224,3,410,37017
311225,4,104,3381
311340,14,1387,61295
311351,8,92,2298
311352,15,1399,58679
311412,11,1717,82730
311421,12,606,37087
311422,4,510,27402
311611,23,1579,56724
311612,22,2980,114299
311613,5,134,8339
311615,9,5984,183357
311811,80,2788,102771
311812,34,2080,102402
311813,3,551,21428
311821,4,649,34322
311824,12,1814,115369
311919,5,1832,99337
311941,3,138,6952
311942,3,87,3667
311991,10,1677,68318
312120,61,975,40230
312140,39,1372,84274
312230,7,1034,69103
313110,7,909,38422
313230,12,980,58985
313240,3,318,13410
313310,12,336,12813
313320,3,275,14307
311999,10,344,20172
312111,17,1529,75857
312112,7,229,7860
312113,6,110,5562
312130,35,327,6730
314110,5,221,8210
314120,28,306,9789
314910,21,646,16499
314994,4,413,24654
314999,63,626,18920
315110,3,572,15972
315190,5,194,4992
315210,24,298,5485
315240,11,181,5421
315280,8,109,3003
316210,3,257,5592
316998,21,146,3946
321114,5,92,2733
321912,28,788,25234
321918,40,2148,74260
321999,49,624,20307
322220,20,1305,58827
315220,21,1395,44967
315990,7,72,2044
322211,44,3152,178694
322212,21,2140,112364
321113,141,2267,82765
321211,4,51,1205
321214,25,790,31368
321219,4,284,14839
321911,20,1707,64085
321920,108,2056,72018
321991,15,2317,101065
321992,23,541,31624
322110,4,751,63152
322121,5,1225,91512
322130,4,905,89571
322219,7,712,37211
322230,8,773,33386
324122,4,154,8593
324191,4,148,11051
325120,12,433,25231
325130,5,761,85122
325194,3,122,4122
325199,16,8230,836469
325220,6,416,26310
325314,4,57,3267
325320,9,171,10519
322291,3,230,10758
322299,10,266,10739
325612,7,92,5420
325620,15,1832,104824
323111,363,7001,371104
323113,119,1396,47045
323117,10,1531,65809
323120,29,471,21600
324121,51,405,22880
