Naics,Establishments,Employees,Payroll
113110,27,88,4042
113210,19,94,3518
113310,163,1649,93566
114111,88,103,3821
114112,52,100,3244
114119,53,75,3911
212312,44,1415,105857
212322,10,69,4324
114210,27,87,3264
115112,75,448,20901
115113,17,254,5836
115114,45,2730,61689
115115,31,251,9739
115116,60,455,25934
221111,3,9,1067
221112,50,2209,218056
221113,9,687,74187
221114,18,62,3742
221115,12,69,8741
221118,10,49,2257
115210,387,1018,39665
115310,60,311,16271
211120,11,34,2848
211130,3,30,6600
212299,4,251,20762
212319,4,38,3201
212321,42,535,31617
212392,6,923,80782
212399,12,127,9062
213111,19,74,4081
213112,38,101,5928
213115,5,42,2951
221121,3,4,427
221122,407,20085,2540408
221210,47,1191,93868
221330,4,137,11917
238120,226,3940,194831
238220,8475,83603,4252080
238910,1664,24432,1269438
311514,4,59,3326
313210,7,23,2223
221310,248,2493,158145
221320,31,577,28251
237120,56,1167,79746
236115,4101,17432,963408
236116,293,4309,395327
237130,418,11755,774349
236117,672,12244,1258789
236118,8400,25488,1076851
236210,281,4486,335043
236220,2678,38096,2511966
237110,720,14370,813745
237210,428,2420,151137
238140,1343,9223,349023
237310,484,20532,1200113
238160,1780,23313,1131967
237990,452,7365,391211
238110,1579,18511,870685
238130,755,4443,170174
238150,567,4992,239338
238170,489,1993,84336
238330,1780,5911,251391
238190,556,3379,150741
238350,3798,13725,554837
238210,5757,66069,3377506
238290,551,7100,530693
238990,3729,21806,1040700
238310,1696,13817,674862
238320,4000,17313,646580
311111,17,95,3869
311119,28,413,20198
311314,11,1916,135945
238340,1626,6226,239983
311351,14,181,4025
238390,692,4063,171695
311421,33,2617,168424
311813,12,506,24524
311821,15,315,5994
311824,14,84,3077
311830,8,728,27477
311211,7,298,12632
311221,3,23,2319
311224,4,51,1774
311340,20,333,6978
311920,35,583,30758
311930,9,623,48753
311352,35,744,15107
311941,16,331,16026
311942,25,472,30379
311991,37,2106,67171
311411,17,994,58934
311412,19,563,21101
311423,7,252,10901
311511,12,1466,83222
311513,5,20,584
311520,38,598,20172
312111,35,6316,331905
312112,19,919,48892
311611,20,390,14344
311612,28,1138,45094
311615,4,1785,55127
311710,23,2017,92239
311811,369,3268,78109
311812,156,5580,227387
311911,4,101,4293
311919,13,784,36373
311999,36,246,9277
312113,29,276,12566
312120,184,3119,116348
312130,37,367,10632
