Naics,Establishments,Employees,Payroll
1131,44,214,8902
1132,13,63,2303
1133,462,3781,162374
1141,6,8,246
1142,29,190,6740
2131,32,685,44515
2211,444,21072,2056847
3111,60,1613,81394
3113,37,2761,146738
1151,158,1971,88316
1152,102,293,7399
2212,46,2507,241920
1153,136,843,47677
2123,138,4478,303961
2361,4279,16494,1087913
2213,104,1080,55171
2371,671,18513,1230053
2373,224,12586,803119
2362,1414,21484,1686503
2381,2240,21518,1138304
2372,184,664,48890
2379,115,1797,110269
2382,5282,60434,3412359
2383,2724,18614,902351
3112,33,2677,97736
2389,1690,18333,926294
3114,30,1264,50855
3115,21,699,47009
3116,114,40741,1361396
3133,42,2781,121601
3117,6,618,24905
3118,259,12530,550248
3119,81,9154,429908
3121,116,4515,287082
3152,74,1116,24459
3131,44,6123,240944
3132,45,4605,200143
3141,182,19829,907524
3149,140,4800,220346
3159,9,92,3018
3161,8,44,2167
3162,5,212,9365
3169,11,96,1979
3219,317,8463,324615
3221,30,7545,662781
3222,119,7938,489916
3211,125,5406,267872
3212,52,3036,149461
3231,731,13076,591313
3241,105,1275,69840
3251,87,3384,271894
3252,65,4936,282146
3253,37,1532,84020
3256,72,3112,170883
3259,85,4498,266898
3254,50,4233,449822
3255,78,2322,160160
3261,299,23764,1128671
3262,72,6794,347266
3271,29,1555,72122
3272,32,3401,178463
3273,297,5817,284982
3274,8,413,29782
3279,163,4970,267451
3311,6,393,28676
3312,9,469,24532
3313,14,2256,126959
3314,18,448,21359
3315,18,1230,48467
3321,37,1767,92494
3322,22,331,13980
3323,401,13505,658236
3326,19,747,30289
3327,444,5213,262520
3324,25,2387,107576
3325,10,1083,52238
3328,78,1444,69188
3329,117,4550,223350
3331,59,8575,420720
3332,99,2494,162246
3334,54,6761,364210
3339,126,5006,292050
3333,33,1023,63584
3335,67,716,38769
3336,13,1377,85705
3341,22,500,28693
3342,27,1594,184767
3343,6,176,6266
3344,41,1340,60367
3345,68,3549,263702
3346,11,84,5581
3351,12,269,12080
3352,12,2304,86397
3353,47,4124,234162
3359,50,5879,308257
3361,11,5036,298174
3363,112,14313,717191
3365,9,592,37611
3362,64,4368,173765
3364,50,18161,1898210
3366,17,2804,120915
3369,21,3989,262136
3391,292,6407,381847
3371,298,4519,164447
3372,123,4732,223181
3379,22,1257,55212
3399,420,7365,396678
4233,638,11145,662044
4231,775,12946,802278
4232,607,11021,591655
4234,1162,23262,1959587
4235,268,4272,284403
4236,899,15010,1482058
4237,608,8218,590121
4239,885,9604,483584
4238,1927,29499,2147386
4241,323,4597,313409
