Naics,Establishments,Employees,Payroll
1133,14,36,1567
1152,29,255,9128
1151,218,1499,97698
2123,84,695,38816
2211,136,5400,555161
2213,6,83,5769
2382,2051,23542,1415543
2383,1142,6679,313791
2381,1462,8953,497870
2373,100,2163,223383
2372,10,18,2478
2362,501,8389,538604
2379,51,200,11616
2389,1040,6473,424043
2361,1944,5881,249281
2371,171,2121,159339
3111,56,1584,93320
3116,73,19425,866948
3118,24,283,6148
3121,44,841,32833
3152,3,18,512
3115,3,2223,126960
3114,4,228,10962
3112,23,4016,304238
3119,27,1986,116806
3149,15,113,3906
3113,8,65,897
3251,19,1104,72493
3273,164,2468,143269
3222,16,1071,53118
3274,4,409,32525
3259,9,608,28868
3279,18,144,6689
3219,52,5572,269842
3255,6,398,19685
3253,9,954,83375
3254,17,1272,88123
3261,75,6454,303199
3231,252,5327,247179
3262,5,2436,144174
3212,3,352,20756
3331,48,11596,741885
3313,3,2553,266659
3323,97,3915,197475
3324,3,160,9370
3328,39,721,31615
3333,7,584,25577
3353,3,67,1992
3321,12,786,43125
3315,11,933,51432
3371,50,1208,46030
3332,6,187,11629
3327,160,4170,201334
3391,48,605,25257
3335,46,1207,65843
3362,16,1215,56374
3363,22,1464,66266
3345,17,9048,1048235
3372,22,3335,136427
3329,33,1764,92701
3339,54,3664,266050
3399,80,1286,69451
3326,3,4,158
3334,3,64,3095
4243,10,77,3439
4248,23,1169,63529
4246,70,910,70367
4242,36,497,29277
4245,637,6592,361480
4232,59,921,44238
4244,205,6623,352547
4237,163,2047,124440
4236,187,3059,225663
4233,143,2381,115797
4238,930,12970,797719
4235,41,966,65676
4239,169,2331,114412
4249,716,10289,621660
4231,214,4354,222363
4241,43,457,31989
4247,61,801,41405
4234,239,2405,151915
4251,278,2072,94434
4411,651,15064,708911
4413,735,5948,194881
4453,83,270,5737
4441,842,13190,392417
4481,758,8852,136347
4431,296,2560,72731
4421,184,1807,66848
4471,1744,23740,437353
4451,616,35549,750173
4461,739,8452,277341
4422,249,1702,56146
4483,131,934,31864
4442,260,1763,58146
4412,167,1868,79761
4482,172,1432,20910
4452,106,810,15242
4512,40,510,6551
4522,64,5048,72439
4543,333,1386,47752
4541,232,3217,119241
4531,92,462,5327
4523,528,24453,627662
4532,193,1252,18930
4539,347,2033,49235
4511,386,5432,114702
4533,223,2352,44275
4542,25,194,5880
4855,4,65,1614
4885,121,1914,102140
4841,1460,29962,1366882
4812,3,41,2193
4859,16,243,4712
4811,9,497,10887
4854,4,161,2993
4842,1369,7748,370964
4881,16,124,4011
4882,4,60,2594
4884,80,851,37614
4883,6,56,3772
4853,21,144,3002
4921,77,3565,152895
4922,17,134,3903
4931,162,6079,247668
5182,88,6188,386414
5121,87,946,18885
5111,223,5708,335695
5191,48,290,36721
5179,13,225,11098
5151,76,1593,78436
5112,72,3307,328512
5122,3,16,280
5173,647,8549,484253
5223,144,2147,161594
5242,2246,12514,771689
5221,1749,31556,1928461
5241,601,31183,2811796
5222,220,8056,653955
5239,717,2471,282809
5231,279,2155,228981
5313,560,2923,135096
5321,131,1601,67133
5324,74,959,58329
5322,123,889,23215
5323,17,82,4115
5331,3,1,166
5311,1125,4876,175102
5312,908,1961,93934
5412,1098,8714,454120
5418,237,2695,162353
5413,635,8537,586556
5415,720,9495,687770
5411,1530,7276,462239
5416,943,7729,428127
5419,753,5121,186681
5417,94,1743,183366
5414,151,556,26284
5511,442,25054,1848096
5614,197,10901,448594
5613,365,17121,599086
5612,17,127,7574
5616,116,3647,120473
5611,187,2647,173191
5619,179,1995,61694
5629,85,1021,45495
5617,1986,16204,460207
5615,71,710,33444
5621,138,1357,61516
5622,11,92,3943
6114,34,121,8594
6113,28,11007,309966
6117,52,1669,132587
6111,138,4556,109253
6116,303,2855,43112
6115,38,367,14112
6244,820,11796,191000
6242,171,1702,47314
6233,165,12528,320865
6221,25,34153,2131427
6216,192,7142,287629
6241,876,16256,380387
6215,61,1276,74893
6231,320,21595,601634
6212,1000,7820,445379
6213,2056,9868,405037
6211,1106,19988,1930308
6219,93,2309,86646
6239,24,913,26974
6214,318,7039,353479
6232,592,12613,333048
6243,42,1625,35550
7131,19,291,12376
7132,3,59,3474
7115,86,124,4029
7121,75,780,19801
7139,947,13246,188918
7111,33,339,7667
7113,31,582,12926
7112,25,311,13025
7224,863,5499,67548
7212,27,166,4537
7225,5177,92791,1354694
7213,41,130,2160
7223,280,3759,78028
7211,757,21076,484766
8111,2076,10304,364265
8139,641,4010,185683
8134,293,1610,30671
8113,375,2012,101601
8122,379,1792,58912
8123,129,1370,41983
8112,52,194,9585
8132,158,1530,81817
8129,261,1713,33398
8114,89,248,7631
8121,1139,5471,125449
8131,2969,19328,358981
8133,106,578,21322
