Naics,Establishments,Employees,Payroll,fips
2131,3,1,112,30017
2361,13,35,1129,30017
2371,3,13,1208,30017
2381,8,24,496,30017
2382,7,30,1756,30017
2389,7,23,1578,30017
3116,3,17,468,30017
4238,4,26,1422,30017
4249,4,11,415,30017
4251,3,41,608,30017
4411,4,89,4482,30017
4413,4,35,1127,30017
4431,3,11,332,30017
4441,6,85,3780,30017
4471,6,105,2003,30017
4841,6,19,747,30017
4842,13,68,2851,30017
4921,4,40,2504,30017
5173,5,26,1934,30017
5221,6,192,13244,30017
5239,5,11,755,30017
5242,12,48,2384,30017
5311,8,19,248,30017
5312,4,8,366,30017
5322,3,8,306,30017
5411,4,18,861,30017
5412,10,35,1114,30017
5416,10,8,382,30017
5617,9,38,564,30017
6211,5,81,5800,30017
6213,9,25,844,30017
6212,5,44,2053,30017
6232,6,115,2575,30017
6214,6,162,8265,30017
6233,3,21,458,30017
6241,6,60,1206,30017
6244,7,27,464,30017
7121,3,5,101,30017
7132,11,74,1326,30017
7139,6,45,465,30017
7211,8,68,1386,30017
7223,3,2,81,30017
7224,6,64,977,30017
7225,25,448,7053,30017
8111,9,58,2566,30017
8113,4,11,407,30017
8131,8,71,1176,30017
2211,3,187,15830,30041
2213,3,5,70,30041
2361,12,22,1142,30041
2362,3,33,2612,30041
2371,5,28,2046,30041
2381,3,4,264,30041
2382,15,53,2679,30041
2383,8,15,546,30041
2389,12,69,4943,30041
3121,4,21,125,30041
3273,3,4,154,30041
4238,4,93,4981,30041
4245,5,18,875,30041
4249,6,33,1914,30041
4411,3,127,6051,30041
4413,6,56,1602,30041
4422,3,6,177,30041
4431,4,29,748,30041
4441,4,19,955,30041
4442,3,62,1693,30041
4451,3,115,3321,30041
4461,4,14,434,30041
4471,11,114,2545,30041
4481,7,23,245,30041
4511,4,26,631,30041
4543,3,12,557,30041
4841,9,34,1915,30041
4842,4,3,266,30041
4921,5,62,2438,30041
5173,3,13,572,30041
5221,8,135,7617,30041
5222,6,32,1789,30041
5239,7,22,1300,30041
5242,16,45,2228,30041
5311,10,54,924,30041
5312,6,8,220,30041
5313,6,3,181,30041
5324,3,4,321,30041
5411,6,27,1267,30041
5412,7,51,2013,30041
5419,4,18,594,30041
5413,4,36,2341,30041
5617,11,43,1028,30041
6212,5,29,1648,30041
6211,5,7,360,30041
6213,8,38,1097,30041
6214,5,207,10893,30041
6232,7,110,2288,30041
6241,9,151,3242,30041
6244,10,48,1136,30041
7132,5,33,718,30041
7139,13,26,587,30041
7211,8,160,2894,30041
7224,13,76,804,30041
7225,30,456,6405,30041
8111,14,70,2394,30041
8113,3,4,107,30041
8131,10,32,405,30041
8132,4,6,238,30041
8134,3,27,481,30041
8139,3,10,66,30041
1151,6,28,1815,30015
2382,3,3,159,30015
4245,6,45,2994,30015
4249,6,36,1366,30015
2361,3,6,232,30015
4451,3,42,702,30015
4461,3,15,673,30015
4471,4,15,523,30015
5221,5,28,1206,30015
5242,12,28,1406,30015
5312,3,0,57,30015
5416,3,0,69,30015
7139,6,10,278,30015
7224,5,19,138,30015
7225,6,40,382,30015
8131,4,15,126,30015
1133,3,10,721,30067
1152,6,7,193,30067
2211,4,24,2538,30067
2361,47,101,4316,30067
2362,4,7,229,30067
2381,17,62,2762,30067
2382,30,175,9564,30067
2383,20,27,1122,30067
2389,12,19,1450,30067
3399,4,8,295,30067
4251,4,8,254,30067
4411,4,19,721,30067
4441,3,12,156,30019
4442,3,38,2764,30019
5242,4,14,677,30019
2211,3,6,588,30043
2361,28,62,2081,30043
2371,4,11,445,30043
2381,16,38,1853,30043
2382,21,69,3967,30043
2211,3,23,1852,30001
2361,16,42,1015,30001
2381,6,15,506,30001
2382,12,41,1493,30001
2383,10,11,286,30001
2389,11,45,1998,30001
3116,4,14,475,30001
4238,5,28,1214,30001
4245,3,108,1297,30001
4249,4,7,706,30001
4413,5,42,1181,30067
1151,4,5,187,30019
5419,3,3,141,30019
2383,9,12,333,30043
2131,4,11,605,30065
2361,4,5,215,30065
2382,3,18,712,30065
4471,3,16,627,30065
4841,3,3,178,30065
5173,3,7,634,30065
5617,3,23,377,30065
5419,3,11,177,30065
6233,3,37,796,30065
7225,3,27,390,30065
8111,4,19,462,30065
8131,4,8,138,30065
4422,5,11,321,30067
4441,8,63,2700,30067
4451,5,190,8039,30067
4461,4,36,964,30067
4471,7,82,2048,30067
4481,3,6,65,30067
4511,7,20,707,30067
