	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
9	55	999	Statewide	21	Oil and gas extraction	55	2111	8.0	2.7777777777777777
27	55	999	Statewide	31	Apparel knitting mills	55	3151	6.0	3.0
45	55	999	Statewide	31	Tobacco manufacturing	55	3122	5.0	2.0
93	55	999	Statewide	33	Motor vehicle manufacturing	55	3361	15.0	5.0
