Zip Code,naics,Establishments,Employees,Payroll,IND Level
23188,48-49,11,001,0,2
23188,48-49,7,210,0,2
23188,51,13,001,0,2
23188,51,4,210,0,2
23188,51,4,220,0,2
23188,52,84,001,0,2
23188,52,55,210,0,2
23188,52,20,220,0,2
23188,52,8,230,0,2
23188,53,57,001,0,2
23188,53,38,210,0,2
23188,53,11,220,0,2
23188,53,7,230,0,2
23188,54,125,001,0,2
23188,54,89,210,0,2
23188,54,11,220,0,2
23188,54,15,230,0,2
23188,54,7,241,0,2
23188,54,3,242,0,2
23188,56,82,001,0,2
23188,56,46,210,0,2
23188,56,15,220,0,2
23188,56,9,230,0,2
23188,56,8,241,0,2
23188,61,17,001,0,2
23188,61,6,210,0,2
23188,61,5,220,0,2
23188,61,3,230,0,2
23188,61,3,241,0,2
23188,00,1176,001,621724,2
23188,00,564,210,0,2
23188,00,236,220,0,2
23188,00,187,230,0,2
23188,00,125,241,0,2
23188,00,39,242,0,2
23188,00,19,251,0,2
23188,00,3,252,0,2
23188,00,3,254,0,2
23188,23,99,001,0,2
23188,23,60,210,0,2
23188,23,19,220,0,2
23188,23,9,230,0,2
23188,23,6,241,0,2
23188,23,3,242,0,2
23188,62,120,001,0,2
23188,62,50,210,0,2
23188,62,21,220,0,2
23188,62,20,230,0,2
23188,62,23,241,0,2
23188,62,3,251,0,2
23188,31-33,14,001,0,2
23188,31-33,5,210,0,2
23188,31-33,7,220,0,2
23188,42,21,001,0,2
23188,42,15,210,0,2
23188,42,4,220,0,2
23188,71,30,001,0,2
23188,71,13,210,0,2
23188,71,4,220,0,2
23188,71,6,241,0,2
23188,71,3,242,0,2
23188,44-45,69,210,0,2
23188,44-45,253,001,0,2
23188,44-45,63,220,0,2
23188,44-45,70,230,0,2
23188,44-45,31,241,0,2
23188,44-45,12,242,0,2
23188,44-45,7,251,0,2
23188,72,126,001,0,2
23188,72,30,210,0,2
23188,72,22,220,0,2
23188,72,27,230,0,2
23188,72,31,241,0,2
23188,72,11,242,0,2
23188,72,4,251,0,2
23188,81,118,001,0,2
23188,81,71,210,0,2
23188,81,28,220,0,2
23188,81,12,230,0,2
23188,81,5,241,0,2
