Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,81,671,214,4328,1685,786,2652,2354,4664,213,1901,558,5140,714,4409,4127,19
2018,77,644,214,4359,1637,802,2585,2380,4567,206,1866,582,5143,706,4439,4107,26
2019,80,634,212,4347,1632,815,2555,2387,4547,200,1884,573,5146,731,4448,4107,34
2020,82,599,208,4385,1595,809,2544,2395,4528,202,1903,559,5180,704,4424,4092,54
2021,89,573,214,4436,1576,785,2535,2432,4558,193,1993,553,5313,710,4415,4160,44
