Naics,Establishments,Employees,Payroll,fips
11,12,17,514,24047
23,222,966,42463,24047
42,55,224,10525,24047
51,35,193,9188,24047
52,93,560,26986,24047
53,177,558,22658,24047
54,156,634,34336,24047
56,92,520,25277,24047
61,11,145,4752,24047
62,155,2617,120256,24047
71,69,928,34050,24047
72,453,6476,214741,24047
81,198,1129,31919,24047
22,39,3286,490306,24510
23,596,8274,526415,24510
42,495,7271,506733,24510
51,249,4299,359744,24510
52,595,16555,2614833,24510
53,751,5403,341253,24510
54,1602,20465,1958523,24510
55,85,11890,949583,24510
56,542,16208,588175,24510
61,220,40346,2630526,24510
62,1510,76672,4575315,24510
71,207,7861,383138,24510
72,1546,25184,583696,24510
81,1432,13189,501813,24510
99,24,11,807,24510
11,6,28,964,24011
23,118,701,30094,24011
11,9,7,285,24039
22,3,3,435,24039
23,53,321,13175,24039
42,26,160,7509,24011
42,11,549,40971,24039
51,6,7,316,24039
52,13,80,3020,24039
51,8,57,3056,24011
52,25,157,8085,24011
53,18,56,2548,24011
54,41,230,8741,24011
53,13,27,536,24039
54,19,98,4763,24039
56,13,51,1915,24039
61,4,44,1217,24039
62,43,1347,44729,24039
71,5,23,370,24039
72,29,376,4863,24039
81,52,214,5031,24039
55,3,159,14538,24011
56,45,293,14522,24011
61,8,574,18528,24011
62,51,867,30739,24011
71,6,55,565,24011
72,38,437,7195,24011
81,75,351,12099,24011
11,7,31,1159,24041
23,178,1022,51272,24041
42,62,682,35141,24041
11,7,31,979,24025
21,3,110,7534,24025
22,11,143,15908,24025
23,780,5114,279816,24025
51,19,363,13581,24041
42,201,3082,182686,24025
52,73,544,47312,24041
53,69,185,9128,24041
54,139,1126,68421,24041
55,7,350,21468,24041
56,87,1718,63122,24041
61,14,291,11116,24041
62,183,3983,199163,24041
71,34,520,12434,24041
72,140,2559,54560,24041
81,162,921,29233,24041
99,4,11,202,24041
21,3,35,1576,24001
22,6,147,14786,24001
23,109,1062,50176,24001
51,73,643,44322,24025
42,53,620,25004,24001
52,291,1836,121423,24025
53,249,879,39680,24025
54,775,8649,732755,24025
51,36,1008,29632,24001
52,100,838,45978,24001
55,31,814,64680,24025
56,354,3387,137078,24025
53,57,187,7099,24001
54,87,554,26590,24001
61,82,951,26097,24025
56,48,1416,52646,24001
61,12,172,4933,24001
62,235,5793,247602,24001
62,607,12068,569347,24025
71,18,195,2087,24001
72,182,3528,58803,24001
81,223,1166,27591,24001
71,87,1378,23431,24025
72,417,8958,150946,24025
11,9,263,14390,24027
21,3,136,14867,24027
22,6,130,16995,24027
23,840,10695,756826,24027
11,3,21,1034,24033
21,3,51,3024,24033
22,12,528,57546,24033
23,1673,32140,2207381,24033
81,571,3897,125164,24025
99,5,4,55,24025
42,573,11786,706436,24033
42,565,16084,1241958,24027
11,12,35,897,24003
21,3,16,1156,24003
22,24,557,72783,24003
23,1617,18264,1135229,24003
42,579,10390,680130,24003
51,255,6006,481233,24033
52,602,5490,383969,24033
53,762,9175,494818,24033
54,1821,30034,2565543,24033
51,262,4534,391709,24003
52,774,6559,518544,24003
55,88,2440,250851,24033
56,947,23870,892730,24033
53,643,4167,233883,24003
61,218,4024,146666,24033
54,2315,35242,3973168,24003
62,2017,34246,1639711,24033
55,101,5221,380747,24003
56,905,21009,950551,24003
71,157,3745,81446,24033
61,185,3501,127186,24003
72,1447,35501,814298,24033
81,1749,14730,597372,24033
62,1449,28687,1474822,24003
99,19,5,458,24033
71,274,4352,105751,24003
72,1286,32948,717667,24003
81,1399,11559,449156,24003
11,15,31,755,24005
21,8,443,26903,24005
22,36,1641,185784,24005
23,1880,23770,1587510,24005
51,172,6089,632385,24027
52,559,7675,725870,24027
42,798,12953,922546,24005
53,427,3335,238504,24027
54,2194,39960,4056964,24027
55,111,5582,688674,24027
56,557,12856,632704,24027
61,203,4422,171026,24027
62,1085,18713,1028283,24027
71,165,3657,101930,24027
51,311,6548,449436,24005
72,636,13319,264393,24027
81,737,7034,288687,24027
52,1385,22271,1974052,24005
99,8,8,260,24027
53,1000,8284,519959,24005
11,13,27,838,24021
21,3,136,7133,24021
22,9,165,28189,24021
23,884,9132,553171,24021
54,2700,28151,2231519,24005
42,271,2979,193487,24021
55,148,9264,945872,24005
56,1283,26260,1036840,24005
99,16,9,269,24003
22,9,1150,155605,24009
23,302,2133,124898,24009
61,278,9184,289322,24005
62,2760,62144,2934626,24005
42,37,316,19145,24009
51,19,340,25230,24009
52,75,328,22129,24009
53,86,259,11507,24009
54,218,1703,108007,24009
71,304,5902,318586,24005
55,7,56,3226,24009
56,97,548,19910,24009
61,21,214,5635,24009
