,fips,relevant_naics,estab,emp,payann
2,26,1142,4,7,336
4,26,1133,287,1540,66528
6,26,1152,88,775,30173
8,26,1151,43,541,25885
10,26,1153,17,60,2452
12,26,2122,6,967,99178
14,26,2123,73,671,52837
16,26,2111,43,505,43542
18,26,2131,80,940,64578
20,26,2211,213,18186,2233639
22,26,2212,32,1446,145521
24,26,2213,41,312,21715
26,26,2382,4598,51380,3382752
28,26,2383,2878,17810,904297
30,26,2381,2479,17892,1130089
32,26,2373,206,3372,443301
34,26,2372,62,204,11569
36,26,2362,1215,17813,1284480
38,26,2379,104,937,75190
40,26,2389,2238,13439,1004781
42,26,2361,5161,18431,907469
44,26,2371,469,10861,897875
46,26,3111,19,353,19741
48,26,3116,48,5241,222966
50,26,3159,14,94,2840
52,26,3118,305,5943,198184
54,26,3121,244,6774,294969
56,26,3152,8,37,871
58,26,3115,24,2533,149065
60,26,3132,3,82,3027
62,26,3114,56,3899,166174
64,26,3112,6,1528,116466
66,26,3119,92,4885,219811
68,26,3149,80,669,28915
70,26,3113,36,1381,70165
72,26,3141,27,324,14364
74,26,3122,4,6,85
76,26,3251,43,3378,256890
78,26,3273,209,3101,225644
80,26,3271,10,237,12359
82,26,3222,99,7309,356919
84,26,3272,24,7058,389877
86,26,3274,3,154,12005
88,26,3259,42,1913,120699
90,26,3279,67,2066,160379
92,26,3219,254,5002,218130
94,26,3255,55,3518,267802
96,26,3241,23,980,82899
98,26,3254,38,4846,399219
100,26,3261,515,46402,2112022
102,26,3231,760,13296,618521
104,26,3221,3,220,16469
106,26,3252,43,2849,253775
108,26,3262,54,3225,195276
110,26,3211,59,826,29883
112,26,3256,32,2014,148814
114,26,3212,5,286,22943
116,26,3364,29,7199,228426
118,26,3331,22,1530,85184
120,26,3313,13,1512,72190
122,26,3323,428,9304,495802
124,26,3343,13,127,9941
126,26,3324,8,267,14808
128,26,3328,404,13569,631901
130,26,3333,51,1682,114472
132,26,3342,16,278,17364
134,26,3341,14,148,12888
136,26,3322,44,795,54698
138,26,3351,24,417,24442
140,26,3353,55,1515,92781
142,26,3336,30,4165,345310
144,26,3321,106,6187,339933
146,26,3315,96,8277,454507
148,26,3325,15,1221,56530
150,26,3371,194,5257,253035
152,26,3332,197,4229,288415
154,26,3311,15,3547,355853
156,26,3327,1353,30639,1668127
158,26,3346,12,98,6938
160,26,3391,263,7821,491308
162,26,3335,1060,32589,2154024
164,26,3362,39,3137,144866
166,26,3361,19,29670,2025646
168,26,3363,662,120455,7433545
170,26,3345,149,8068,623036
172,26,3314,5,41,2273
174,26,3372,110,13460,837184
176,26,3359,88,5171,278717
178,26,3329,330,10221,571022
180,26,3379,6,236,13375
182,26,3339,400,19714,1465453
184,26,3399,644,7130,354882
186,26,3369,25,881,74838
188,26,3344,74,3276,192106
190,26,3366,7,632,32938
192,26,3326,43,1895,94097
194,26,3312,28,1744,113584
196,26,3334,54,3040,177513
198,26,4243,99,2448,143822
200,26,4248,65,3899,196839
202,26,4246,348,5018,349103
204,26,4242,129,3658,299190
206,26,4245,84,1003,56443
208,26,4232,249,3310,189786
210,26,4244,734,21678,1140333
212,26,4237,567,7996,551235
214,26,4236,634,10302,903962
216,26,4233,384,6462,409831
218,26,4238,1784,27808,2053374
220,26,4235,295,6939,493359
222,26,4239,657,6453,371337
224,26,4249,628,8201,446236
226,26,4231,1016,32628,2633998
228,26,4241,183,2177,140780
230,26,4247,123,2044,139880
232,26,4234,760,10841,963469
234,26,4251,1154,8186,492156
236,26,4411,1432,43150,2216570
238,26,4413,1930,16669,546694
240,26,4453,1659,6425,118885
242,26,4441,1941,39485,1186892
244,26,4481,2441,30614,513303
246,26,4431,895,9071,258042
248,26,4421,537,5828,224321
250,26,4471,3560,26209,531881
252,26,4451,2550,61139,1330341
254,26,4461,3517,33903,1179243
256,26,4422,704,7765,180791
258,26,4483,591,3192,109555
260,26,4442,610,4803,164635
262,26,4412,482,5806,271863
264,26,4482,583,5513,89089
266,26,4452,831,5864,111771
268,26,4512,158,1537,29690
270,26,4522,111,12381,219500
272,26,4543,938,5037,205994
274,26,4541,911,7949,339412
276,26,4531,345,2078,36280
278,26,4523,1929,83054,2011943
280,26,4532,725,6121,115831
282,26,4539,1878,9417,266046
284,26,4511,1170,15171,284721
286,26,4533,552,5789,95939
288,26,4542,76,1008,36036
290,26,4855,12,181,5350
292,26,4831,12,219,25151
294,26,4885,452,7221,405822
296,26,4841,3152,33888,1760558
299,26,4812,41,1942,195099
302,26,4889,47,520,23304
304,26,4859,148,1781,42351
306,26,4861,6,58,5607
308,26,4862,10,81,9638
310,26,4871,3,24,225
313,26,4872,11,18,2342
315,26,4811,40,11085,1085214
317,26,4854,33,1634,41042
319,26,4842,1124,12464,698084
321,26,4881,98,3954,158127
323,26,4882,17,424,21663
325,26,4884,339,3067,118520
327,26,4883,16,69,4693
329,26,4853,106,715,24577
331,26,4851,5,122,7377
333,26,4921,205,10724,500562
335,26,4922,61,472,16860
337,26,4931,435,18023,898457
339,26,5152,12,219,33520
341,26,5182,414,10849,877907
343,26,5121,327,4874,102534
345,26,5111,309,6765,393299
347,26,5191,486,3990,369310
349,26,5179,110,1251,73292
351,26,5151,153,4284,314130
353,26,5174,4,104,7426
355,26,5112,253,10618,1414838
357,26,5122,50,183,9001
359,26,5173,1735,23014,1453891
361,26,5223,752,4960,275011
363,26,5242,4338,33001,1924423
365,26,5221,3700,53317,3404920
367,26,5241,640,37222,3229614
369,26,5222,562,23764,1925521
371,26,5239,1906,8139,1019109
373,26,5259,29,58,4461
375,26,5231,593,4260,772251
377,26,5313,2069,20237,986659
379,26,5321,377,3904,167681
381,26,5324,272,2905,215861
383,26,5322,633,3590,111208
385,26,5323,118,530,23015
387,26,5331,61,771,57334
389,26,5311,2664,14315,524731
391,26,5312,2152,6387,329643
393,26,5412,3598,30380,1591416
395,26,5418,821,11819,838453
397,26,5413,2897,75010,7278819
399,26,5415,2783,39867,3397093
401,26,5411,4413,26640,2200436
403,26,5416,3384,37242,2613815
405,26,5419,2513,21204,886512
407,26,5417,317,28728,3377682
409,26,5414,672,4706,359364
411,26,5511,1534,124497,13887352
413,26,5614,743,15154,474776
415,26,5613,1570,83153,3176969
417,26,5612,179,7751,268556
419,26,5616,537,20287,588500
421,26,5611,808,14612,1023081
423,26,5619,541,12150,557113
425,26,5629,309,3315,183491
427,26,5617,5519,51961,1684699
429,26,5615,301,4943,221924
431,26,5621,311,6783,397014
433,26,5622,52,915,59824
435,26,6114,167,1567,115304
437,26,6113,57,16272,475754
439,26,6117,232,1822,56817
441,26,6111,461,27133,924876
443,26,6112,9,575,16681
445,26,6116,1116,9629,161473
447,26,6115,194,2286,79170
449,26,6244,1807,20424,403227
451,26,6242,378,4961,156030
453,26,6233,937,32858,785310
455,26,6221,72,126738,7666524
457,26,6216,1502,39311,1219157
459,26,6241,1887,38498,948226
461,26,6215,321,7010,428494
463,26,6231,475,46118,1447402
465,26,6212,4025,32790,1666410
467,26,6213,4631,32424,1303911
469,26,6211,6648,85896,7333507
471,26,6219,346,10180,426105
473,26,6239,206,3855,113103
475,26,6214,1212,28811,1509098
477,26,6222,11,2381,125765
479,26,6232,2014,26293,646214
481,26,6223,9,3696,178344
483,26,6243,207,10723,236853
485,26,7114,30,558,25525
487,26,7131,85,1799,34721
489,26,7132,7,84,1306
491,26,7115,250,429,17461
493,26,7121,138,4251,126067
495,26,7139,2385,34677,713675
497,26,7111,112,2154,62799
499,26,7113,192,4829,102009
501,26,7112,32,1620,663736
503,26,7224,1321,11976,194623
505,26,7212,280,1463,57905
507,26,7225,16236,315929,5117578
509,26,7213,51,283,4966
511,26,7223,1315,24466,525503
513,26,7211,1450,47116,1289984
515,26,8111,5679,30384,1086928
517,26,8139,1614,13500,605839
519,26,8134,788,6090,108242
521,26,8113,770,6924,385506
523,26,8122,651,5161,181444
525,26,8123,821,7916,234422
527,26,8112,332,3191,175081
529,26,8132,476,4961,308877
531,26,8129,1246,8580,166193
533,26,8114,932,2777,95307
535,26,8121,3084,18705,391173
537,26,8131,5985,49309,1071196
539,26,8133,434,3272,133822
