Zip Code,naics,Establishments,Employees,Payroll,IND Level
30673,2371,3,001,0,4
30673,2389,5,001,0,4
30673,3211,3,001,0,4
30673,4413,3,001,0,4
30673,4441,3,001,0,4
30673,4451,4,001,0,4
30673,4461,3,001,0,4
30673,4471,7,001,0,4
30673,4471,4,220,0,4
30673,4523,4,001,0,4
30673,4841,4,001,0,4
30673,5221,4,001,0,4
30673,5221,3,220,0,4
30673,5222,5,001,0,4
30673,5222,4,210,0,4
30673,5242,4,001,0,4
30673,5242,3,210,0,4
30673,5411,3,001,0,4
30673,5411,3,210,0,4
30673,5412,3,001,0,4
30673,5412,3,210,0,4
30673,5419,4,001,0,4
30673,5419,3,210,0,4
30673,5617,4,001,0,4
30673,6211,4,001,0,4
30673,6211,3,210,0,4
30673,7225,12,001,0,4
30673,7225,5,210,0,4
30673,8111,8,001,0,4
30673,8111,6,210,0,4
30673,8131,8,001,0,4
30673,8131,6,210,0,4
30673,1133,6,001,0,4
30673,1153,3,001,0,4
30673,1153,3,210,0,4
