Zip Code,naics,Establishments,Employees,Payroll,IND Level
53594,00,107,001,105891,2
53594,00,64,210,0,2
53594,00,18,220,0,2
53594,00,9,230,0,2
53594,00,10,241,0,2
53594,00,3,242,0,2
53594,23,12,001,0,2
53594,23,9,210,0,2
53594,31-33,10,001,0,2
53594,31-33,4,210,0,2
53594,42,9,001,0,2
53594,42,7,210,0,2
53594,44-45,9,001,0,2
53594,44-45,3,210,0,2
53594,44-45,3,220,0,2
53594,48-49,9,001,0,2
53594,48-49,5,210,0,2
53594,48-49,3,220,0,2
53594,51,6,001,0,2
53594,51,6,210,0,2
53594,52,5,001,0,2
53594,54,8,001,0,2
53594,54,7,210,0,2
53594,56,8,001,0,2
53594,56,7,210,0,2
53594,62,6,001,0,2
53594,62,3,220,0,2
53594,72,12,001,0,2
53594,72,4,210,0,2
53594,72,5,241,0,2
53594,81,7,001,0,2
53594,81,5,210,0,2
