"GEO_ID","GEO_TTL","COUNTY","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state",
"0400000US29","Missouri",null,"2015","00","Total for all sectors","158191","2442316","109135528","29",
"0400000US29","Missouri",null,"2015","11","Agriculture, forestry, fishing and hunting","279","1653","53094","29",
"0400000US29","Missouri",null,"2015","113","Forestry and logging","86","190","5560","29",
"0400000US29","Missouri",null,"2015","23815","Glass and glazing contractors","94","1178","70798","29",
"0400000US29","Missouri",null,"2015","1131","Timber tract operations","4","6","201","29",
"0400000US29","Missouri",null,"2015","11311","Timber tract operations","4","6","201","29",
"0400000US29","Missouri",null,"2015","113110","Timber tract operations","4","6","201","29",
"0400000US29","Missouri",null,"2015","1132","Forest nurseries and gathering of forest products","3","2","59","29",
"0400000US29","Missouri",null,"2015","11321","Forest nurseries and gathering of forest products","3","2","59","29",
"0400000US29","Missouri",null,"2015","113210","Forest nurseries and gathering of forest products","3","2","59","29",
"0400000US29","Missouri",null,"2015","1133","Logging","79","182","5300","29",
"0400000US29","Missouri",null,"2015","11331","Logging","79","182","5300","29",
"0400000US29","Missouri",null,"2015","113310","Logging","79","182","5300","29",
"0400000US29","Missouri",null,"2015","114","Fishing, hunting and trapping","9","24","291","29",
"0400000US29","Missouri",null,"2015","1142","Hunting and trapping","9","24","291","29",
"0400000US29","Missouri",null,"2015","11421","Hunting and trapping","9","24","291","29",
"0400000US29","Missouri",null,"2015","114210","Hunting and trapping","9","24","291","29",
"0400000US29","Missouri",null,"2015","115","Support activities for agriculture and forestry","184","1439","47243","29",
"0400000US29","Missouri",null,"2015","1151","Support activities for crop production","93","889","31906","29",
"0400000US29","Missouri",null,"2015","11511","Support activities for crop production","93","889","31906","29",
"0400000US29","Missouri",null,"2015","115111","Cotton ginning","11","70","3941","29",
"0400000US29","Missouri",null,"2015","115112","Soil preparation, planting, and cultivating","52","206","9206","29",
"0400000US29","Missouri",null,"2015","115113","Crop harvesting, primarily by machine","3","8","514","29",
"0400000US29","Missouri",null,"2015","115114","Postharvest crop activities (except cotton ginning)","13","566","16879","29",
"0400000US29","Missouri",null,"2015","115115","Farm labor contractors and crew leaders","6","28","785","29",
"0400000US29","Missouri",null,"2015","115116","Farm management services","8","11","581","29",
"0400000US29","Missouri",null,"2015","1152","Support activities for animal production","80","503","13990","29",
"0400000US29","Missouri",null,"2015","11521","Support activities for animal production","80","503","13990","29",
"0400000US29","Missouri",null,"2015","115210","Support activities for animal production","80","503","13990","29",
"0400000US29","Missouri",null,"2015","1153","Support activities for forestry","11","47","1347","29",
"0400000US29","Missouri",null,"2015","11531","Support activities for forestry","11","47","1347","29",
"0400000US29","Missouri",null,"2015","115310","Support activities for forestry","11","47","1347","29",
"0400000US29","Missouri",null,"2015","21","Mining, quarrying, and oil and gas extraction","265","3682","215420","29",
"0400000US29","Missouri",null,"2015","211","Oil and gas extraction","16","190","22414","29",
"0400000US29","Missouri",null,"2015","2111","Oil and gas extraction","16","190","22414","29",
"0400000US29","Missouri",null,"2015","21111","Oil and gas extraction","16","190","22414","29",
"0400000US29","Missouri",null,"2015","211111","Crude petroleum and natural gas extraction","13","49","2522","29",
"0400000US29","Missouri",null,"2015","211112","Natural gas liquid extraction","3","0","0","29",
"0400000US29","Missouri",null,"2015","212","Mining (except oil and gas)","224","3219","182366","29",
"0400000US29","Missouri",null,"2015","2121","Coal mining","2","0","0","29",
"0400000US29","Missouri",null,"2015","21211","Coal mining","2","0","0","29",
"0400000US29","Missouri",null,"2015","212111","Bituminous coal and lignite surface mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","212113","Anthracite mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","2122","Metal ore mining","8","0","0","29",
"0400000US29","Missouri",null,"2015","21221","Iron ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","212210","Iron ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","21222","Gold ore and silver ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","212221","Gold ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","21223","Copper, nickel, lead, and zinc mining","5","0","0","29",
"0400000US29","Missouri",null,"2015","212231","Lead ore and zinc ore mining","5","0","0","29",
"0400000US29","Missouri",null,"2015","21229","Other metal ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","212299","All other metal ore mining","1","0","0","29",
"0400000US29","Missouri",null,"2015","2123","Nonmetallic mineral mining and quarrying","214","2464","132234","29",
"0400000US29","Missouri",null,"2015","21231","Stone mining and quarrying","176","1924","101427","29",
