"GEO_ID","NAME","COUNTY","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"0400000US38","North Dakota",null,"2019","00","Total for all sectors","24654","353333","18291999","38",
"0400000US38","North Dakota",null,"2019","11","Agriculture, forestry, fishing and hunting","113","394","22436","38",
"0400000US38","North Dakota",null,"2019","113","Forestry and logging","3","5","196","38",
"0400000US38","North Dakota",null,"2019","115","Support activities for agriculture and forestry","108","385","22166","38",
"0400000US38","North Dakota",null,"2019","1151","Support activities for crop production","99","359","21839","38",
"0400000US38","North Dakota",null,"2019","11511","Support activities for crop production","99","359","21839","38",
"0400000US38","North Dakota",null,"2019","115112","Soil preparation, planting, and cultivating","55","140","10013","38",
"0400000US38","North Dakota",null,"2019","115113","Crop harvesting, primarily by machine","9","5","272","38",
"0400000US38","North Dakota",null,"2019","115114","Postharvest crop activities (except cotton ginning)","27","192","10527","38",
"0400000US38","North Dakota",null,"2019","115116","Farm management services","7","20","1014","38",
"0400000US38","North Dakota",null,"2019","1152","Support activities for animal production","9","26","327","38",
"0400000US38","North Dakota",null,"2019","11521","Support activities for animal production","9","26","327","38",
"0400000US38","North Dakota",null,"2019","115210","Support activities for animal production","9","26","327","38",
"0400000US38","North Dakota",null,"2019","21","Mining, quarrying, and oil and gas extraction","536","18807","1950197","38",
"0400000US38","North Dakota",null,"2019","211","Oil and gas extraction","71","2953","440871","38",
"0400000US38","North Dakota",null,"2019","21211","Coal mining","8","1283","153275","38",
"0400000US38","North Dakota",null,"2019","2111","Oil and gas extraction","71","2953","440871","38",
"0400000US38","North Dakota",null,"2019","21112","Crude petroleum extraction","58","2194","318598","38",
"0400000US38","North Dakota",null,"2019","211120","Crude petroleum extraction","58","2194","318598","38",
"0400000US38","North Dakota",null,"2019","21113","Natural gas extraction","13","759","122273","38",
"0400000US38","North Dakota",null,"2019","211130","Natural gas extraction","13","759","122273","38",
"0400000US38","North Dakota",null,"2019","212","Mining (except oil and gas)","39","1781","189815","38",
"0400000US38","North Dakota",null,"2019","2121","Coal mining","8","1283","153275","38",
"0400000US38","North Dakota",null,"2019","212111","Bituminous coal and lignite surface mining","8","1283","153275","38",
"0400000US38","North Dakota",null,"2019","2123","Nonmetallic mineral mining and quarrying","30","498","36460","38",
