"GEO_ID","GEO_TTL","COUNTY","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state",
"0400000US12","Florida",null,"2013","00","Total for all sectors","510389","7134644","294142009","12",
"0400000US12","Florida",null,"2013","11","Agriculture, forestry, fishing and hunting","986","9182","273816","12",
"0400000US12","Florida",null,"2013","113","Forestry and logging","262","2281","97428","12",
"0400000US12","Florida",null,"2013","23811","Poured concrete foundation and structure contractors","1017","10324","358834","12",
"0400000US12","Florida",null,"2013","1131","Timber tract operations","31","0","0","12",
"0400000US12","Florida",null,"2013","11311","Timber tract operations","31","0","0","12",
"0400000US12","Florida",null,"2013","113110","Timber tract operations","31","0","0","12",
"0400000US12","Florida",null,"2013","1132","Forest nurseries and gathering of forest products","18","315","8229","12",
"0400000US12","Florida",null,"2013","11321","Forest nurseries and gathering of forest products","18","315","8229","12",
"0400000US12","Florida",null,"2013","113210","Forest nurseries and gathering of forest products","18","315","8229","12",
"0400000US12","Florida",null,"2013","1133","Logging","213","1706","72390","12",
"0400000US12","Florida",null,"2013","11331","Logging","213","1706","72390","12",
"0400000US12","Florida",null,"2013","113310","Logging","213","1706","72390","12",
"0400000US12","Florida",null,"2013","114","Fishing, hunting and trapping","151","275","8057","12",
"0400000US12","Florida",null,"2013","1141","Fishing","137","0","6619","12",
"0400000US12","Florida",null,"2013","11411","Fishing","137","0","6619","12",
"0400000US12","Florida",null,"2013","114111","Finfish fishing","70","0","2782","12",
"0400000US12","Florida",null,"2013","114112","Shellfish fishing","43","0","2130","12",
"0400000US12","Florida",null,"2013","114119","Other marine fishing","24","0","0","12",
"0400000US12","Florida",null,"2013","1142","Hunting and trapping","14","0","1438","12",
"0400000US12","Florida",null,"2013","11421","Hunting and trapping","14","0","1438","12",
"0400000US12","Florida",null,"2013","114210","Hunting and trapping","14","0","1438","12",
"0400000US12","Florida",null,"2013","115","Support activities for agriculture and forestry","573","6626","168331","12",
"0400000US12","Florida",null,"2013","1151","Support activities for crop production","238","5557","136029","12",
"0400000US12","Florida",null,"2013","11511","Support activities for crop production","238","5557","136029","12",
"0400000US12","Florida",null,"2013","115111","Cotton ginning","2","0","0","12",
"0400000US12","Florida",null,"2013","115112","Soil preparation, planting, and cultivating","72","628","19211","12",
