"GEO_ID","GEO_TTL","COUNTY","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state",
"0400000US21","Kentucky",null,"2014","00","Total for all sectors","91418","1535417","60162070","21",
"0400000US21","Kentucky",null,"2014","11","Agriculture, forestry, fishing and hunting","224","1362","44372","21",
"0400000US21","Kentucky",null,"2014","113","Forestry and logging","65","207","5125","21",
"0400000US21","Kentucky",null,"2014","23821","Electrical contractors and other wiring installation contractors","770","8270","405547","21",
"0400000US21","Kentucky",null,"2014","1131","Timber tract operations","2","0","0","21",
"0400000US21","Kentucky",null,"2014","11311","Timber tract operations","2","0","0","21",
"0400000US21","Kentucky",null,"2014","113110","Timber tract operations","2","0","0","21",
"0400000US21","Kentucky",null,"2014","1132","Forest nurseries and gathering of forest products","1","0","0","21",
"0400000US21","Kentucky",null,"2014","11321","Forest nurseries and gathering of forest products","1","0","0","21",
"0400000US21","Kentucky",null,"2014","113210","Forest nurseries and gathering of forest products","1","0","0","21",
"0400000US21","Kentucky",null,"2014","1133","Logging","62","204","5040","21",
"0400000US21","Kentucky",null,"2014","11331","Logging","62","204","5040","21",
"0400000US21","Kentucky",null,"2014","113310","Logging","62","204","5040","21",
"0400000US21","Kentucky",null,"2014","114","Fishing, hunting and trapping","3","0","0","21",
"0400000US21","Kentucky",null,"2014","1141","Fishing","1","0","0","21",
"0400000US21","Kentucky",null,"2014","11411","Fishing","1","0","0","21",
"0400000US21","Kentucky",null,"2014","114112","Shellfish fishing","1","0","0","21",
"0400000US21","Kentucky",null,"2014","1142","Hunting and trapping","2","0","0","21",
"0400000US21","Kentucky",null,"2014","11421","Hunting and trapping","2","0","0","21",
"0400000US21","Kentucky",null,"2014","114210","Hunting and trapping","2","0","0","21",
"0400000US21","Kentucky",null,"2014","115","Support activities for agriculture and forestry","156","1143","39118","21",
"0400000US21","Kentucky",null,"2014","1151","Support activities for crop production","17","119","2993","21",
"0400000US21","Kentucky",null,"2014","11511","Support activities for crop production","17","119","2993","21",
"0400000US21","Kentucky",null,"2014","115112","Soil preparation, planting, and cultivating","8","23","915","21",
"0400000US21","Kentucky",null,"2014","115114","Postharvest crop activities (except cotton ginning)","2","0","0","21",
"0400000US21","Kentucky",null,"2014","115115","Farm labor contractors and crew leaders","5","37","692","21",
"0400000US21","Kentucky",null,"2014","115116","Farm management services","2","0","0","21",
"0400000US21","Kentucky",null,"2014","1152","Support activities for animal production","130","1014","35688","21",
"0400000US21","Kentucky",null,"2014","11521","Support activities for animal production","130","1014","35688","21",
"0400000US21","Kentucky",null,"2014","115210","Support activities for animal production","130","1014","35688","21",
"0400000US21","Kentucky",null,"2014","1153","Support activities for forestry","9","10","437","21",
"0400000US21","Kentucky",null,"2014","11531","Support activities for forestry","9","10","437","21",
"0400000US21","Kentucky",null,"2014","115310","Support activities for forestry","9","10","437","21",
"0400000US21","Kentucky",null,"2014","21","Mining, quarrying, and oil and gas extraction","519","15950","1112896","21",
"0400000US21","Kentucky",null,"2014","211","Oil and gas extraction","88","674","57820","21",
"0400000US21","Kentucky",null,"2014","2111","Oil and gas extraction","88","674","57820","21",
"0400000US21","Kentucky",null,"2014","21111","Oil and gas extraction","88","674","57820","21",
"0400000US21","Kentucky",null,"2014","211111","Crude petroleum and natural gas extraction","85","601","50617","21",
"0400000US21","Kentucky",null,"2014","211112","Natural gas liquid extraction","3","0","0","21",
"0400000US21","Kentucky",null,"2014","212","Mining (except oil and gas)","277","13180","947451","21",
"0400000US21","Kentucky",null,"2014","2121","Coal mining","194","11435","857223","21",
"0400000US21","Kentucky",null,"2014","21211","Coal mining","194","11435","857223","21",
"0400000US21","Kentucky",null,"2014","212111","Bituminous coal and lignite surface mining","91","4006","276915","21",
"0400000US21","Kentucky",null,"2014","212112","Bituminous coal underground mining","101","7320","574627","21",
"0400000US21","Kentucky",null,"2014","212113","Anthracite mining","2","0","0","21",
"0400000US21","Kentucky",null,"2014","2122","Metal ore mining","1","0","0","21",
"0400000US21","Kentucky",null,"2014","21222","Gold ore and silver ore mining","1","0","0","21",
"0400000US21","Kentucky",null,"2014","212221","Gold ore mining","1","0","0","21",
"0400000US21","Kentucky",null,"2014","2123","Nonmetallic mineral mining and quarrying","82","1745","90219","21",
"0400000US21","Kentucky",null,"2014","21231","Stone mining and quarrying","72","1513","77150","21",
"0400000US21","Kentucky",null,"2014","212311","Dimension stone mining and quarrying","1","0","0","21",
"0400000US21","Kentucky",null,"2014","212312","Crushed and broken limestone mining and quarrying","71","1512","77149","21",
"0400000US21","Kentucky",null,"2014","21232","Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying","10","232","13069","21",
"0400000US21","Kentucky",null,"2014","212321","Construction sand and gravel mining","6","148","9091","21",
"0400000US21","Kentucky",null,"2014","212322","Industrial sand mining","2","0","0","21",
"0400000US21","Kentucky",null,"2014","212324","Kaolin and ball clay mining","1","0","0","21",
"0400000US21","Kentucky",null,"2014","212325","Clay and ceramic and refractory minerals mining","1","0","0","21",
"0400000US21","Kentucky",null,"2014","213","Support activities for mining","154","2096","107625","21",
