"GEO_ID","NAME","COUNTY","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"0400000US30","Montana",null,"2021","00","Total for all sectors","40716","380268","18435923","30",
"0400000US30","Montana",null,"2021","11","Agriculture, forestry, fishing and hunting","353","1425","94571","30",
"0400000US30","Montana",null,"2021","113","Forestry and logging","151","474","23282","30",
"0400000US30","Montana",null,"2021","1133","Logging","150","467","22942","30",
"0400000US30","Montana",null,"2021","11331","Logging","150","467","22942","30",
"0400000US30","Montana",null,"2021","113310","Logging","150","467","22942","30",
"0400000US30","Montana",null,"2021","114","Fishing, hunting and trapping","15","7","432","30",
"0400000US30","Montana",null,"2021","1141","Fishing","11","4","397","30",
"0400000US30","Montana",null,"2021","11411","Fishing","11","4","397","30",
"0400000US30","Montana",null,"2021","114111","Finfish fishing","9","3","247","30",
"0400000US30","Montana",null,"2021","1142","Hunting and trapping","4","3","35","30",
"0400000US30","Montana",null,"2021","11421","Hunting and trapping","4","3","35","30",
"0400000US30","Montana",null,"2021","114210","Hunting and trapping","4","3","35","30",
"0400000US30","Montana",null,"2021","115","Support activities for agriculture and forestry","187","944","70857","30",
"0400000US30","Montana",null,"2021","1151","Support activities for crop production","71","578","38515","30",
"0400000US30","Montana",null,"2021","11511","Support activities for crop production","71","578","38515","30",
"0400000US30","Montana",null,"2021","115112","Soil preparation, planting, and cultivating","39","65","4557","30",
"0400000US30","Montana",null,"2021","115113","Crop harvesting, primarily by machine","8","8","477","30",
"0400000US30","Montana",null,"2021","115114","Postharvest crop activities (except cotton ginning)","14","466","31675","30",
"0400000US30","Montana",null,"2021","115116","Farm management services","9","39","1776","30",
"0400000US30","Montana",null,"2021","1152","Support activities for animal production","60","162","4207","30",
"0400000US30","Montana",null,"2021","11521","Support activities for animal production","60","162","4207","30",
"0400000US30","Montana",null,"2021","115210","Support activities for animal production","60","162","4207","30",
"0400000US30","Montana",null,"2021","1153","Support activities for forestry","56","204","28135","30",
"0400000US30","Montana",null,"2021","11531","Support activities for forestry","56","204","28135","30",
"0400000US30","Montana",null,"2021","115310","Support activities for forestry","56","204","28135","30",
"0400000US30","Montana",null,"2021","21","Mining, quarrying, and oil and gas extraction","320","5054","513237","30",
"0400000US30","Montana",null,"2021","211","Oil and gas extraction","74","645","74036","30",
