Naics,Establishments,Employees,Payroll,fips
113310,6,46,2219,05099
238220,4,9,352,05099
447110,4,33,634,05099
452319,3,19,323,05099
484121,3,12,747,05099
522110,3,55,2702,05099
524210,6,17,511,05099
531110,3,17,56,05099
621111,3,14,884,05099
722513,3,43,469,05099
722511,4,20,319,05099
811111,4,11,397,05099
813110,5,19,450,05099
115112,4,5,350,05021
236220,5,18,581,05021
237110,4,15,567,05021
238910,11,46,2682,05021
423820,5,63,3629,05021
424910,3,55,2278,05021
441310,3,29,535,05021
444220,6,39,1507,05021
445110,4,121,1799,05021
446110,6,37,1690,05021
447110,8,91,1331,05021
452319,5,27,463,05021
484121,3,19,630,05021
484220,6,14,435,05021
517311,4,6,467,05021
522110,6,58,2628,05021
524210,6,19,483,05021
531110,3,12,74,05021
541110,4,6,46,05021
541690,3,5,302,05021
561730,3,4,185,05021
621210,5,27,843,05021
621340,3,18,568,05021
623110,3,199,4606,05021
624120,4,30,418,05021
624410,4,48,1084,05021
722511,11,82,846,05021
722513,5,140,1654,05021
811310,3,14,496,05021
811111,4,12,389,05021
812220,4,5,85,05021
813110,21,56,724,05021
115112,4,9,853,05037
238210,4,10,285,05037
238220,6,37,1331,05037
238910,3,4,160,05037
423820,4,62,3687,05037
424910,7,83,4031,05037
441310,5,27,593,05037
445110,3,89,1817,05037
445310,3,16,209,05037
446110,3,45,2083,05037
221310,3,4,64,05129
236115,3,5,64,05129
321113,4,58,1074,05129
447110,4,36,549,05129
447190,3,8,160,05129
452319,4,25,395,05129
522110,5,31,1232,05129
531110,3,7,287,05129
621340,3,4,80,05129
722511,7,29,373,05129
722513,4,93,949,05129
447110,11,102,2178,05037
448120,3,8,100,05037
448210,3,8,181,05037
452319,6,31,502,05037
454310,3,10,388,05037
484110,4,11,276,05037
484121,5,16,546,05037
484220,6,23,337,05037
522292,3,12,933,05037
522110,13,179,7545,05037
524210,8,22,561,05037
531110,6,23,230,05037
531130,3,7,123,05037
541110,8,9,287,05037
551114,6,109,5378,05037
621210,5,42,1386,05037
621330,3,11,274,05037
621340,5,63,3836,05037
621420,4,40,1446,05037
621498,3,44,1187,05037
624120,4,125,1771,05037
624410,6,98,1853,05037
713940,3,9,108,05037
722511,8,68,1361,05037
722513,12,209,2707,05037
811121,4,38,1491,05037
811192,3,9,251,05037
813110,5,11,185,05129
813110,29,120,1893,05037
113310,20,127,4317,05039
321113,3,207,6264,05039
441110,3,24,823,05039
445310,3,5,110,05039
447110,8,62,1002,05039
484220,9,46,1504,05039
113110,3,2,160,05043
113310,16,165,6919,05043
115112,3,14,680,05043
115310,11,64,4111,05043
221310,5,8,90,05043
236118,3,6,75,05043
238210,3,7,232,05043
238220,4,14,370,05043
321113,6,222,10984,05043
441310,4,25,613,05043
522110,5,45,2113,05039
621111,4,19,527,05039
722511,5,30,323,05039
722513,3,87,1166,05039
813110,14,48,593,05039
444190,5,35,1161,05043
446110,4,55,1843,05043
447110,12,94,1853,05043
448210,4,17,201,05043
448120,3,18,229,05043
452319,5,69,1016,05043
453110,3,11,117,05043
484121,3,6,332,05043
484220,5,42,1586,05043
517311,4,21,1479,05043
517312,4,19,840,05043
522110,12,106,6058,05043
523920,3,9,1482,05043
524210,9,23,925,05043
531110,7,12,209,05043
531311,3,11,602,05043
541110,4,15,480,05043
541370,3,15,867,05043
561730,3,8,214,05043
621111,6,6,548,05043
621210,3,35,1080,05043
621610,7,277,4450,05043
624120,3,214,4243,05043
624410,5,71,1589,05043
721110,6,99,1549,05043
722511,8,97,1103,05043
722513,18,395,5000,05043
722515,4,15,147,05043
813910,3,9,529,05043
813110,17,105,2122,05043
113310,5,23,683,05027
236220,6,39,879,05121
238220,3,13,237,05121
321920,3,31,486,05121
332710,3,29,909,05121
339999,3,16,319,05121
423820,3,54,1802,05121
441120,3,8,259,05121
444190,4,19,555,05121
444220,3,34,1480,05121
445110,6,103,1461,05121
446110,4,27,1219,05121
447110,10,48,774,05121
452319,5,35,504,05121
453991,3,21,384,05121
115310,3,5,200,05027
211120,8,57,5488,05027
213111,3,91,7917,05027
213112,8,30,1929,05027
221310,4,9,269,05027
236115,4,10,475,05027
236220,4,14,433,05027
238220,5,32,1033,05027
238990,6,35,1377,05027
321113,5,514,22435,05027
336413,3,425,16120,05027
423830,3,102,7301,05027
423840,3,21,1088,05027
441120,4,33,903,05027
441310,4,23,557,05027
443142,3,17,347,05027
444190,3,38,1333,05027
445110,3,77,1681,05027
446110,5,56,2201,05027
447110,17,107,1367,05027
484121,7,69,2840,05121
484220,3,3,113,05121
517311,4,14,747,05121
522110,8,88,3555,05121
524210,10,32,1098,05121
531110,7,22,328,05121
541110,4,8,264,05121
541211,3,12,474,05121
541611,3,6,331,05121
541690,3,5,525,05121
561730,4,12,589,05121
621111,4,82,5004,05121
621210,5,37,1460,05121
621310,3,4,125,05121
621340,3,3,81,05121
624120,6,218,3703,05121
624410,8,57,1152,05121
448140,3,32,370,05027
448120,6,29,387,05027
451211,3,12,84,05027
452319,8,82,1216,05027
484110,6,29,727,05027
484121,7,32,1374,05027
484220,7,55,3607,05027
484230,4,43,3080,05027
517311,4,9,674,05027
522110,13,204,11360,05027
523910,4,6,95,05027
523920,5,19,1803,05027
524210,11,31,1136,05027
531110,8,14,264,05027
531210,4,8,242,05027
541110,7,31,1165,05027
541191,3,10,390,05027
541213,3,11,197,05027
541211,4,17,660,05027
541690,5,5,162,05027
541330,4,103,5385,05027
722511,8,120,1461,05121
722513,10,210,2830,05121
811111,3,9,167,05121
813110,10,29,445,05121
561720,3,48,1241,05027
561730,6,31,787,05027
621111,14,63,3552,05027
621320,4,9,315,05027
621210,7,31,1279,05027
621340,5,17,679,05027
623110,4,336,9222,05027
624410,12,91,1463,05027
713940,3,31,351,05027
722513,22,505,7678,05027
721110,8,63,828,05027
722511,11,70,1188,05027
