,fips,relevant_naics,YEAR,estab,emp,payann
1,5,115111,2018,9,99,7878
3,5,115116,2018,5,14,498
5,5,113310,2018,308,1964,83435
7,5,115114,2018,4,74,3412
9,5,115112,2018,104,410,24163
11,5,115210,2018,16,231,8051
13,5,115310,2018,39,777,27226
15,5,113110,2018,3,2,160
17,5,211120,2018,65,665,56407
19,5,212312,2018,9,112,6410
21,5,213111,2018,16,316,23812
23,5,211130,2018,8,78,5292
25,5,213112,2018,78,503,28473
26,5,221121,2018,3,607,74374
28,5,221122,2018,63,1964,184450
30,5,221112,2018,6,151,14282
32,5,221210,2018,14,325,29613
35,5,221310,2018,58,268,11825
37,5,238990,2018,169,1082,42518
39,5,236220,2018,335,4601,254279
41,5,238310,2018,102,977,42524
43,5,238210,2018,605,6528,322094
45,5,238350,2018,137,607,21329
47,5,238330,2018,61,316,13263
49,5,238130,2018,28,142,4934
51,5,238150,2018,19,293,12952
53,5,237310,2018,75,2277,129310
55,5,236210,2018,15,344,18074
57,5,237210,2018,19,44,2012
59,5,238140,2018,86,744,27782
61,5,236117,2018,111,396,17907
63,5,236116,2018,4,37,2968
65,5,236115,2018,410,883,35717
67,5,237120,2018,10,225,11966
69,5,238290,2018,61,787,50122
71,5,238390,2018,26,139,5891
73,5,238190,2018,20,205,8597
75,5,237990,2018,12,77,3612
77,5,238320,2018,132,819,30558
79,5,238220,2018,954,8846,431737
81,5,238110,2018,133,1443,71369
83,5,237130,2018,58,1124,61488
85,5,236118,2018,433,1327,49318
87,5,238160,2018,107,1324,64165
89,5,238170,2018,59,179,6880
91,5,238910,2018,370,3492,170580
93,5,238120,2018,15,903,60765
95,5,238340,2018,33,216,8163
97,5,237110,2018,80,1101,70663
99,5,314999,2018,12,63,1764
101,5,312120,2018,17,165,4193
103,5,311812,2018,6,218,13209
105,5,314120,2018,3,9,393
109,5,311119,2018,9,163,9449
111,5,311615,2018,22,17828,554140
113,5,311811,2018,22,1566,64911
115,5,311212,2018,15,1527,65865
117,5,314910,2018,3,15,511
119,5,312130,2018,6,78,3249
121,5,321999,2018,10,529,17084
123,5,326199,2018,19,840,41823
125,5,324121,2018,3,37,727
127,5,324122,2018,4,274,20815
129,5,327120,2018,3,186,9049
131,5,323111,2018,99,2015,104628
133,5,323113,2018,50,290,8401
136,5,322211,2018,8,632,31177
139,5,327991,2018,7,61,1987
141,5,322212,2018,3,449,24482
143,5,327390,2018,13,130,5433
145,5,321918,2018,3,28,1100
147,5,325510,2018,4,149,9528
149,5,324110,2018,3,753,65213
151,5,327320,2018,52,446,17567
154,5,321113,2018,61,2823,133177
156,5,325620,2018,3,511,40132
158,5,321214,2018,3,138,4988
160,5,321920,2018,13,304,8180
163,5,332999,2018,5,38,1421
166,5,339999,2018,3,16,319
168,5,336612,2018,7,274,9243
170,5,332722,2018,3,140,6117
172,5,337212,2018,4,9,600
174,5,339116,2018,11,254,10348
176,5,332813,2018,4,22,980
178,5,332312,2018,24,1582,104448
181,5,337127,2018,3,42,1357
183,5,331110,2018,5,2366,277265
185,5,332710,2018,136,1470,60994
187,5,332812,2018,3,59,2222
189,5,332119,2018,3,22,654
191,5,335312,2018,3,1370,57044
193,5,336310,2018,3,589,23997
194,5,331523,2018,3,398,22122
196,5,332323,2018,8,35,1449
198,5,336413,2018,7,551,24281
200,5,333249,2018,3,315,6833
201,5,332721,2018,3,91,4199
204,5,334418,2018,3,277,8828
206,5,336510,2018,4,825,44361
208,5,333243,2018,3,274,15920
210,5,332322,2018,18,444,27184
211,5,337215,2018,3,12,684
213,5,339950,2018,29,333,13163
215,5,333514,2018,3,34,1982
217,5,339920,2018,4,117,2811
219,5,339113,2018,9,142,7466
221,5,337110,2018,33,418,15284
223,5,423110,2018,64,1296,72110
225,5,424810,2018,12,528,24195
228,5,423320,2018,22,144,6691
230,5,423430,2018,25,291,22374
232,5,424450,2018,4,86,10960
234,5,423810,2018,29,790,48363
236,5,424210,2018,45,1071,73420
238,5,423610,2018,135,1540,104505
240,5,423820,2018,139,1908,97654
242,5,424910,2018,124,1505,73991
244,5,424930,2018,3,31,1105
246,5,424480,2018,9,224,15526
248,5,423210,2018,22,295,15662
251,5,424510,2018,35,372,22088
253,5,423710,2018,23,592,30111
255,5,423220,2018,34,387,26749
257,5,423620,2018,6,187,8165
259,5,424130,2018,20,334,25594
261,5,423830,2018,202,2193,136139
263,5,423840,2018,75,699,41930
265,5,423940,2018,11,21,587
267,5,423310,2018,28,672,33336
269,5,424470,2018,6,96,13206
271,5,423450,2018,53,582,38696
273,5,424320,2018,12,532,28666
275,5,423510,2018,77,1095,66971
277,5,423140,2018,6,47,1767
279,5,423120,2018,48,750,32356
281,5,423420,2018,64,554,29735
283,5,424690,2018,68,761,67410
285,5,423440,2018,19,264,15848
287,5,423390,2018,12,279,14148
289,5,423690,2018,25,676,60109
291,5,424490,2018,98,2005,133393
293,5,423990,2018,30,220,11395
295,5,424990,2018,23,127,5774
297,5,423490,2018,5,16,980
299,5,424420,2018,20,891,67190
301,5,424950,2018,6,111,7840
303,5,424720,2018,8,62,3955
305,5,424710,2018,15,269,14495
307,5,424610,2018,6,56,2495
309,5,423720,2018,31,467,37441
311,5,424440,2018,3,9,603
313,5,424110,2018,3,34,2419
315,5,423930,2018,28,484,21715
317,5,423740,2018,6,24,1577
319,5,423330,2018,22,214,25349
321,5,423850,2018,27,247,11367
323,5,423910,2018,32,521,32169
325,5,424120,2018,18,168,8647
327,5,423130,2018,12,215,9716
330,5,423920,2018,6,33,4733
332,5,423730,2018,66,645,41974
334,5,425120,2018,287,6935,168108
336,5,424820,2018,9,679,42018
338,5,424330,2018,8,77,3762
340,5,446199,2018,63,296,14869
342,5,442299,2018,105,1053,16645
344,5,445299,2018,23,202,3083
346,5,441310,2018,462,3639,89709
348,5,445291,2018,7,110,1718
350,5,445310,2018,322,1739,36487
352,5,441222,2018,20,281,11695
354,5,448130,2018,37,410,5039
356,5,448150,2018,31,149,2483
358,5,445292,2018,8,47,697
360,5,445120,2018,63,232,2999
362,5,446120,2018,143,1156,21445
364,5,443142,2018,133,1548,42195
366,5,448140,2018,204,3896,54245
368,5,442210,2018,72,468,21794
370,5,446191,2018,61,192,3279
372,5,445230,2018,5,12,369
374,5,442110,2018,214,1564,56497
376,5,447110,2018,1400,11026,189783
378,5,444130,2018,136,974,27854
380,5,444110,2018,36,3762,87547
382,5,443141,2018,38,314,13937
384,5,448310,2018,117,615,24692
386,5,445210,2018,10,48,836
388,5,448110,2018,26,231,6210
390,5,441228,2018,65,625,25877
392,5,441110,2018,213,8983,444506
394,5,444220,2018,176,1652,48015
396,5,446130,2018,28,171,4790
398,5,444190,2018,283,2870,110023
400,5,448190,2018,83,772,12826
402,5,447190,2018,74,1306,26071
404,5,444210,2018,24,130,5300
406,5,444120,2018,47,250,9952
408,5,446110,2018,497,5819,235926
410,5,441210,2018,25,331,17665
412,5,448210,2018,174,1366,20644
414,5,445110,2018,451,16316,353721
416,5,441320,2018,208,1512,54784
418,5,441120,2018,311,1726,59328
420,5,448120,2018,347,2468,33081
422,5,452319,2018,739,6026,97341
424,5,453998,2018,157,720,19340
426,5,453920,2018,18,39,948
428,5,451211,2018,70,623,16041
430,5,452210,2018,28,2657,53440
432,5,454110,2018,167,1281,40806
434,5,453110,2018,105,503,8803
436,5,454310,2018,54,629,29155
438,5,453220,2018,131,683,10541
440,5,451120,2018,41,993,15437
442,5,453930,2018,24,92,6203
444,5,451140,2018,16,108,2874
446,5,453210,2018,28,269,5991
448,5,454390,2018,157,611,23705
450,5,453910,2018,43,414,10958
452,5,451130,2018,23,167,2429
454,5,451110,2018,154,2160,47065
456,5,453991,2018,147,827,12506
458,5,453310,2018,196,1590,24938
460,5,454210,2018,32,420,14082
462,5,452311,2018,47,12316,330055
465,5,488510,2018,151,2625,179220
467,5,484110,2018,156,1212,48709
469,5,484122,2018,97,3296,224720
471,5,484121,2018,530,18232,942682
473,5,488410,2018,61,363,14416
475,5,481211,2018,8,17,493
477,5,488119,2018,4,219,7364
480,5,488190,2018,33,340,12906
482,5,488490,2018,12,83,3106
484,5,488991,2018,6,24,858
486,5,486210,2018,18,140,14394
488,5,486910,2018,4,16,1736
490,5,488310,2018,3,161,10650
492,5,481111,2018,7,434,16683
494,5,485991,2018,19,319,7293
496,5,484220,2018,460,2950,126716
498,5,484230,2018,67,4114,191876
500,5,488210,2018,4,34,1587
502,5,484210,2018,48,435,10890
504,5,492110,2018,81,3284,145842
506,5,493130,2018,19,162,5987
508,5,493110,2018,82,5260,226251
510,5,492210,2018,16,383,6086
512,5,493190,2018,14,240,10011
514,5,493120,2018,11,580,24351
517,5,511130,2018,14,323,14448
519,5,518210,2018,91,4414,597014
521,5,519130,2018,17,28,1457
523,5,519120,2018,4,75,1373
525,5,512110,2018,34,201,9996
527,5,512131,2018,18,454,5518
529,5,511110,2018,8,672,21790
531,5,511120,2018,22,179,9790
533,5,515112,2018,29,398,17094
536,5,511210,2018,30,1936,226357
539,5,517911,2018,4,14,1213
541,5,515120,2018,11,614,37125
543,5,517311,2018,315,4079,303816
545,5,517312,2018,161,3314,149039
547,5,524298,2018,4,17,1197
549,5,522298,2018,126,571,24580
551,5,524291,2018,32,172,9528
553,5,522110,2018,1392,16530,982773
555,5,522291,2018,5,33,2032
557,5,522210,2018,3,80,14906
559,5,522130,2018,89,716,31578
561,5,524114,2018,47,3796,257942
563,5,524113,2018,26,872,58625
565,5,524126,2018,44,855,57097
567,5,522320,2018,8,1389,110998
569,5,524210,2018,1531,5594,268832
571,5,523930,2018,116,154,12250
573,5,523110,2018,11,164,25172
576,5,523910,2018,36,197,19515
578,5,522310,2018,5,7,498
580,5,522390,2018,18,283,14238
582,5,524128,2018,3,130,16328
584,5,523920,2018,284,778,90425
586,5,522292,2018,74,505,40676
588,5,522220,2018,31,235,10626
590,5,523120,2018,97,1457,264236
592,5,524292,2018,26,704,56696
594,5,523991,2018,8,75,6168
596,5,532289,2018,28,170,6776
598,5,532412,2018,19,311,22279
600,5,532210,2018,112,444,14768
602,5,532310,2018,10,52,3660
604,5,532283,2018,16,200,9670
606,5,531130,2018,155,411,9607
608,5,533110,2018,3,37,4587
610,5,531120,2018,179,746,25021
612,5,531190,2018,25,69,2140
614,5,531110,2018,650,2593,67720
616,5,531312,2018,53,281,17987
619,5,531210,2018,799,1722,77370
621,5,531320,2018,144,278,12540
623,5,531390,2018,49,93,3732
625,5,532490,2018,47,365,34864
627,5,532111,2018,42,434,10598
629,5,531311,2018,251,1913,65658
631,5,532120,2018,36,336,16525
633,5,532282,2018,4,26,399
635,5,541611,2018,435,3044,165461
637,5,541810,2018,80,1093,88801
639,5,541199,2018,8,31,1147
641,5,541990,2018,63,255,14835
643,5,541310,2018,126,1244,96634
645,5,541350,2018,26,33,1226
647,5,541922,2018,4,6,250
649,5,541513,2018,13,236,16271
651,5,541512,2018,160,1660,117540
653,5,541511,2018,223,3238,234941
656,5,541340,2018,6,34,1814
658,5,541330,2018,370,3697,281596
660,5,541620,2018,31,369,33998
662,5,541430,2018,39,115,5959
664,5,541612,2018,24,87,5897
666,5,541410,2018,56,108,3925
668,5,541320,2018,7,21,1200
670,5,541613,2018,216,885,59827
672,5,541910,2018,13,214,11993
673,5,541840,2018,3,16,1371
675,5,541211,2018,457,2885,188233
677,5,541110,2018,1349,4863,279705
679,5,541219,2018,259,1337,46362
681,5,541519,2018,10,73,4910
683,5,541618,2018,4,8,713
685,5,541690,2018,180,569,49493
687,5,541890,2018,32,466,11936
689,5,541850,2018,10,81,2895
691,5,541214,2018,13,388,10579
693,5,541921,2018,68,183,3841
