Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,187379,167807,408605,2066334,1845198,615781,1847797,347256,1532229,451401,1146351,347992,7638326,156009,2177157,976812,790
2018,198010,206210,814297,2249047,1929195,621269,1911786,357518,1584726,523215,1244122,387441,8059755,157574,2237173,993328,1334
2019,221320,248698,830910,2295588,1990541,623929,1908314,391586,1590865,526867,1283646,400482,8315269,158677,2267384,1024694,1328
2020,203287,154979,912429,2430842,2022532,602785,1995175,407109,1620529,506705,1270367,382436,8357871,143215,2081935,1009888,2280
2021,219694,130559,904919,2490934,2347343,574196,2174031,444380,1740894,601641,1338691,381289,8691820,162227,2386605,1082623,2306
