	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
793	50	50	0	Vermont	11	Agriculture, forestry, fishing and hunting	11	0400000US50	141.88888888888889	487.6666666666667	18590.11111111111
794	50	50	0	Vermont	21	Mining, quarrying, and oil and gas extraction	21	0400000US50	47.77777777777778	445.3333333333333	31166.666666666668
795	50	50	0	Vermont	22	Utilities	22	0400000US50	65.66666666666667	960.4444444444445	154645.77777777778
796	50	50	0	Vermont	23	Construction	23	0400000US50	2691.8888888888887	13927.333333333334	747473.8888888889
797	50	50	0	Vermont	42	Wholesale trade	42	0400000US50	805.7777777777778	11160.555555555555	627101.6666666666
798	50	50	0	Vermont	51	Information	51	0400000US50	500.1111111111111	7344.555555555556	466490.44444444444
799	50	50	0	Vermont	52	Finance and insurance	52	0400000US50	950.0	10040.666666666666	638594.4444444445
800	50	50	0	Vermont	53	Real estate and rental and leasing	53	0400000US50	768.0	3272.3333333333335	130721.22222222222
801	50	50	0	Vermont	54	Professional, scientific, and technical services	54	0400000US50	2111.222222222222	15728.0	878258.5555555555
802	50	50	0	Vermont	55	Management of companies and enterprises	55	0400000US50	82.88888888888889	2377.4444444444443	147485.33333333334
803	50	50	0	Vermont	56	Administrative and support and waste management and remediation services	56	0400000US50	1147.5555555555557	8200.222222222223	271081.3333333333
804	50	50	0	Vermont	61	Educational services	61	0400000US50	389.3333333333333	15417.333333333334	469222.8888888889
805	50	50	0	Vermont	62	Health care and social assistance	62	0400000US50	2116.0	47695.77777777778	2102002.777777778
806	50	50	0	Vermont	71	Arts, entertainment, and recreation	71	0400000US50	467.3333333333333	7660.222222222223	144429.22222222222
807	50	50	0	Vermont	72	Accommodation and food services	72	0400000US50	1959.6666666666667	32497.11111111111	596361.0
808	50	50	0	Vermont	81	Other services (except public administration)	81	0400000US50	2032.111111111111	9453.0	276051.0
809	50	50	0	Vermont	99	Industries not classified	99	0400000US50	31.0	22.444444444444443	872.5555555555555
