Zip Code,naics,Establishments,Employees,Payroll,IND Level
11354,61,73,001,0,2
11354,61,50,210,0,2
11354,61,9,220,0,2
11354,61,8,230,0,2
11354,61,5,241,0,2
11354,62,399,001,0,2
11354,62,208,210,0,2
11354,62,92,220,0,2
11354,62,53,230,0,2
11354,62,25,241,0,2
11354,62,6,242,0,2
11354,62,7,251,0,2
11354,62,6,252,0,2
11354,00,3827,001,1415707,2
11354,00,2685,210,0,2
11354,00,611,220,0,2
11354,00,283,230,0,2
11354,00,155,241,0,2
11354,00,53,242,0,2
11354,00,25,251,0,2
11354,00,10,252,0,2
11354,00,3,260,0,2
11354,23,258,001,0,2
11354,23,173,210,0,2
11354,23,40,220,0,2
11354,23,24,230,0,2
11354,23,11,241,0,2
11354,23,6,242,0,2
11354,23,3,251,0,2
11354,48-49,125,001,0,2
11354,48-49,104,210,0,2
11354,48-49,11,220,0,2
11354,48-49,5,230,0,2
11354,48-49,4,241,0,2
11354,31-33,69,001,0,2
11354,31-33,46,210,0,2
11354,31-33,8,220,0,2
11354,31-33,5,230,0,2
11354,31-33,5,241,0,2
11354,71,35,001,0,2
11354,71,26,210,0,2
11354,71,4,220,0,2
11354,51,49,001,0,2
11354,51,32,210,0,2
11354,51,4,220,0,2
11354,51,6,230,0,2
11354,51,4,241,0,2
11354,72,460,001,0,2
11354,72,250,210,0,2
11354,72,97,220,0,2
11354,72,60,230,0,2
11354,72,35,241,0,2
11354,72,14,242,0,2
11354,72,4,251,0,2
11354,42,288,001,0,2
11354,42,212,210,0,2
11354,42,50,220,0,2
11354,42,18,230,0,2
11354,42,7,241,0,2
11354,52,164,001,0,2
11354,52,104,210,0,2
11354,52,28,220,0,2
11354,52,18,230,0,2
11354,52,12,241,0,2
11354,81,517,001,0,2
11354,81,431,210,0,2
11354,81,58,220,0,2
11354,81,20,230,0,2
11354,81,7,241,0,2
11354,53,209,001,0,2
11354,53,167,210,0,2
11354,53,30,220,0,2
11354,53,5,230,0,2
11354,53,6,241,0,2
11354,54,372,001,0,2
11354,54,292,210,0,2
11354,54,59,220,0,2
11354,54,15,230,0,2
11354,54,5,241,0,2
11354,99,3,001,0,2
11354,44-45,633,001,0,2
11354,44-45,458,210,0,2
11354,44-45,98,220,0,2
11354,44-45,35,230,0,2
11354,44-45,20,241,0,2
11354,44-45,16,242,0,2
11354,44-45,4,251,0,2
11354,55,13,001,0,2
11354,55,4,220,0,2
11354,55,6,241,0,2
11354,56,158,001,0,2
11354,56,127,210,0,2
11354,56,19,220,0,2
11354,56,7,230,0,2
11354,56,3,251,0,2
