Zip Code,naics,Establishments,Employees,Payroll,IND Level
25840,00,173,001,53749,2
25840,00,104,210,0,2
25840,00,22,220,0,2
25840,00,26,230,0,2
25840,00,15,241,0,2
25840,00,3,242,0,2
25840,23,20,001,0,2
25840,23,17,210,0,2
25840,42,4,001,0,2
25840,42,3,210,0,2
25840,44-45,22,001,0,2
25840,44-45,9,210,0,2
25840,44-45,6,220,0,2
25840,44-45,3,230,0,2
25840,52,6,001,0,2
25840,52,4,210,0,2
25840,53,5,001,0,2
25840,53,4,210,0,2
25840,54,20,001,0,2
25840,54,13,210,0,2
25840,54,5,230,0,2
25840,56,3,001,0,2
25840,61,3,001,0,2
25840,62,26,001,0,2
25840,62,12,210,0,2
25840,62,4,220,0,2
25840,62,5,230,0,2
25840,71,9,001,0,2
25840,71,9,210,0,2
25840,72,28,001,0,2
25840,72,9,210,0,2
25840,72,8,230,0,2
25840,72,9,241,0,2
25840,81,16,001,0,2
25840,81,15,210,0,2
