Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,81,482,114,2994,1704,307,1701,1062,1781,109,1093,157,2068,458,2084,2498,12
2018,70,492,108,3009,1686,313,1693,1101,1797,111,1055,162,2098,440,2081,2530,20
2019,73,498,112,2945,1665,302,1698,1108,1870,116,1079,161,2103,449,2075,2532,17
2020,65,491,115,2877,1660,302,1698,1088,1856,112,1071,164,2145,445,2069,2515,21
2021,67,479,115,2921,1667,314,1721,1119,1824,116,1124,168,2224,456,2086,2566,20
