Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,199,11128,3220,22533,21330,6370,17292,5152,14889,4198,11423,2918,59801,5885,36169,13904,6
2018,256,13294,3823,22247,21232,6586,17378,5435,15278,4185,11910,3762,64727,5781,36551,14468,23
2019,260,14649,3528,23417,21425,6480,17890,5566,16316,4760,12542,3956,64405,5821,35921,14082,17
2020,193,14447,3381,23752,22211,6411,17766,5558,16851,4528,11489,4032,64969,5306,35040,14252,17
2021,244,10312,3349,21719,20956,5998,17406,5298,16119,4463,11662,3756,64618,5003,30944,13647,13
