Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,10817,1087247,312920,1584094,1252010,421274,1037082,240597,955013,316617,430046,76512,2904654,87262,620504,423011,122
2018,14270,1402218,399492,1609277,1322626,456581,1123657,270747,1018790,345479,425388,96451,3210962,89408,664244,450544,485
2019,15762,1608162,356263,1744678,1388031,480948,1173231,282282,1106948,414889,446257,102366,3334620,94404,650961,464054,357
2020,12826,1158326,375202,1621267,1415752,471902,1277549,268470,1149822,367814,423691,98458,3405452,86930,567373,452508,435
2021,12717,1095674,380068,1622324,1455989,477738,1329060,280354,1185199,395412,490932,108738,3651739,101650,654014,487581,970
