,relevant_naics,estab,emp,payann,fips
51856,21,5,87,4893,18061
51857,22,6,93,7045,18061
51858,23,96,420,18815,18061
51859,42,26,253,11653,18061
51860,51,11,118,3518,18061
51861,52,41,265,13862,18061
51862,53,27,65,1689,18061
51863,54,43,205,5506,18061
51864,56,32,162,3958,18061
51865,61,3,13,324,18061
51866,62,84,1713,56732,18061
51867,71,10,68,1416,18061
51868,72,52,2148,58169,18061
51869,81,67,341,8700,18061
51870,23,77,504,22607,18069
51872,22,3,47,3898,18069
51873,42,46,376,14328,18069
51874,51,14,385,21300,18069
51875,52,63,348,15199,18069
51876,53,39,97,2531,18069
51877,54,52,277,10273,18069
51878,56,28,454,10887,18069
51879,61,9,688,11149,18069
51880,62,66,1874,65802,18069
51881,71,19,102,1614,18069
51882,72,87,1215,15883,18069
51883,81,125,836,15218,18069
51884,99,3,2,29,18069
51886,11,8,101,7013,18073
51887,22,3,309,39234,18073
51888,23,86,726,36025,18073
51890,22,3,13,781,18101
51891,23,18,56,2065,18101
51892,42,4,46,1722,18101
51893,51,3,29,591,18101
51894,52,10,44,2303,18101
51895,53,3,5,202,18101
51896,54,36,831,55380,18101
51897,56,11,67,1866,18101
51898,62,11,128,3184,18101
51899,72,22,236,2590,18101
51900,42,38,358,21366,18073
51901,81,29,90,1707,18101
51902,51,11,71,1957,18073
51903,52,54,282,12788,18073
51904,53,22,81,2614,18073
51907,11,3,102,1588,18075
51908,21,4,48,2584,18075
51909,23,47,242,8291,18075
51910,54,52,216,6717,18073
51911,56,31,277,7233,18073
51912,61,5,89,2519,18073
51913,62,49,1102,30407,18073
51914,71,9,41,1009,18073
51915,72,63,893,10959,18073
51916,81,89,305,6349,18073
51917,42,17,178,7845,18075
51918,51,8,65,1574,18075
51919,52,29,130,5686,18075
51920,53,16,25,592,18075
51921,54,30,92,3911,18075
51922,11,3,5,63,18091
51923,22,12,292,31345,18091
51924,23,203,1668,107767,18091
51925,56,13,67,1686,18075
51926,61,3,10,359,18075
51927,62,55,1269,37002,18075
51928,71,8,33,394,18075
51929,72,28,436,5339,18075
51930,81,55,183,3421,18075
51931,42,104,1474,71565,18091
51933,11,4,44,2180,18169
51934,22,4,45,4002,18169
51935,23,76,572,29334,18169
51936,42,33,335,16326,18169
51937,51,11,72,2572,18169
51938,52,45,290,14772,18169
51939,53,31,117,2792,18169
51940,54,49,205,9082,18169
51941,55,5,143,8759,18169
51942,56,25,312,10378,18169
51943,61,3,846,20695,18169
51944,62,75,2102,64394,18169
51945,51,31,444,16542,18091
51946,52,114,889,41061,18091
51947,71,9,154,2196,18169
51948,72,64,1022,13299,18169
51949,81,95,549,11596,18169
51950,53,80,374,16250,18091
51951,54,144,708,34117,18091
51952,55,13,95,7392,18091
51954,21,5,209,18940,18173
51955,22,10,264,23784,18173
51956,23,174,1576,108880,18173
51959,11,7,17,465,18071
51960,22,5,103,8551,18071
51961,23,102,691,37931,18071
51963,23,17,95,4110,18171
51964,42,7,116,5932,18171
51965,52,12,26,1301,18171
51966,53,3,4,24,18171
51967,54,5,13,364,18171
51968,56,6,25,739,18171
51969,62,13,269,11056,18171
51970,72,8,51,861,18171
51971,81,14,32,1071,18171
51973,22,9,351,30302,18077
51975,11,4,4,97,18103
51976,22,3,44,3431,18103
51977,23,58,357,18678,18103
51979,11,4,7,228,18063
51980,22,16,953,87192,18063
51981,23,367,4030,255513,18063
51982,23,41,274,10412,18077
51983,42,36,279,14338,18103
51984,56,127,1635,49329,18091
51985,61,17,235,6982,18091
51986,62,231,6571,319698,18091
51987,51,7,57,1813,18103
51988,52,39,332,18396,18103
51989,53,19,48,1340,18103
51990,71,37,371,7305,18091
51991,72,234,5825,88223,18091
51992,54,33,103,5218,18103
51993,56,21,101,2789,18103
51994,71,11,130,1744,18103
51995,72,52,842,10233,18103
51996,81,86,377,8604,18103
51997,62,44,891,38868,18103
51998,81,275,1514,38362,18091
51999,99,4,1,112,18091
52000,11,6,18,1039,18181
52001,22,8,145,11902,18181
52002,23,68,290,12357,18181
52003,42,24,177,10369,18181
52004,22,15,336,34702,18127
52006,21,3,26,1627,18127
52007,23,388,3070,204288,18127
52008,51,14,80,3353,18181
52009,52,36,187,8753,18181
52010,53,22,47,1138,18181
52011,54,31,105,4947,18181
52012,42,176,2093,125831,18127
52013,56,35,293,9768,18181
52014,61,5,18,292,18181
52015,62,39,799,23782,18181
52016,71,6,50,4120,18181
52017,72,54,637,8222,18181
52018,81,54,287,5498,18181
52020,21,6,57,4170,18145
