Naics,Establishments,Employees,Payroll
113210,3,9,131
113310,7,25,1259
114111,37,189,10048
115115,4,119,4087
114112,20,54,6129
114210,4,9,453
115112,9,51,1878
115114,6,123,6384
211120,4,23,3986
115210,104,395,13092
115310,6,13,850
212312,4,72,5450
212313,3,63,2723
212319,7,390,27217
212321,26,280,19939
212322,7,124,7810
213112,15,280,28912
213115,3,11,570
236115,1626,4631,232186
236116,159,1390,110818
236117,242,3709,417520
221112,38,760,196059
221113,7,1626,226776
236210,103,1196,94680
221114,11,128,13778
221121,8,162,15235
221122,165,8663,1152621
236220,1037,13638,1152838
221210,54,4301,496003
221310,87,2342,260537
221320,10,150,10703
221330,3,35,3912
237110,202,3442,363103
237120,26,1582,170758
236118,3803,11802,519951
237990,131,3855,363428
238140,690,3357,202655
237130,136,2935,233627
237210,67,380,23180
238170,235,891,42361
237310,291,8682,1038468
238190,127,1131,71734
238110,307,4044,292642
238120,93,1907,179934
238130,267,1273,70446
238150,161,1388,85047
238160,361,2765,183728
238210,2657,24224,1709720
238220,3461,28087,1911462
238290,230,3812,341198
238310,527,5142,348674
238320,1002,4065,198832
238330,587,2733,150421
238340,318,1690,83837
238350,934,4438,225820
238390,233,2601,128498
238910,774,8133,618430
238990,869,6443,459368
311111,5,277,10939
311119,5,61,3475
311225,4,199,20639
311911,7,646,30466
311919,10,818,43343
311340,21,767,50846
311351,14,376,18580
311930,18,741,57101
311352,31,830,37695
311941,10,524,37978
311942,27,1329,115532
311411,5,481,18962
311412,23,1176,50349
311991,34,2477,96291
311421,16,985,51652
311422,6,170,10313
311423,6,232,14124
311511,7,838,56197
311513,19,1240,57712
311514,7,67,2884
311520,22,421,12467
312111,34,3074,183591
312120,89,963,42838
311611,21,485,25390
311612,28,2083,122583
311615,15,468,21629
312130,34,775,31885
312140,24,130,5565
311710,16,432,21109
313110,3,7,293
313210,6,152,6719
313220,8,182,10251
313230,5,70,6512
313240,5,44,1633
311811,419,4417,97048
313310,28,283,13407
311812,139,5823,215925
313320,9,367,24671
311813,12,534,20146
314120,32,791,33078
311821,20,2162,104744
311824,21,1700,117382
311920,19,949,61917
314994,4,51,3664
314999,60,1267,41546
311999,27,519,26774
315210,50,1347,34167
312112,3,14,915
312113,8,62,3626
314910,43,249,9830
315190,8,206,7226
315990,17,554,9575
316110,4,56,1715
316210,4,27,1568
316998,7,57,1869
315220,12,812,18337
315240,20,503,10685
315280,12,281,8633
321113,7,37,1487
321214,5,366,19962
321219,4,137,6292
321918,33,377,16828
321999,28,295,16060
321911,22,532,27218
321912,7,74,3665
321920,40,831,34550
321992,9,216,11520
322121,5,139,10472
322211,27,1720,123936
322230,12,291,13764
322291,4,134,5069
322299,11,273,12254
323111,563,11944,654557
323113,120,1486,48240
324122,6,266,19240
324191,12,584,48791
325212,5,77,4741
322212,23,1648,115626
322219,8,512,22268
322220,35,2208,139190
323117,17,202,13102
323120,61,903,33641
324110,4,1047,159224
324121,30,470,44372
325120,14,519,52964
325130,7,72,6497
325180,17,1095,121270
325199,47,4013,429587
325211,29,1156,91633
325320,4,35,1974
325412,116,8411,900761
325314,13,203,18623
326111,20,1130,56545
326112,17,789,48886
326121,9,724,39869
326122,5,186,12038
325411,48,3248,244440
325413,12,1217,146164
325414,17,1785,148366
325510,33,426,25829
325520,31,807,55705
325611,25,1195,70976
325612,15,816,54205
325613,11,363,36892
325620,79,5855,476961
325910,17,445,31936
325991,15,638,47909
325992,3,223,17474
325998,44,800,54991
326113,21,570,36485
326130,7,184,12927
326140,10,384,23893
326150,15,572,29759
326212,5,88,3389
326291,15,261,13487
327110,11,259,12376
327212,18,1037,52229
327213,6,747,49311
327215,40,1700,116099
327320,66,1367,98755
327331,9,463,63807
327332,3,89,5607
327910,7,105,6117
327991,61,713,33029
326160,18,1446,87814
331210,5,273,17502
331221,4,191,14375
331318,3,306,9791
326199,139,8885,487414
326220,14,336,20068
326299,21,1327,85975
327120,6,41,1880
327390,37,817,49603
327420,7,205,15393
327993,4,37,2241
327999,9,460,28095
331110,7,190,19665
331410,4,47,2799
331420,13,853,58810
331491,7,144,6990
331511,5,270,18465
331512,4,973,60330
331523,6,238,9332
331524,5,56,2831
332216,31,788,38494
332311,5,7,494
332313,17,327,18489
332321,33,1106,52646
332322,117,3328,221266
332420,8,189,11161
332431,3,172,14362
332439,9,377,18990
332613,3,92,4297
332618,28,919,52013
332710,306,3196,194892
332812,53,899,48494
331492,7,260,19347
331529,3,113,7157
332721,76,1142,62933
332722,18,557,32739
332111,5,142,8007
332114,4,106,6089
332119,43,1303,71559
332811,8,195,11467
332312,61,1211,75184
332323,68,1174,63178
332410,7,323,22597
332510,10,65,4618
332813,48,765,35592
332911,13,1090,87842
332912,6,328,17372
332913,3,28,1238
332919,9,126,6081
332991,4,227,9157
332996,15,525,33113
332999,52,1284,71090
333112,3,21,722
333120,5,45,1974
333241,13,130,7431
333242,4,69,5425
333243,6,160,13433
333244,13,149,8881
333249,40,909,59687
333314,14,610,47283
333316,4,76,8382
333318,31,2164,159707
333413,7,380,14339
333414,14,260,16702
333415,27,1765,105634
333511,25,308,21421
333514,38,530,26308
333515,15,147,9146
333517,20,305,19387
333519,6,154,15635
333613,5,336,26000
333611,7,259,17310
333612,8,174,12119
333618,3,27,1585
333921,14,421,30048
333922,13,540,44889
333912,9,334,27895
333914,12,239,19677
333923,6,205,25422
333924,7,229,13162
333995,7,385,24837
333992,9,86,5232
333993,28,705,59062
333994,20,619,46982
333999,39,1030,55755
334111,9,80,5202
334118,13,158,10763
334210,12,202,17948
334290,13,204,15391
334310,9,43,4972
334412,9,385,20583
334413,21,904,111887
334416,14,896,47944
334510,26,1856,171755
334511,21,5157,595741
334512,9,223,12421
334516,32,2753,208807
334519,23,1602,95860
334614,8,388,20164
335110,5,62,2758
335210,4,15,1285
335314,20,740,67214
334220,28,582,48918
334417,7,202,14491
334418,10,642,27832
334419,47,1220,78320
334513,17,211,11124
334515,23,807,65530
335121,11,86,2920
335122,18,1003,59788
335129,11,689,41431
335311,15,531,28901
335312,7,108,10147
335313,13,618,37252
335921,6,103,6970
335929,6,204,9306
335931,12,1013,59049
335932,5,321,20341
335999,27,936,68053
336211,12,320,16545
336212,5,21,1014
336310,15,293,15115
336320,8,157,11187
336340,3,15,772
336360,6,117,8363
336370,4,31,2778
336390,14,247,13807
336411,3,36,837
336412,4,336,16348
336413,12,466,39815
336510,4,235,16370
336611,11,1228,58886
336612,13,217,11139
336999,6,17,574
337122,35,239,8044
337211,7,53,4430
337212,74,1418,76230
337214,5,332,15683
337215,26,666,43667
337910,11,545,22582
337110,106,788,34493
337121,14,105,3460
337124,5,54,2878
337125,4,32,1952
337127,12,194,7411
337920,7,558,18716
339112,32,1817,116556
339113,58,5908,616603
339114,26,416,28233
339115,14,503,14490
339116,110,779,34225
339910,45,374,12849
339920,24,147,6482
339930,5,9,1065
423210,243,3240,222873
339940,14,342,16734
339950,152,2143,115438
423220,378,5033,340266
339991,24,579,35464
339992,12,61,2679
339993,8,103,5637
339994,7,218,12810
339999,59,1359,97729
423330,112,2207,247556
423110,195,5997,564752
423390,85,2008,126643
423120,394,8199,398018
423130,76,1327,70853
423140,38,396,16133
423310,173,4559,260447
423320,132,2096,136112
423510,260,3362,254935
423520,12,105,9844
423410,26,678,49166
423420,229,4555,366768
423620,131,6801,813082
423430,238,6714,805885
423440,128,2480,159196
423450,382,12904,1813430
423460,39,1421,111972
423490,115,2653,198322
423740,40,453,31853
423610,387,8274,689168
423690,365,7186,769718
423850,177,1643,94940
423710,167,2428,171727
423720,162,2524,173650
423730,160,2020,163820
423810,83,1406,108162
423820,50,970,63347
423830,729,8913,705576
423840,256,4061,337771
423860,67,1408,129782
423910,157,2019,147892
423920,89,1669,128440
423930,246,4237,216922
423940,278,2385,107864
423990,393,3217,182068
424330,299,5125,299520
424110,38,571,39866
424120,132,2799,163066
424130,245,4711,360828
424210,642,43499,8780447
424440,26,460,25507
424310,131,1374,79513
424470,132,2744,165311
424320,206,2545,147421
424340,61,898,63723
424490,685,13795,910444
424510,13,39,2780
424410,158,7343,420588
424420,154,3699,212008
424430,128,3679,263984
424450,111,3730,335834
424460,66,737,36267
424720,72,840,85378
424480,183,5184,316512
424520,9,54,1344
424590,9,40,10676
424930,106,1444,75671
424940,64,1696,101907
424610,117,1241,106819
424950,59,1633,161477
424690,393,6110,610610
424710,58,1186,97815
424810,30,2127,132195
424820,89,3231,344583
424910,69,638,51405
424920,51,2557,69394
424990,452,3515,222480
425110,22,153,11639
425120,1027,9939,701713
441210,30,484,29265
441228,70,797,40000
451110,481,4843,109695
451212,36,93,1498
452210,104,17303,269636
452319,902,12386,177048
453310,282,2752,55626
453910,308,3981,99827
453920,63,141,5010
453991,194,531,10822
453998,482,2117,85082
488410,287,1930,71438
441110,567,31839,1905699
442291,81,435,16095
441120,622,4021,171370
441222,90,687,43870
443142,517,6298,186787
441310,652,6690,184674
441320,425,3180,126309
442110,627,5705,223816
442210,261,1613,82007
444220,263,2004,85218
442299,380,7660,123386
443141,162,1370,66291
444110,133,20493,557836
444120,189,1322,64002
444130,252,1812,63480
445230,177,2024,61954
444190,852,8845,532199
445291,198,1331,22808
445292,135,638,11361
444210,79,477,21458
445310,1794,11032,279281
445110,2466,80886,2380656
445120,1393,9295,201825
445210,229,1134,28184
446191,320,1348,26138
446199,205,1852,84641
445220,116,449,16128
445299,294,1860,31123
447190,1258,5958,168867
448110,237,1689,35400
448120,1005,10418,138066
446110,1666,24098,1028056
448130,236,2552,35161
446120,573,5579,114459
446130,437,3033,80512
447110,1027,14398,389441
448310,742,3747,129643
451130,68,562,9548
448140,888,24189,419409
451140,101,804,16852
448150,278,1771,37945
451211,143,1550,22386
448190,396,4200,72692
448210,739,7135,116696
448320,28,242,24403
451120,207,2877,43046
452311,176,35017,1070468
453110,394,1482,27587
453210,145,2200,50274
453220,544,4024,143988
453930,5,12,422
454110,1620,38968,1742374
484110,1418,13854,661539
454210,67,554,24380
484121,803,9342,494954
