Naics,Establishments,Employees,Payroll
114111,8,7,128
113310,31,114,4351
115210,74,277,7890
115310,3,9,277
212111,3,80,4328
212321,6,0,0
212312,3,113,5981
221122,49,0,0
221112,17,329,34059
221111,4,0,0
221210,3,0,0
221330,4,0,0
221310,13,47,3176
238990,470,4962,278284
236220,882,12712,1029962
238310,332,5801,303720
238210,1518,21417,1366896
238350,558,3592,209876
238330,350,1748,103999
238130,169,859,54925
238150,105,1513,107445
237310,142,4192,287125
236210,22,354,22721
237210,72,268,26762
238140,392,5084,253142
236117,249,2229,213303
236116,44,876,88251
236115,445,2310,129781
237120,6,491,24105
238290,135,3380,286227
238390,165,2595,137778
238190,144,1102,64172
237990,79,742,47122
238320,781,4556,212891
238220,2076,26563,1747345
238110,315,8512,475753
237130,114,2939,187081
236118,3137,10682,495665
238160,280,3549,202007
238170,116,554,28669
238910,518,9245,544619
238120,58,1147,68828
238340,139,1003,55664
237110,158,3394,230321
316998,3,0,0
311999,3,0,0
314999,20,30,1214
311611,3,0,0
312120,25,399,14259
311812,51,2390,89502
311352,6,23,441
314120,10,35,1382
315210,5,10,297
312140,3,0,22
311824,3,0,0
311612,3,60,4011
311119,3,51,2180
311811,105,1010,23307
311710,12,29,5825
312111,6,386,12816
311942,4,0,0
314910,19,131,5888
312130,14,74,1337
325998,11,370,17893
321999,8,27,879
326199,40,1314,64433
324121,14,204,16271
325414,4,1527,166400
323117,10,199,12894
323111,275,5407,287834
323113,38,611,26225
327331,4,0,0
327991,13,169,7263
327215,9,74,2851
327420,3,0,0
325413,3,0,0
325180,6,706,64332
327390,11,214,9422
321918,4,11,313
325412,10,0,0
327110,3,6,229
327320,42,799,51896
323120,29,422,17494
326113,3,0,0
321920,4,115,3037
333415,3,417,22005
332999,4,32,1416
333999,3,255,16639
339999,28,346,12625
334516,14,444,43734
336612,15,124,4189
334118,3,0,0
337212,47,754,37768
339114,4,17,528
339116,70,333,12762
334510,13,34,2967
332813,12,57,2644
332312,16,376,33513
339910,6,36,960
332710,126,1520,82293
332812,9,99,5319
337124,3,57,2977
337122,4,11,337
339115,3,0,0
332323,15,173,11059
333318,3,0,0
334419,18,1010,56511
333249,3,0,0
