Naics,Establishments,Employees,Payroll,fips
11,12,17,517,24047
23,225,1042,45880,24047
42,45,217,10556,24047
51,34,197,8169,24047
52,99,625,36705,24047
53,166,499,21907,24047
54,155,680,37403,24047
56,92,524,24941,24047
61,11,145,4749,24047
62,162,2599,124277,24047
71,65,955,31643,24047
72,434,6984,186433,24047
81,197,1092,32455,24047
22,37,3145,466191,24510
23,588,8262,529645,24510
99,3,0,95,24047
42,472,7541,511088,24510
51,235,4012,384103,24510
52,551,16417,3029329,24510
53,773,6385,405514,24510
54,1592,21729,2184508,24510
56,578,15269,539797,24510
55,86,12997,1134274,24510
61,224,40466,2671350,24510
62,1591,78485,4805394,24510
71,195,7715,239381,24510
72,1486,24404,414532,24510
81,1389,13244,490721,24510
99,25,36,1213,24510
11,6,27,855,24011
23,116,730,34951,24011
23,52,290,14750,24039
11,6,8,371,24039
42,9,594,35271,24039
42,27,174,8826,24011
51,5,9,293,24039
52,13,79,2919,24039
53,15,29,598,24039
54,18,87,4711,24039
56,13,64,2491,24039
61,3,43,952,24039
62,39,1404,45414,24039
71,4,32,409,24039
72,28,293,4047,24039
81,52,219,5361,24039
51,9,45,2370,24011
52,24,164,8739,24011
53,14,25,1211,24011
54,39,253,9595,24011
55,3,161,14326,24011
56,44,299,17553,24011
11,6,20,766,24041
23,180,986,52067,24041
61,9,546,20275,24011
62,47,744,33258,24011
71,7,48,482,24011
72,37,510,7287,24011
81,72,333,12499,24011
42,65,604,35584,24041
21,3,98,6981,24025
11,6,26,870,24025
22,11,145,18734,24025
23,797,5462,310037,24025
11,7,300,12673,24027
22,5,127,15687,24027
23,826,10923,785003,24027
42,193,2850,164699,24025
42,548,16839,1252252,24027
51,73,790,49685,24025
52,288,1889,147955,24025
53,262,811,39678,24025
54,784,9001,779453,24025
55,30,533,32790,24025
56,369,3674,153292,24025
51,169,5981,748175,24027
52,547,7416,788020,24027
61,80,932,26386,24025
62,633,12881,626183,24025
53,467,3791,278565,24027
51,17,317,12689,24041
52,66,626,56873,24041
53,71,192,10825,24041
54,136,1128,70822,24041
54,2249,41965,4815738,24027
71,85,1369,19753,24025
72,415,8962,143451,24025
11,3,8,185,24001
22,5,151,15088,24001
23,104,986,50297,24001
42,50,506,22818,24001
55,6,77,10785,24041
56,92,1731,74688,24041
61,17,273,11202,24041
62,186,3789,195230,24041
71,32,508,12849,24041
72,145,2511,49918,24041
51,33,976,26089,24001
81,148,840,28898,24041
99,3,0,19,24041
52,96,825,48638,24001
53,46,173,6648,24001
54,85,542,26984,24001
81,556,3751,123221,24025
99,6,3,136,24025
11,11,41,902,24003
22,28,604,75140,24003
21,3,46,1911,24003
23,1624,19466,1288818,24003
55,4,49,1599,24001
56,47,837,25185,24001
61,10,167,4515,24001
62,229,5854,274798,24001
71,13,163,1818,24001
72,169,3399,52497,24001
81,212,1153,28161,24001
55,103,5193,689094,24027
56,569,13451,661937,24027
42,579,9492,738616,24003
11,3,22,1244,24033
21,3,58,3692,24033
22,13,540,62768,24033
23,1793,34325,2368622,24033
61,211,4727,209504,24027
62,1110,19158,1028726,24027
42,552,11233,685248,24033
71,148,3984,57739,24027
72,634,13616,223669,24027
81,747,7052,280442,24027
99,23,24,938,24027
51,266,6290,534944,24033
52,581,5475,430925,24033
53,783,9597,517524,24033
54,1938,31642,2542566,24033
51,256,4183,329374,24003
21,5,105,8172,24005
11,12,26,718,24005
22,32,1530,180170,24005
23,1888,24913,1746656,24005
55,90,3216,345487,24033
56,983,22166,866963,24033
61,220,4091,149799,24033
42,765,13302,960913,24005
52,761,7010,756553,24003
11,15,38,1382,24021
22,8,1073,156118,24009
23,295,2259,136463,24009
62,2074,34665,1702631,24033
42,39,316,19792,24009
51,18,136,7449,24009
52,78,328,29001,24009
71,165,3331,69622,24033
53,89,271,12872,24009
54,209,1595,108573,24009
72,1476,34885,630517,24033
55,6,52,2445,24009
56,102,651,23352,24009
61,21,273,5889,24009
62,192,3638,174541,24009
