	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
307	22	22	0	Louisiana	11	Agriculture, forestry, fishing and hunting	11	0400000US22	589.2222222222222	3998.777777777778	171256.88888888888
308	22	22	0	Louisiana	21	Mining, quarrying, and oil and gas extraction	21	0400000US22	1553.3333333333333	46568.22222222222	3691193.111111111
309	22	22	0	Louisiana	22	Utilities	22	0400000US22	500.1111111111111	7464.0	690569.6666666666
310	22	22	0	Louisiana	23	Construction	23	0400000US22	8044.333333333333	137781.33333333334	7856396.111111111
311	22	22	0	Louisiana	42	Wholesale trade	42	0400000US22	5440.888888888889	75468.22222222222	4234015.444444444
312	22	22	0	Louisiana	51	Information	51	0400000US22	1473.3333333333333	25452.11111111111	1295134.7777777778
313	22	22	0	Louisiana	52	Finance and insurance	52	0400000US22	7602.222222222223	64793.88888888889	4134225.777777778
314	22	22	0	Louisiana	53	Real estate and rental and leasing	53	0400000US22	4896.888888888889	30982.333333333332	1488813.0
315	22	22	0	Louisiana	54	Professional, scientific, and technical services	54	0400000US22	12062.444444444445	96353.77777777778	6132106.0
316	22	22	0	Louisiana	55	Management of companies and enterprises	55	0400000US22	648.2222222222222	25952.222222222223	2202897.777777778
317	22	22	0	Louisiana	56	Administrative and support and waste management and remediation services	56	0400000US22	4754.444444444444	104472.66666666667	3813908.888888889
318	22	22	0	Louisiana	61	Educational services	61	0400000US22	1234.7777777777778	43043.333333333336	1534859.4444444445
319	22	22	0	Louisiana	62	Health care and social assistance	62	0400000US22	12373.777777777777	293279.1111111111	12212320.555555556
320	22	22	0	Louisiana	71	Arts, entertainment, and recreation	71	0400000US22	1467.5555555555557	25135.777777777777	777651.0
321	22	22	0	Louisiana	72	Accommodation and food services	72	0400000US22	9560.777777777777	211031.88888888888	3737937.777777778
322	22	22	0	Louisiana	81	Other services (except public administration)	81	0400000US22	9686.0	75778.88888888889	2231557.222222222
323	22	22	0	Louisiana	99	Industries not classified	99	0400000US22	113.55555555555556	128.33333333333334	3190.3333333333335
