Naics,Establishments,Employees,Payroll,fips
7225,5,42,1113,02016
8139,4,22,1506,02016
1141,5,6,602,02016
3117,5,2514,70547,02016
4239,3,13,435,02016
4244,3,9,1063,02016
4247,3,46,2764,02016
4451,5,102,3754,02016
4543,3,6,498,02016
4811,3,0,0,02016
4831,5,169,15012,02016
4883,6,0,0,02016
4885,3,17,280,02016
5413,3,8,534,02016
5611,3,0,0,02016
6214,5,56,4183,02016
3117,8,87,24132,02060
4811,4,51,2339,02060
4812,4,11,806,02060
4842,3,4,153,02060
7139,5,2,125,02060
7211,6,10,1491,02060
7212,9,22,3529,02060
7225,4,16,513,02060
2122,4,0,0,02090
2123,4,15,1234,02090
2131,7,37,3070,02090
2211,5,162,14921,02090
2213,7,163,15314,02090
1141,3,0,68,02070
3117,4,35,7680,02070
4451,6,108,2994,02070
4471,3,15,328,02070
4811,3,0,0,02070
4812,6,15,924,02070
5311,3,0,0,02070
7139,4,8,428,02070
7212,4,2,579,02070
7225,4,5,114,02070
4231,25,341,15670,02020
1141,5,4,454,02013
2211,3,12,819,02013
3117,5,0,0,02013
4451,4,45,992,02013
5311,3,18,382,02013
5611,4,0,0,02013
6214,6,0,0,02013
7211,3,0,0,02013
7224,3,16,152,02013
7121,3,22,678,02150
7132,4,19,278,02150
7139,12,14,756,02150
7211,6,82,2557,02150
7212,8,14,957,02150
4451,7,142,2632,02188
4811,4,100,5774,02188
5173,3,28,2320,02188
5617,3,0,0,02188
7223,5,0,0,02188
7225,4,23,295,02188
8134,5,0,0,02188
7224,8,67,1086,02150
7225,25,264,5523,02150
8111,5,32,1545,02150
8113,7,36,2286,02150
8121,4,17,282,02150
1141,86,34,6061,02150
2361,10,19,821,02150
2373,3,41,3996,02150
2381,4,3,98,02150
8131,12,103,1813,02150
8134,3,0,0,02150
8139,5,6,254,02150
2382,5,29,1814,02150
2383,8,25,1212,02150
2389,6,16,896,02150
3117,14,2640,70959,02150
3366,3,16,777,02150
4244,11,10,1321,02150
4247,3,41,1927,02150
4412,4,22,766,02150
4413,4,16,520,02150
4421,3,15,271,02150
4451,5,0,0,02150
4471,3,22,311,02150
4511,3,0,0,02150
4811,3,58,2656,02150
4812,5,23,1453,02150
4831,8,64,3742,02150
4842,4,30,1261,02150
