,fips,relevant_naics,YEAR,estab,emp,payann
1,2,11,2018,470,530,41340
3,2,21,2018,144,8331,1109914
5,2,22,2018,94,1714,175951
7,2,23,2018,2461,16083,1494026
9,2,42,2018,696,8432,551281
11,2,51,2018,403,6432,450991
13,2,52,2018,765,7185,536353
15,2,53,2018,980,4561,227984
17,2,54,2018,1925,17327,1332943
19,2,55,2018,163,5519,728146
21,2,56,2018,1113,17838,900524
23,2,61,2018,270,2832,74988
25,2,62,2018,2708,50864,3144158
27,2,71,2018,576,5364,112449
29,2,72,2018,2186,26200,751868
31,2,81,2018,1849,9684,364956
33,2,99,2018,36,31,899
