Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,239,507,204,3082,1337,636,2032,1405,2761,228,1425,252,4901,744,3637,4309,18
2018,228,490,206,3024,1324,614,1994,1400,2689,217,1409,244,4807,752,3593,4247,31
2019,214,478,217,3023,1296,625,1979,1360,2685,196,1438,247,4841,720,3579,4253,28
2020,188,436,214,2988,1270,606,1970,1342,2615,191,1462,238,4867,694,3542,4202,27
2021,197,395,219,3042,1251,597,1929,1344,2555,189,1501,242,4906,713,3612,4196,10
