Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,23639,983901,247105,1238085,851849,453270,832798,227725,1219214,365244,926430,111570,6019745,125705,1087630,637155,846
2018,22300,1499950,462353,1374993,894260,432528,882800,234422,1255888,398017,959251,227073,6330540,119894,1145653,638082,733
2019,22684,1492319,547833,1396000,939365,410812,890871,228238,1347800,396568,991832,233969,6580049,123403,1156249,660601,640
2020,19448,1137439,496663,1306994,896721,383065,886077,218297,1289627,352302,932589,238247,6741734,102707,993302,614427,1050
2021,22576,1211890,522020,1355171,929796,404502,949717,229497,1308713,327245,981686,253853,7111041,116174,1146006,639302,168
