,fips,relevant_naics,estab,emp,payann
12402,12,236115,3380,12632,596544
12403,12,238210,5229,56695,2634779
12404,12,311611,21,594,23479
12405,12,312130,28,297,9298
12406,12,316992,6,9,236
12407,12,316998,38,594,27133
12408,12,325320,11,59,4139
12409,12,326130,17,388,18166
12410,12,326140,18,718,30161
12411,12,327332,11,278,12748
12412,12,236116,246,3358,276755
12413,12,236117,939,11660,962486
12414,12,236210,288,4009,278968
12415,12,237120,52,3557,202928
12416,12,237210,445,2223,131094
12417,12,238910,1390,20275,968601
12418,12,311612,24,1271,51669
12419,12,311613,5,0,0
12420,12,311615,7,0,0
12421,12,312140,28,532,25274
12422,12,312230,12,853,72525
12423,12,326150,25,813,33976
12424,12,327390,125,5253,216457
12425,12,332215,13,75,2716
12426,12,332216,24,351,22141
12427,12,333120,26,781,41309
12428,12,333131,5,161,9600
12429,12,333132,10,400,24038
12430,12,333611,6,720,61770
12431,12,334290,23,230,13936
12432,12,238110,1436,17671,757914
12433,12,311710,23,1942,79173
12434,12,313110,7,29,533
12435,12,313210,6,26,1379
12436,12,323111,1109,12802,605356
12437,12,325411,35,1300,61677
12438,12,325412,83,4157,296617
12439,12,326160,22,1142,56523
12440,12,327410,3,0,0
12441,12,327420,13,391,33284
12442,12,332710,461,4220,183616
12443,12,333612,5,98,5608
12444,12,333613,8,241,18779
12445,12,333618,20,516,27143
12446,12,334310,34,695,36344
12447,12,335110,6,80,1799
12448,12,238220,7955,73999,3446547
12449,12,238990,3382,19262,811691
12450,12,313220,12,112,2995
12451,12,313230,3,107,5762
12452,12,313240,3,0,0
12453,12,321113,40,2012,94349
12454,12,321114,22,630,28686
12455,12,323113,341,5444,188721
12456,12,325413,7,225,13441
12457,12,325414,10,674,41170
12458,12,326191,16,307,9672
12459,12,326199,253,6651,265608
12460,12,327910,6,86,6050
12461,12,332721,95,1711,80654
12462,12,332722,11,307,15727
12463,12,333241,13,379,23673
12464,12,333242,3,224,15549
12465,12,333243,7,158,8494
12466,12,333244,11,158,9432
12467,12,333249,65,972,42006
12468,12,333912,14,392,20478
12469,12,335121,20,517,17760
12470,12,335122,28,614,28324
12471,12,335129,17,326,15972
12472,12,238120,196,3344,154850
12473,12,311811,335,2670,58238
12474,12,313310,33,313,12437
12475,12,313320,5,8,225
12476,12,323117,32,405,18694
12477,12,325510,56,867,46114
12478,12,327991,108,1076,45915
12479,12,332311,36,1007,55710
12480,12,332312,137,3549,174953
12481,12,333914,33,890,55006
12482,12,334412,12,575,23996
12483,12,334413,30,937,139585
12484,12,335210,10,43,1458
12485,12,335220,5,43,3313
12486,12,238290,488,5926,414499
12487,12,311812,162,5606,217338
12488,12,314110,12,22,626
12489,12,321211,13,393,14977
12490,12,321214,55,3258,129842
12491,12,323120,73,628,24314
12492,12,325520,15,326,26114
12493,12,326211,3,0,0
12494,12,326212,25,236,9127
12495,12,326220,9,274,9838
12496,12,327992,7,0,0
12497,12,327993,15,478,25924
12498,12,327999,21,659,37467
12499,12,332313,33,611,26823
12500,12,332811,4,90,5519
12501,12,332812,87,753,26967
12502,12,332813,70,856,35561
12503,12,333314,21,261,18974
12504,12,333921,15,665,35313
12505,12,333922,21,639,28665
12506,12,333923,29,508,24733
12507,12,333924,6,33,1222
12508,12,334416,14,534,18186
12509,12,334417,9,688,37016
12510,12,334418,34,2307,113750
12511,12,334419,65,1913,143197
12512,12,238130,672,3639,130279
12513,12,311813,14,564,17807
12514,12,311821,12,173,4952
12515,12,311824,13,85,2227
12516,12,314120,117,957,29600
12517,12,321219,5,147,8866
12518,12,325611,32,326,15383
12519,12,326291,5,16,1099
12520,12,326299,24,842,36027
12521,12,331110,10,380,28270
12522,12,332321,107,5073,212693
12523,12,333316,6,64,4231
12524,12,333318,92,4260,444631
12525,12,333991,4,6,232
12526,12,333992,42,442,18441
12527,12,335311,12,698,27972
12528,12,335312,14,502,24506
12529,12,335313,22,1533,79287
12530,12,335314,27,1223,67278
12531,12,238140,1201,9776,322897
12532,12,238310,1453,12123,525337
12533,12,311111,12,89,3373
12534,12,311830,7,248,8926
12535,12,314910,133,1257,47241
12536,12,321911,69,970,38440
12537,12,324121,35,1019,55593
12538,12,324122,8,303,18856
12539,12,325612,30,220,9497
12540,12,331210,4,0,0
12541,12,331221,7,53,1632
