Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,127,2709,336,8352,4525,1515,6808,4381,9685,552,4482,730,11033,1152,8336,9082,33
2018,112,2753,344,8278,4462,1511,6742,4415,9812,534,4421,737,10924,1147,8429,9039,81
2019,113,2632,342,8311,4346,1505,6662,4462,9854,518,4558,745,10916,1161,8587,8997,89
2020,138,2432,352,8368,4304,1451,6683,4490,9755,496,4597,743,10974,1185,8540,9000,120
2021,157,2231,353,8605,4285,1494,6682,4571,9829,494,4735,768,11199,1221,8651,9155,60
