Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,20158,3082161,765057,3705549,3122722,1446581,3641297,959285,4187532,2907518,2563157,576417,9844096,637144,2546327,1695813,564
2018,23195,3483499,897363,4089196,3318620,1497625,3705095,1028853,4444274,3839929,2704079,622527,9902816,897627,2622826,1730280,2244
2019,22579,3145567,1011489,4162216,3385735,1439712,3814683,971686,4696732,4332906,2918068,649489,10186188,913961,2709208,1791524,2868
2020,32542,2322582,985978,4105152,3337557,1438555,3900283,866256,4630975,3678807,2841542,664569,10716793,863915,2558849,1780807,4829
2021,39029,2230318,933559,4106667,3370289,1406690,4121474,926990,4728568,3459075,3001011,772586,11316913,825105,2991660,1981402,3316
