Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,531,35592,8362,70969,56932,27975,59291,22225,66296,34486,76594,19841,220096,22269,162022,63107,26
2018,578,38532,9432,75340,57813,27824,58533,22155,71240,45887,80385,20634,215377,28022,163479,63101,101
2019,570,38514,9506,76595,58276,26134,57574,20635,72256,47009,81389,20480,216452,28770,165725,62264,80
2020,773,31532,9861,77034,58854,25086,56390,19588,73097,43832,81770,20969,224972,29717,163912,61214,153
2021,967,23465,9504,72630,52867,22170,55557,18822,69841,39039,78044,21330,221287,24641,157103,58712,105
