,fips,relevant_naics,YEAR,estab,emp,payann
0,40,11,2017,127,531,20158
2,40,21,2017,2709,35592,3082161
4,40,22,2017,336,8362,765057
6,40,23,2017,8352,70969,3705549
8,40,42,2017,4525,56932,3122722
10,40,51,2017,1515,27975,1446581
12,40,52,2017,6808,59291,3641297
14,40,53,2017,4381,22225,959285
16,40,54,2017,9685,66296,4187532
18,40,55,2017,552,34486,2907518
20,40,56,2017,4482,76594,2563157
22,40,61,2017,730,19841,576417
24,40,62,2017,11033,220096,9844096
26,40,71,2017,1152,22269,637144
28,40,72,2017,8336,162022,2546327
30,40,81,2017,9082,63107,1695813
32,40,99,2017,33,26,564
