,fips,relevant_naics,YEAR,estab,emp,payann
1,40,11,2018,112,578,23195
3,40,21,2018,2753,38532,3483499
5,40,22,2018,344,9432,897363
7,40,23,2018,8278,75340,4089196
9,40,42,2018,4462,57813,3318620
11,40,51,2018,1511,27824,1497625
13,40,52,2018,6742,58533,3705095
15,40,53,2018,4415,22155,1028853
17,40,54,2018,9812,71240,4444274
19,40,55,2018,534,45887,3839929
21,40,56,2018,4421,80385,2704079
23,40,61,2018,737,20634,622527
25,40,62,2018,10924,215377,9902816
27,40,71,2018,1147,28022,897627
29,40,72,2018,8429,163479,2622826
31,40,81,2018,9039,63101,1730280
33,40,99,2018,81,101,2244
