Naics,Establishments,Employees,Payroll,fips
11,4,13,799,27141
21,3,115,6880,27141
22,6,526,54314,27141
23,517,2699,292775,27141
42,77,673,40902,27141
51,17,107,5356,27141
52,96,447,26978,27141
53,90,174,7681,27141
54,170,737,33264,27141
55,7,114,12925,27141
56,149,1202,43534,27141
61,16,77,840,27141
62,190,3538,109679,27141
71,42,398,6701,27141
72,114,2542,38894,27141
81,198,1082,29231,27141
11,6,20,740,27159
23,59,271,16849,27159
42,15,449,22798,27159
51,7,74,3799,27159
52,22,139,6917,27159
53,8,13,519,27159
54,18,83,4135,27159
56,10,82,1314,27159
62,44,914,43134,27159
71,8,17,434,27159
72,31,351,5232,27159
81,51,189,3913,27159
99,3,6,36,27159
11,3,7,269,27143
22,4,58,3199,27143
23,64,163,8395,27143
11,6,48,2069,27161
23,57,264,19735,27161
11,9,32,670,27109
21,4,18,1183,27109
22,3,149,12443,27109
23,405,3624,249518,27109
11,3,7,211,27047
23,87,432,29844,27047
42,44,563,37017,27047
42,121,1331,72718,27109
51,11,101,2400,27047
52,52,367,19772,27047
53,18,44,917,27047
54,43,223,11383,27047
56,32,567,16949,27047
61,7,52,1007,27047
62,77,2094,96928,27047
71,11,89,1808,27047
72,72,1048,15676,27047
81,104,575,11084,27047
11,3,6,151,27009
23,187,2248,180464,27009
51,57,1715,85408,27109
42,41,1144,59832,27009
52,230,1680,128521,27109
53,184,826,34739,27109
51,11,182,9082,27009
52,37,253,14412,27009
53,38,89,2369,27009
54,53,257,14540,27009
54,272,35918,3368925,27109
55,5,328,23253,27009
56,41,939,44026,27009
61,3,62,2000,27009
62,95,2536,68749,27009
71,20,107,3294,27009
72,54,931,15721,27009
81,105,654,16562,27009
55,14,277,11939,27109
56,182,2550,86871,27109
61,59,1002,25024,27109
11,7,32,925,27019
23,382,2301,179041,27019
62,498,21031,916440,27109
42,150,2974,232112,27019
71,69,1235,21004,27109
72,361,8733,188167,27109
81,391,2870,84680,27109
99,3,5,86,27109
11,3,5,199,27085
23,108,495,33870,27085
42,28,426,20228,27085
51,42,433,25072,27019
52,144,898,68962,27019
53,128,693,42148,27019
54,316,2995,215843,27019
55,12,1634,170773,27019
56,170,1250,52635,27019
51,14,152,5836,27085
52,75,415,21641,27085
53,31,85,2506,27085
54,60,372,17345,27085
