Naics,Establishments,Employees,Payroll,fips
11,4,46,2821,19011
23,68,287,15553,19011
42,36,478,24634,19011
51,11,80,3273,19011
52,40,185,11234,19011
53,12,22,644,19011
54,24,75,3029,19011
56,20,117,3794,19011
61,3,31,696,19011
62,59,828,31608,19011
71,8,52,770,19011
72,27,283,3527,19011
81,68,225,5176,19011
11,5,6,354,19023
23,40,100,4968,19023
42,21,155,8073,19023
51,3,12,610,19023
52,28,135,6494,19023
54,17,49,1473,19023
56,15,16,680,19023
62,33,504,12853,19023
71,6,15,213,19023
72,19,124,904,19023
81,51,108,3006,19023
11,16,94,3515,19061
22,4,80,8700,19061
23,291,2220,144429,19061
22,3,91,7533,19175
23,35,124,6441,19175
42,18,251,13709,19175
42,155,2474,131847,19061
51,9,95,3221,19175
52,25,143,8788,19175
53,7,10,201,19175
54,17,57,2241,19175
56,15,328,11003,19175
61,5,44,1016,19175
62,40,919,44375,19175
71,4,48,346,19175
72,26,320,3666,19175
81,36,159,5284,19175
23,25,76,6081,19071
42,17,127,6878,19071
51,3,8,359,19071
52,16,63,3401,19071
54,11,41,1733,19071
56,5,7,2574,19071
62,13,292,11468,19071
72,19,162,2758,19071
81,11,26,263,19071
51,56,1290,77900,19061
52,201,4320,298578,19061
23,49,237,10691,19079
53,121,380,14857,19061
54,183,1700,104406,19061
42,32,947,54007,19079
51,12,111,4536,19079
52,25,192,14461,19079
55,25,737,66597,19061
56,145,2483,81203,19061
61,35,2717,90242,19061
62,284,8464,407964,19061
53,10,20,688,19079
54,17,68,6038,19079
56,20,162,4849,19079
61,4,36,764,19079
62,32,661,26673,19079
71,5,18,453,19079
72,24,213,2470,19079
81,53,198,5738,19079
71,54,1251,21803,19061
21,3,8,664,19177
23,14,36,1606,19177
42,8,75,2106,19177
51,3,16,812,19177
52,11,44,2408,19177
53,3,4,134,19177
54,8,38,1319,19177
56,6,5,197,19177
62,12,256,10194,19177
72,247,4475,70494,19061
72,9,58,622,19177
81,258,2093,57824,19061
81,14,23,637,19177
23,21,53,2757,19151
23,21,65,3037,19173
42,7,39,2262,19173
52,11,38,1738,19173
53,5,14,368,19173
54,8,22,797,19173
56,4,11,273,19173
62,11,170,4142,19173
72,6,46,410,19173
81,21,67,2148,19173
42,17,335,15903,19151
51,4,41,1653,19151
52,23,94,4867,19151
54,13,35,1170,19151
56,4,5,137,19151
62,18,254,8959,19151
71,6,21,173,19151
72,11,72,733,19151
81,22,57,1097,19151
22,4,189,19839,19179
23,57,763,44974,19179
42,33,321,14415,19179
23,32,71,3868,19025
42,22,271,15371,19025
22,4,18,1802,19195
23,32,98,4864,19195
42,16,199,12337,19195
51,4,9,501,19025
52,22,115,5247,19025
53,5,13,719,19025
54,10,42,1499,19025
56,7,15,394,19025
61,3,8,71,19025
62,32,605,23643,19025
71,6,17,382,19025
72,11,74,1200,19025
81,37,117,3078,19025
51,4,10,251,19195
52,18,53,2902,19195
54,9,15,527,19195
56,7,36,523,19195
71,5,386,7764,19195
62,9,217,5425,19195
72,9,123,1154,19195
81,27,56,1115,19195
11,3,21,1059,19159
23,20,105,5940,19159
42,6,53,2460,19159
52,10,40,1989,19159
53,3,2,70,19159
54,8,67,1622,19159
62,11,348,13642,19159
71,4,18,78,19159
72,14,103,808,19159
23,10,18,769,19003
42,5,92,5731,19003
52,7,25,1093,19003
54,7,24,1004,19003
62,10,235,9990,19003
56,3,5,107,19003
72,10,51,509,19003
81,12,36,496,19003
81,22,45,957,19159
23,23,100,5671,19001
11,3,2,132,19001
42,13,120,5939,19001
11,3,1,186,19009
23,22,67,2416,19009
42,12,94,5512,19009
52,13,57,2880,19009
54,10,21,788,19009
55,3,163,8713,19009
56,9,24,507,19009
62,15,292,11813,19009
71,3,1,154,19009
72,10,82,848,19009
81,26,89,2158,19009
51,3,5,179,19001
52,17,75,4024,19001
53,4,13,222,19001
54,11,35,1174,19001
56,10,48,718,19001
62,21,346,10957,19001
71,8,28,184,19001
72,19,231,2394,19001
81,19,72,1997,19001
99,3,1,62,19001
23,55,242,14670,19037
42,36,364,22438,19037
23,11,15,743,19039
42,11,108,4105,19039
52,13,75,3968,19039
