,fips,relevant_naics,estab,emp,payann
1,17,11,290,1635,79229
3,17,21,426,5811,456807
5,17,22,528,28168,3212192
7,17,23,29300,212442,16234408
9,17,42,17599,320779,25452888
11,17,51,6001,128113,11454752
13,17,52,20875,330455,34603622
15,17,53,13609,81394,4986924
17,17,54,38478,386157,36486187
19,17,55,2248,216770,24308292
21,17,56,16752,328677,13460091
23,17,61,4361,167634,7270537
25,17,62,34462,805940,38891864
27,17,71,5322,89098,3116030
29,17,72,28951,543452,11048627
31,17,81,32453,247910,9506745
33,17,99,222,269,7538
