,fips,relevant_naics,YEAR,estab,emp,payann
0,17,1133,2017,6,3,98
2,17,1152,2017,115,373,12008
4,17,1151,2017,99,802,41527
6,17,2121,2017,10,699,41746
8,17,2123,2017,115,1961,149857
10,17,2111,2017,124,552,25894
12,17,2131,2017,121,695,31065
14,17,2211,2017,221,4431,663576
16,17,2212,2017,59,1696,125651
18,17,2213,2017,79,734,49525
20,17,2382,2017,7148,69148,5200630
22,17,2383,2017,4878,27470,1656741
24,17,2381,2017,4001,26354,1842382
26,17,2373,2017,343,5739,789348
28,17,2372,2017,99,183,12545
30,17,2362,2017,1520,22069,1835382
32,17,2379,2017,145,1171,110619
34,17,2389,2017,2572,16881,1366679
36,17,2361,2017,7623,21175,1047362
38,17,2371,2017,525,11920,1149312
40,17,3111,2017,23,538,29475
42,17,3116,2017,111,10887,547079
44,17,3159,2017,14,176,6180
46,17,3118,2017,493,15188,678492
48,17,3121,2017,169,3919,188838
50,17,3152,2017,72,950,31005
52,17,3115,2017,47,1845,100831
54,17,3132,2017,10,137,6901
56,17,3131,2017,4,27,530
58,17,3114,2017,57,5397,207534
60,17,3112,2017,22,3122,210486
62,17,3119,2017,150,9316,510268
64,17,3169,2017,19,187,7022
66,17,3149,2017,103,971,37648
68,17,3113,2017,77,5341,344529
70,17,3133,2017,13,336,20076
72,17,3141,2017,53,389,12807
74,17,3251,2017,77,3358,291095
76,17,3273,2017,274,5171,303423
78,17,3271,2017,24,183,10735
80,17,3222,2017,179,12567,739721
82,17,3272,2017,50,1309,82205
84,17,3274,2017,3,72,2760
86,17,3259,2017,114,3160,212174
88,17,3279,2017,111,2553,191230
90,17,3219,2017,237,3049,112006
92,17,3255,2017,107,4566,315827
94,17,3253,2017,6,0,0
96,17,3241,2017,52,1236,157338
98,17,3254,2017,54,14409,2512291
100,17,3261,2017,525,30931,1625626
102,17,3231,2017,1239,25680,1458368
104,17,3221,2017,3,0,0
105,17,3252,2017,64,2480,160667
