	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
91	08	8	0	Colorado	11	Agriculture, forestry, fishing and hunting	11	0400000US08	327.22222222222223	1696.3333333333333	67326.77777777778
92	08	8	0	Colorado	21	Mining, quarrying, and oil and gas extraction	21	0400000US08	1250.3333333333333	25055.333333333332	2624411.4444444445
93	08	8	0	Colorado	22	Utilities	22	0400000US08	393.22222222222223	8115.888888888889	901404.2222222222
94	08	8	0	Colorado	23	Construction	23	0400000US08	17440.777777777777	146138.44444444444	8481168.222222222
95	08	8	0	Colorado	42	Wholesale trade	42	0400000US08	7236.555555555556	98916.55555555556	7283700.444444444
96	08	8	0	Colorado	51	Information	51	0400000US08	3343.3333333333335	87464.88888888889	7531165.888888889
97	08	8	0	Colorado	52	Finance and insurance	52	0400000US08	10231.888888888889	108644.11111111111	8959558.888888888
98	08	8	0	Colorado	53	Real estate and rental and leasing	53	0400000US08	10940.333333333334	44474.555555555555	2157988.0
99	08	8	0	Colorado	54	Professional, scientific, and technical services	54	0400000US08	25593.11111111111	190154.44444444444	15985158.555555556
100	08	8	0	Colorado	55	Management of companies and enterprises	55	0400000US08	1065.111111111111	59047.666666666664	6346903.333333333
101	08	8	0	Colorado	56	Administrative and support and waste management and remediation services	56	0400000US08	9002.0	250604.66666666666	11557554.222222222
102	08	8	0	Colorado	61	Educational services	61	0400000US08	2572.4444444444443	50002.666666666664	1606563.5555555555
103	08	8	0	Colorado	62	Health care and social assistance	62	0400000US08	16045.0	297181.77777777775	14595125.444444444
104	08	8	0	Colorado	71	Arts, entertainment, and recreation	71	0400000US08	2826.8888888888887	54409.77777777778	1739089.6666666667
105	08	8	0	Colorado	72	Accommodation and food services	72	0400000US08	13573.777777777777	274703.22222222225	5408452.222222222
106	08	8	0	Colorado	81	Other services (except public administration)	81	0400000US08	14106.333333333334	105760.33333333333	3495913.777777778
107	08	8	0	Colorado	99	Industries not classified	99	0400000US08	186.0	169.66666666666666	5026.555555555556
