,fips,relevant_naics,estab,emp,payann
1,31,1152,19,53,1124
3,31,1151,85,844,48852
5,31,2123,27,548,32859
7,31,2111,5,16,1386
9,31,2131,26,134,7840
11,31,2211,7,30,4279
13,31,2212,11,118,10955
15,31,2213,5,81,4288
17,31,2382,1556,16895,1021264
19,31,2383,1049,5890,249973
21,31,2381,1115,8051,401856
23,31,2373,70,1552,128990
25,31,2372,13,54,2302
27,31,2362,298,4867,311971
29,31,2379,8,557,29351
31,31,2389,590,3727,193314
33,31,2361,1338,4135,172802
35,31,2371,204,2212,120891
37,31,3111,40,1018,50394
39,31,3116,65,13609,584561
41,31,3118,33,1878,78655
43,31,3121,20,178,6301
45,31,3152,4,36,1249
46,31,3112,4,389,24788
48,31,3119,5,175,5879
50,31,3149,11,106,2994
52,31,3141,3,25,377
54,31,3251,11,553,42222
56,31,3273,69,1893,97109
58,31,3271,3,97,5448
60,31,3222,8,823,44424
62,31,3279,8,107,4888
64,31,3219,28,401,12279
66,31,3254,14,1471,127940
68,31,3261,40,2997,135388
70,31,3231,139,2293,105678
72,31,3262,3,525,24011
73,31,3364,3,196,12988
75,31,3331,44,5294,321283
77,31,3323,53,3393,176585
79,31,3328,8,520,32776
81,31,3333,3,18,720
83,31,3342,3,277,11971
85,31,3353,3,7,234
87,31,3315,3,111,3795
89,31,3371,25,226,9252
91,31,3332,10,614,21258
93,31,3327,81,924,43264
95,31,3346,5,60,3833
97,31,3391,48,1357,74659
99,31,3335,11,236,11899
102,31,3363,10,2164,105700
104,31,3345,10,805,60097
106,31,3372,11,1094,50602
108,31,3359,3,473,23411
110,31,3329,12,1213,70815
112,31,3339,21,870,47346
114,31,3399,49,671,26955
115,31,3369,3,794,42769
117,31,3365,3,515,24181
118,31,3344,3,880,50441
120,31,3326,3,17,556
122,31,4243,4,53,2289
124,31,4248,15,788,44221
126,31,4246,55,585,33292
128,31,4242,35,637,26166
130,31,4245,379,4274,260577
132,31,4232,42,364,19875
134,31,4244,152,4770,305070
136,31,4237,132,1569,108675
138,31,4236,128,1517,98342
140,31,4233,98,981,58939
142,31,4238,550,7063,405807
144,31,4235,28,515,27755
146,31,4239,92,990,48366
148,31,4249,425,4480,240032
150,31,4231,144,2668,140526
152,31,4241,34,340,21631
154,31,4247,32,514,27182
156,31,4234,190,2509,195397
158,31,4251,171,1214,73888
160,31,4411,403,8921,446785
162,31,4413,432,3594,112557
164,31,4453,76,384,6162
166,31,4441,463,8572,267863
168,31,4481,488,5902,87807
170,31,4431,145,1903,66473
172,31,4421,72,1569,62066
174,31,4471,938,10481,216245
176,31,4451,408,18393,366508
178,31,4461,474,5590,184022
180,31,4422,118,1162,31017
182,31,4483,73,700,23354
184,31,4442,175,1752,56703
186,31,4412,78,765,34876
188,31,4482,118,1080,17268
190,31,4452,84,508,9463
192,31,4512,35,443,6468
194,31,4522,32,2854,49279
196,31,4543,205,1016,33363
198,31,4541,191,3641,165259
200,31,4531,47,230,3821
202,31,4523,261,14219,375242
204,31,4532,124,960,18464
206,31,4539,226,1563,35482
208,31,4511,223,3496,75051
210,31,4533,137,1302,23247
212,31,4542,19,203,7057
214,31,4855,4,147,5540
216,31,4885,78,528,32418
218,31,4841,814,11604,553047
220,31,4812,6,190,19631
222,31,4889,3,5,181
224,31,4859,14,89,1839
226,31,4862,7,48,5157
228,31,4811,6,432,13339
230,31,4854,8,748,16094
232,31,4842,987,5073,224646
234,31,4881,19,1488,93184
236,31,4882,13,118,7700
238,31,4884,52,299,11299
240,31,4853,11,85,1423
242,31,4921,60,2333,105011
244,31,4922,14,133,4426
246,31,4931,79,3928,170012
248,31,5182,69,3431,317729
250,31,5121,46,928,12973
252,31,5111,91,2823,149636
254,31,5191,40,1808,155027
256,31,5179,6,52,4547
258,31,5151,41,903,61191
260,31,5112,50,3587,307697
262,31,5122,8,27,993
264,31,5173,368,4998,286254
266,31,5223,179,11453,786858
268,31,5242,1616,7131,429107
270,31,5221,1146,18062,1087993
272,31,5241,350,19485,1524422
274,31,5222,128,4203,317015
276,31,5239,542,2443,253582
278,31,5259,3,7,587
280,31,5231,185,3233,328659
282,31,5313,383,3837,171715
284,31,5321,79,815,27595
286,31,5324,82,879,47920
288,31,5322,89,474,17085
290,31,5323,13,84,2969
292,31,5331,16,391,36330
294,31,5311,655,2665,84243
296,31,5312,911,2151,105588
298,31,5412,735,5648,264718
300,31,5418,193,2418,138548
302,31,5413,463,6216,547546
304,31,5415,592,6215,459911
306,31,5411,908,5421,384111
308,31,5416,803,4750,314868
310,31,5419,482,4586,178686
312,31,5417,49,1474,86738
314,31,5414,141,410,17937
316,31,5511,320,20219,1594036
318,31,5614,193,7372,232989
320,31,5613,247,13175,419599
322,31,5612,21,337,14730
324,31,5616,100,3883,109881
326,31,5611,136,1296,86482
328,31,5619,85,802,29029
330,31,5629,39,269,13579
332,31,5617,1515,11333,320703
334,31,5615,52,1429,50880
336,31,5621,105,1323,54646
339,31,6114,22,52,3072
341,31,6113,21,8485,309461
343,31,6117,26,169,6522
345,31,6111,113,3427,93005
347,31,6116,252,2152,24830
349,31,6115,29,270,8929
351,31,6244,659,8979,155963
353,31,6242,81,985,35813
355,31,6233,128,6933,161885
357,31,6221,20,22927,1347952
359,31,6216,97,2922,91979
361,31,6241,554,9225,235645
363,31,6215,41,729,40131
365,31,6231,100,9505,284344
367,31,6212,743,5023,259158
369,31,6213,1338,7406,301333
371,31,6211,973,14347,1513012
373,31,6219,68,1640,73833
375,31,6239,10,2289,97030
377,31,6214,312,5983,400108
379,31,6232,106,2855,87911
381,31,6223,4,1161,54800
383,31,6243,47,1497,21862
386,31,7131,12,278,4730
388,31,7132,8,242,5457
390,31,7115,69,270,11269
392,31,7121,37,1588,38653
394,31,7139,592,9520,140915
396,31,7111,23,458,10022
398,31,7113,45,965,19583
400,31,7112,9,322,5167
402,31,7224,478,3435,45553
404,31,7212,17,28,1429
406,31,7225,3227,63029,982925
408,31,7213,28,74,1110
410,31,7223,234,3421,59385
412,31,7211,415,7833,161000
414,31,8111,1357,7288,280130
416,31,8139,336,1898,76482
418,31,8134,220,1324,22818
420,31,8113,237,1207,63520
422,31,8122,129,775,25991
424,31,8123,109,1300,38912
426,31,8112,49,226,10200
428,31,8132,166,1503,86131
430,31,8129,177,1399,26217
432,31,8114,89,283,9726
