,fips,relevant_naics,YEAR,estab,emp,payann
1,31,11,2018,146,1055,55445
3,31,21,2018,78,780,45616
5,31,22,2018,50,668,87497
7,31,23,2018,6514,49503,2711998
9,31,42,2018,3080,39949,2335926
11,31,51,2018,882,20468,1358939
13,31,52,2018,4293,66818,4771402
15,31,53,2018,2376,11743,513417
17,31,54,2018,4600,38196,2434061
19,31,55,2018,320,20219,1594036
21,31,56,2018,2693,42780,1389269
23,31,61,2018,537,18180,521404
25,31,62,2018,5847,135155,6508738
27,31,71,2018,928,14692,255108
29,31,72,2018,4563,78962,1267362
31,31,81,2018,5795,36418,1053155
33,31,99,2018,46,44,1081
